,0
Name,"DIEGO PELLICER WORLDWIDE, INC."
Currency,USD
Sector,Real Estate
Industry,Real Estate Services
Country,US
IPO,"Apr 13, 2015"
Insider Percentage,16.10%
Institution Percentage,0.00%
