,0
Name,WABASH NATIONAL CORPORATION
Currency,USD
Sector,Industrials
Industry,Farm & Heavy Construction Machinery
Country,US
IPO,"Nov 8, 1991"
Insider Percentage,1.81%
Institution Percentage,102.66%
