,0
Name,"AUTOMATIC DATA PROCESSING, INC."
Currency,USD
Sector,Industrials
Industry,Staffing & Employment Services
Country,US
IPO,"Sep 1, 1961"
Insider Percentage,0.09%
Institution Percentage,80.61%
