,0
Name,CHINA EASTERN AIRLINES CORPORATION LIMITED
Currency,USD
Sector,Industrials
Industry,Airlines
Country,CN
IPO,"Aug 23, 2001"
Insider Percentage,- -
Institution Percentage,0.15%
