,0
Name,MRC GLOBAL INC.
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"Apr 12, 2012"
Insider Percentage,2.85%
Institution Percentage,97.04%
