,0
Name,"OPTEX SYSTEMS HOLDINGS, INC"
Currency,USD
Sector,Industrials
Industry,Aerospace & Defense
Country,US
IPO,"Oct 26, 2007"
Insider Percentage,38.08%
Institution Percentage,15.80%
