,0
Name,"BOOT BARN HOLDINGS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Retail
Country,US
IPO,"Oct 30, 2014"
Insider Percentage,0.40%
Institution Percentage,103.92%
