,0
Name,"ALBERTSONS COMPANIES, INC."
Currency,USD
Sector,Consumer Defensive
Industry,Grocery Stores
Country,US
IPO,"Aug 12, 1988"
Insider Percentage,14.94%
Institution Percentage,73.63%
