,0
Name,PILGRIM'S PRIDE CORPORATION
Currency,USD
Sector,Consumer Defensive
Industry,Packaged Foods
Country,US
IPO,"Nov 14, 1986"
Insider Percentage,80.39%
Institution Percentage,18.45%
