,0
Name,"PROCAPS GROUP, S.A."
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,LU
IPO,"Sep 30, 2021"
Insider Percentage,- -
Institution Percentage,- -
