,0
Name,BLACKSKY TECHNOLOGY INC.
Currency,USD
Sector,Technology
Industry,Scientific & Technical Instruments
Country,US
IPO,"Dec 20, 2019"
Insider Percentage,28.52%
Institution Percentage,37.89%
