,0
Name,MACONDRAY CAPITAL ACQUISITION CORP. I
Currency,
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Aug 19, 2021"
Insider Percentage,- -
Institution Percentage,- -
