,0
Name,UWM HOLDINGS CORPORATION
Currency,USD
Sector,Financial Services
Industry,Mortgage Finance
Country,US
IPO,"Dec 28, 2020"
Insider Percentage,3.63%
Institution Percentage,33.51%
