,0
Name,"TRAVERE THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Jul 24, 2003"
Insider Percentage,1.48%
Institution Percentage,105.13%
