,0
Name,"C-BOND SYSTEMS, INC."
Currency,USD
Sector,Basic Materials
Industry,Specialty Chemicals
Country,US
IPO,"Apr 26, 2018"
Insider Percentage,26.00%
Institution Percentage,- -
