,0
Name,PINNACLE WEST CAPITAL CORPORATION
Currency,USD
Sector,Utilities
Industry,Utilities—Regulated Electric
Country,US
IPO,"Aug 28, 1961"
Insider Percentage,0.24%
Institution Percentage,86.77%
