,0
Name,DRIVEN BRANDS HOLDINGS INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Auto & Truck Dealerships
Country,US
IPO,"Jan 15, 2021"
Insider Percentage,2.71%
Institution Percentage,75.62%
