,0
Name,CEMENTOS PACASMAYO S.A.A.
Currency,USD
Sector,Basic Materials
Industry,Building Materials
Country,PE
IPO,"Feb 11, 2013"
Insider Percentage,- -
Institution Percentage,6.33%
