,0
Name,WSFS FINANCIAL CORPORATION
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Nov 26, 1986"
Insider Percentage,1.06%
Institution Percentage,73.85%
