,0
Name,"CORE MOLDING TECHNOLOGIES, INC."
Currency,USD
Sector,Basic Materials
Industry,Specialty Chemicals
Country,US
IPO,"Sep 16, 1988"
Insider Percentage,13.68%
Institution Percentage,49.28%
