,0
Name,COMMUNITY HEALTHCARE TRUST INCORPORATED
Currency,USD
Sector,Real Estate
Industry,REIT—Healthcare Facilities
Country,US
IPO,"May 21, 2015"
Insider Percentage,6.20%
Institution Percentage,91.41%
