,0
Name,"WALGREENS BOOTS ALLIANCE, INC."
Currency,USD
Sector,Healthcare
Industry,Pharmaceutical Retailers
Country,US
IPO,"Dec 31, 2014"
Insider Percentage,17.32%
Institution Percentage,58.77%
