,0
Name,CALLON PETROLEUM COMPANY
Currency,USD
Sector,Energy
Industry,Oil & Gas E&P
Country,US
IPO,"Sep 19, 1994"
Insider Percentage,1.95%
Institution Percentage,83.19%
