,0
Name,"HUDSON PACIFIC PROPERTIES, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Office
Country,US
IPO,"Jun 24, 2010"
Insider Percentage,2.58%
Institution Percentage,104.52%
