,0
Name,SUSTAINABLE DEVELOPMENT ACQUISITION I CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Mar 29, 2021"
Insider Percentage,- -
Institution Percentage,81.53%
