,0
Name,"SUPERIOR INDUSTRIES INTERNATIONAL, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Auto Parts
Country,US
IPO,"Jul 21, 2009"
Insider Percentage,7.13%
Institution Percentage,69.41%
