,0
Name,BROOKFIELD BUSINESS PARTNERS L.P.
Currency,USD
Sector,Industrials
Industry,Conglomerates
Country,BM
IPO,"May 31, 2016"
Insider Percentage,1.90%
Institution Percentage,74.76%
