,0
Name,GROCERY OUTLET HOLDING CORP.
Currency,USD
Sector,Consumer Defensive
Industry,Grocery Stores
Country,US
IPO,"Jun 20, 2019"
Insider Percentage,8.79%
Institution Percentage,103.28%
