,0
Name,CAPITAL SOUTHWEST CORPORATION
Currency,USD
Sector,Financial Services
Industry,Asset Management
Country,US
IPO,"Mar 17, 1980"
Insider Percentage,6.94%
Institution Percentage,25.40%
