,0
Name,"XPONENTIAL FITNESS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Leisure
Country,US
IPO,"Jul 23, 2021"
Insider Percentage,9.92%
Institution Percentage,79.41%
