,0
Name,"WORLD HEALTH ENERGY HOLDINGS, INC."
Currency,USD
Sector,Technology
Industry,Software—Infrastructure
Country,US
IPO,"Dec 15, 2020"
Insider Percentage,9.51%
Institution Percentage,- -
