,0
Name,AMBOW EDUCATION HOLDING LTD.
Currency,USD
Sector,Consumer Defensive
Industry,Education & Training Services
Country,CN
IPO,"Aug 5, 2010"
Insider Percentage,- -
Institution Percentage,1.49%
