,0
Name,BRIGHT SCHOLAR EDUCATION HOLDINGS LIMITED
Currency,USD
Sector,Consumer Defensive
Industry,Education & Training Services
Country,CN
IPO,"May 18, 2017"
Insider Percentage,22.16%
Institution Percentage,48.64%
