,0
Name,"RED ROBIN GOURMET BURGERS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Restaurants
Country,US
IPO,"Jul 19, 2002"
Insider Percentage,3.30%
Institution Percentage,98.74%
