,0
Name,FRESENIUS MEDICAL CARE AG & CO. KGAA
Currency,USD
Sector,Healthcare
Industry,Medical Care Facilities
Country,DE
IPO,"Nov 8, 2006"
Insider Percentage,- -
Institution Percentage,5.69%
