,0
Name,GRANITE REAL ESTATE INVESTMENT TRUST
Currency,USD
Sector,Real Estate
Industry,REIT—Industrial
Country,CA
IPO,"Jan 4, 2013"
Insider Percentage,0.36%
Institution Percentage,74.44%
