,0
Name,"CHINA CARBON GRAPHITE GROUP, INC."
Currency,USD
Sector,Industrials
Industry,Electrical Equipment & Parts
Country,US
IPO,"Feb 16, 2007"
Insider Percentage,15.04%
Institution Percentage,- -
