,0
Name,NXT ENERGY SOLUTIONS INC.
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,CA
IPO,"Jun 14, 2007"
Insider Percentage,43.70%
Institution Percentage,8.76%
