,0
Name,MATADOR RESOURCES COMPANY
Currency,USD
Sector,Energy
Industry,Oil & Gas E&P
Country,US
IPO,"Feb 2, 2012"
Insider Percentage,6.37%
Institution Percentage,91.39%
