,0
Name,INTERNATIONAL PAPER COMPANY
Currency,USD
Sector,Consumer Cyclical
Industry,Packaging & Containers
Country,US
IPO,"Oct 6, 1941"
Insider Percentage,0.32%
Institution Percentage,86.12%
