,0
Name,"KENNEDY-WILSON HOLDINGS, INC."
Currency,USD
Sector,Real Estate
Industry,Real Estate Services
Country,US
IPO,"Nov 15, 2007"
Insider Percentage,15.10%
Institution Percentage,89.19%
