,0
Name,"HUANENG POWER INTERNATIONAL, INC."
Currency,USD
Sector,Utilities
Industry,Utilities—Independent Power Producers
Country,CN
IPO,"Sep 4, 2001"
Insider Percentage,- -
Institution Percentage,1.61%
