,0
Name,"SIFCO INDUSTRIES, INC."
Currency,USD
Sector,Industrials
Industry,Aerospace & Defense
Country,US
IPO,"Mar 17, 1980"
Insider Percentage,58.62%
Institution Percentage,18.32%
