,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends,Tax Rate,Deferred Revenue,Net Interest Income,Free Cash Flow to the Firm,Tangible Assets,Adjusted Operating Income,EBIT,Operating Cash Flow,Common Book Value,Tangible Book Value,Common Tangible Book Value,Free Cash Flow Ratio,"Selling, General and Administrative Exp. Ratio",Research and Development Exp. Ratio,Other Expenses Ratio,Net Interest IncomeRatio,Depreciation and Amortization Ratio,EBIT Margin,Adjusted Operating Margin,Operating Cash Flow Margin,Cost-to-Income Ratio,Operating Expense Ratio,Revenue per share,Operating Income per share,FCF per share,CAPEX per share,Book value per share,Dividends per share,Total Debt,Financial leverage,Cash to Debt Ratio,Cash & Investments,Cash & Investments to Debt Ratio,Net Debt,Net Debt w/Investments,Working Capital,Current Ratio,Quick Ratio,Cash to Current Assets,Cash to Assets,Debt to Equity,Debt to Assets,Interest Coverage,Current Liability Coverage Ratio,Cash Ratio,Net Working Capital to Assets,Long Term Debt Ratio,Total Debt/ Assets,Net Debt/ Assets,Total Debt/ Equity,Total Liabilities/ Equity,Net Debt/ Equity,Equity Ratio,Equity Multiplier,Debt/ Tangible Book Value,Net Debt/ EBITDA,Cash to Debt,Cash Flow Coverage Ratio,Free Cash Flow/ Long Term Debt,Debt Leverage Ratio,Interest Expense to Debt Ratio,Cash Sales,Cash Revenue Adjustment,CFO/ Net Income,Return on Equity,NOPAT,Invested Capital,Return on Invested Capital,Capital Employed,ROCE,CFROI,Asset Turnover Ratio,Inventory Turnover,Receivables Turnover,Cash Turnover Ratio,Gross Profitability Ratio,Tangible Gross Profitability Ratio,Cash Return on Invested Capital,Adjusted Return on Capital Employed,Cash Return on Capital Employed,EBIT Return on Assets,EBIT Return on Tangible Assets,Return on Assets,Return on Tangible Equity,Cash Return on Equity,Return on Retained Earnings,R&D / Assets,R&D / Book,CapEx / Assets,CapEx / Fixed Assets,Retained Earnings / Total Assets,Inventory / Assets,Accounts Receivable / Assets,Plowback Ratio,Dividend & Repurchase / FCF,Dividend & Repurchase / EBITDA
2003,,,,0.4768123790728405,,,,,,,,,,1.2924,,0.1589,,,0.1515,,,0.0798,,,276513829,294134165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.69,9.165,60700.0,0.505,0.505,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,0.5760257969246596,,,,,,,,,,1.2189,,0.4201,,,0.393,,,0.2589,,,307508442,354838339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71,17.439999999999998,11.25,243800.0,0.5655,1.0705,12.3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,0.67647638951097,,,,,,,,,,1.1579,,0.4368,,,0.4342,,,0.2816,,,350574747,374459109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.825000000000003,30.07,19.89,612700.0,0.737,1.8075,21.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,0.493842165498743,,,,,,,,,,0.9537,,0.2676,,,0.2653,,,0.186,,,391316267,391316267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,45.77,30.82,1348700.0,1.91755,3.72505,34.54505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,0.5186786213319166,,,,,,,,,,1.0879,,0.3111,,,0.3016,,,0.1947,,,402417120,416877579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.68,59.29,41.43,2161200.0,1.84559,5.570640000000001,47.00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,0.594057032753735,,,,,,,,,,1.1846,,0.2102,,,0.2102,,,0.1431,,,416578348,432056553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.895,45.9,33.145,2770100.0,0.0,5.570640000000001,38.71564000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,0.6803979165474214,,,,,,,,,,0.895,,0.1436,,,0.1436,,,0.1038,,,461500172,476221172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.285,29.075,21.605,4439000.0,1.132561,6.703201000000001,28.308201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,0.7081680889051047,,,,,,,,,,0.9077,,0.2578,,,0.2836,,,0.2374,,,474199590,474199590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.185,38.36,29.035,2269900.0,1.05349,7.756691000000001,36.791691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,11350746000.0,817000200.0,10533745800.0,0.9280223343910612,11202300.0,7623202500.0,0.0,7634404800.0,8451405000.0,12471400800.0,6194610900.0,268952400.0,9373274100.0,0.8122,2899341000.0,0.2554,10369800.0,2909710800.0,0.2563,665049600.0,2090458800.0,0.1842,4.2174,4.2174,474199587,474199587,13276152900.0,32695586100.0,45971739000.0,5408557200.0,0.0,154468477800.0,205848774000.0,2742017400.0,3445158600.0,326539800.0,3771698400.0,58401150300.0,0.0,0.0,64914866100.0,335678506200.0,270763640100.0,5455034100.0,0.0,536531400.0,,,,54098149500.0,399619800.0,17901000.0,0.0,54515670300.0,299377469700.0,0.0,244861799400.0,246649500.0,2133898200.0,11249333100.0,1021338000.0,9028390500.0,23679609300.0,268541408700.0,2222231400.0,270763640100.0,2090458800.0,268952400.0,0.0,0.0,3242028600.0,0.0,0.0,0.0,8712791100.0,2568668400.0,8170108200.0,-374970600.0,81009000.0,-40674096900.0,39095780400.0,-227057400.0,-1987973100.0,-527881354200.0,0.0,-3388611600.0,-585627300.0,526566319200.0,-5289273900.0,3884400.0,896745600.0,4469153400.0,3572407800.0,7795137600.0,0.0009,34.29,34.495000000000005,27.78,1244350.0,0.461906,9.539597000000002,37.319597,0.22856209627431015,,6276789900.0,3016379952.907691,266991941700.0,2641590900.0,9104321700.0,5745272400.0,23432959800.0,19907910900.0,19661261400.0,0.6867511263136361,0.7236934177773684,0.000986921916850223,0.0,0.5529847906031903,0.0236946893182175,0.8020901621796488,0.23272399012364473,0.5061581326901333,2.633151740343754,0.6725905768660492,23.93664252600878,6.114178669666366,16.43851621490341,-0.7907442568059427,49.93595513190525,-1.2349806200906708,54098149500.0,2.2845879260347424,0.24540863269269497,104372889300.0,1.9293245751409667,8126410500.0,-50274739800.0,,,,0.223327727956252,0.1697854962469165,,,1.4697164756546695,,,,0.20134043950607974,0.19979842744033194,0.030012931193415433,2.2845879260347424,10.340618221264318,0.34318178129737975,0.08745490824120443,11.434464001059341,12.299723493337515,0.8669767269475241,0.8497839468612508,0.023463326717675016,0.1440924998737711,26.123401149658047,0.11450689085030533,11350746000.0,,2.748330844884386,0.08921019016983078,2236661543.2259455,268541408700.0,0.00832892608277267,,,,0.04192123431273075,inf,inf,0.8549725274706651,0.03890384172745504,0.03945342220041992,0.011232457472796787,,,0.03362460962866927,0.034099612303018056,0.008260568303779225,0.10632373770281087,0.24262530378826816,0.18582957597726393,4.137298492464757e-05,0.00047307790673725345,0.001384863196038854,0.1367498980859859,0.04154669030097738,0.0,0.0,1.2801429523509384,0.35958111887595157,0.2990400440759542
2013,11164208400.0,1296891900.0,9867316500.0,0.883834853888969,11459700.0,7482033900.0,0.0,7493493600.0,8790385500.0,11329213500.0,5386643100.0,287757000.0,8088321600.0,0.7118,2373822900.0,0.2126,40098600.0,2413921500.0,0.2162,560308500.0,1712527200.0,0.1534,3.4371,3.4371,498247709,498247709,16043766300.0,30243870900.0,46287637200.0,4380103800.0,0.0,163080390600.0,213748131600.0,2892872700.0,3451626900.0,352113300.0,3803740200.0,59722414200.0,0.0,0.0,66419027100.0,346586185800.0,280167158700.0,4369030200.0,0.0,658478700.0,,,,53940848400.0,505785600.0,13162500.0,0.0,54459796500.0,307753260300.0,0.0,253293463800.0,246649500.0,2133898200.0,12774746700.0,604626300.0,9028485000.0,24788405700.0,278081869500.0,2085289200.0,280167158700.0,1712527200.0,287757000.0,0.0,0.0,-6380578800.0,0.0,0.0,0.0,2462987700.0,3390729300.0,-989565300.0,-403569000.0,346761900.0,-25982671500.0,29159288100.0,-202447800.0,3056328000.0,-29245581000.0,0.0,0.0,-381612600.0,28468933200.0,-1158260400.0,3567600.0,912069900.0,5419058400.0,4506988500.0,-1393134300.0,0.0009,37.745000000000005,36.98,30.165,1230350.0,0.627716,10.167313000000002,40.332313,0.23211546025833898,,5942570400.0,-5529454257.596094,276363418500.0,2097525600.0,7800564600.0,-4279307400.0,24541756200.0,20984665500.0,20738016000.0,-0.1247857662707192,0.7582643062072651,0.00102646776102818,0.0,0.5322876631360626,0.025774957765926334,0.6987118405994642,0.187879473837124,-0.3833059404372996,3.156719736758795,0.6712068900469468,22.406943771817726,4.764342830124282,-2.796067648351194,-0.8099766295162232,49.75116844942683,-0.7659093922697796,53940848400.0,2.176051540095618,0.2974325909935076,106010051400.0,1.9653018916921596,7653211200.0,-52069203000.0,,,,0.21655224236823223,0.16521435779546276,,,1.4481309519095482,,,,0.19438322733006322,0.1925309470613552,0.02731658926589243,2.176051540095618,10.21822326395118,0.30874156622343807,0.08847719987960173,11.3023468346736,12.070407498275348,0.946205106384494,0.8581184496163764,-0.01689466177216058,-0.02582707431053309,31.315948638837508,0.09986203887738629,11164208400.0,,-2.498825945655053,0.06978014067306235,1822821904.994715,278081869500.0,0.0065549829202177275,,,,0.03984838355716958,inf,inf,0.6958595750674827,0.03521939025896257,0.03570413390294635,-0.019884267419297157,,,0.027842537420143382,0.028225749422042267,0.00650619406447482,0.08257912425180886,-0.1726334259568779,0.13405566781218448,4.090308105052e-05,0.0004623008086397424,0.001440457910458154,0.13950458310868638,0.04559687423492438,0.0,0.0,1.2228359351022278,0.27392377030699766,-0.04718069073811308
