,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends,Tax Rate,Deferred Revenue,Net Interest Income,Free Cash Flow to the Firm,Tangible Assets,Adjusted Operating Income,EBIT,Operating Cash Flow,Common Book Value,Tangible Book Value,Common Tangible Book Value,Free Cash Flow Ratio,"Selling, General and Administrative Exp. Ratio",Research and Development Exp. Ratio,Other Expenses Ratio,Net Interest IncomeRatio,Depreciation and Amortization Ratio,EBIT Margin,Adjusted Operating Margin,Operating Cash Flow Margin,Cost-to-Income Ratio,Operating Expense Ratio,Revenue per share,Operating Income per share,FCF per share,CAPEX per share,Book value per share,Dividends per share,Total Debt,Financial leverage,Cash to Debt Ratio,Cash & Investments,Cash & Investments to Debt Ratio,Net Debt,Net Debt w/Investments,Working Capital,Current Ratio,Quick Ratio,Cash to Current Assets,Cash to Assets,Debt to Equity,Debt to Assets,Interest Coverage,Current Liability Coverage Ratio,Cash Ratio,Net Working Capital to Assets,Long Term Debt Ratio,Total Debt/ Assets,Net Debt/ Assets,Total Debt/ Equity,Total Liabilities/ Equity,Net Debt/ Equity,Equity Ratio,Equity Multiplier,Debt/ Tangible Book Value,Net Debt/ EBITDA,Cash to Debt,Cash Flow Coverage Ratio,Free Cash Flow/ Long Term Debt,Debt Leverage Ratio,Interest Expense to Debt Ratio,Cash Sales,Cash Revenue Adjustment,CFO/ Net Income,Return on Equity,NOPAT,Invested Capital,Return on Invested Capital,Capital Employed,ROCE,CFROI,Asset Turnover Ratio,Inventory Turnover,Receivables Turnover,Cash Turnover Ratio,Gross Profitability Ratio,Tangible Gross Profitability Ratio,Cash Return on Invested Capital,Adjusted Return on Capital Employed,Cash Return on Capital Employed,EBIT Return on Assets,EBIT Return on Tangible Assets,Return on Assets,Return on Tangible Equity,Cash Return on Equity,Return on Retained Earnings,R&D / Assets,R&D / Book,CapEx / Assets,CapEx / Fixed Assets,Retained Earnings / Total Assets,Inventory / Assets,Accounts Receivable / Assets,Plowback Ratio,Dividend & Repurchase / FCF,Dividend & Repurchase / EBITDA
1998,,,,0.6515,,,,,,,,,,0.2945,,0.1554,,,0.1569,,,0.1403,,,156610541,156610541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,8.675,3.08,5997625.0,0.08,0.08,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,0.6389,,,,,,,,,,0.2863,,0.1329756787610081,,,0.1666,,,0.1418,,,158918038,158918038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,10.15,3.65,3137500.0,0.2628,0.3428,3.9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,0.6401,,,,,,,,,,0.2459,,0.1248,,,0.0976,,,0.0814,,,159665483,159665483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.035,8.965,3.295,2423750.0,0.1468,0.4896,3.7846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,0.5094,,,,,,,,,,0.2756,,0.1271,,,0.1325,,,0.1117,,,159665483,159665483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.835,8.84,3.4000000000000004,2196250.0,0.3588,0.8484,4.2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,0.5067,,,,,,,,,,0.227,,0.1087,,,0.0853,,,0.0638,,,159665483,159665483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.115,6.035,2.375,1715625.0,0.2556,1.104,3.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,0.5074,,,,,,,,,,0.2798,,0.1194,,,0.1549,,,0.1408,,,159667990,159667990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.605,6.720000000000001,2.855,1743750.0,1.6016,2.7056,5.5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,0.5183,,,,,,,,,,0.2359,,0.1396,,,0.125,,,0.1079,,,159667990,159667990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.835,9.07,4.615,789750.0,0.2616,2.9672,7.5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,0.521,,,,,,,,,,0.2202,,0.1351,,,0.1163,,,0.0979,,,159666987,159666987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,9.895,5.175,2013000.0,0.3316,3.2988,8.4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,0.5238,,,,,,,,,,0.2259,,0.146,,,0.1279,,,0.1023,,,159666987,159666987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.995,5.4350000000000005,1694375.0,0.3896,3.6884,9.1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,0.53,,,,,,,,,,0.243,,0.1614,,,0.1561,,,0.1261,,,159666987,159666987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12,14.28,8.135,1606750.0,0.29,3.9784,12.1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1250863148.8,591582656.0,659280492.8000001,0.5271,0.0,0.0,465575384.0,465575384.0,1057158040.0,913059.2000000001,19638948.8,94583790.4,274067646.40000004,0.215,193705108.8,0.1549,-33860201.6,159844907.20000002,0.1278,22536616.0,132209124.80000001,0.1057,0.9335360000000001,0.9335360000000001,159666987,159666987,58181619.2,0.0,58181619.2,249725296.0,214256004.8,78974382.4,601137302.4,831231926.4000001,100839470.4,50821588.800000004,151661059.20000002,93414305.60000001,0.0,39280577.6,1115587868.8,0.0,1716725171.2,148005907.20000002,140180820.8,40635710.4,0.0,149202547.20000002,437389275.20000005,258783537.60000002,0.0,37088662.4,39390027.2,335262227.2,0.0,0.0,772651502.4000001,0.0,0.0,418698577.6,-826830473.6,1202125168.0,793993272.0,1566644774.4,150080396.8,1716725171.2,132209124.80000001,94583790.4,14070732.8,0.0,-63606044.800000004,0.0,-60563363.2,0.0,0.0,14094787.200000001,191352390.4,-101305308.80000001,-154827753.6,-9103633.6,101305308.80000001,-92852956.8,-256784344.0,-15577115.200000001,0.0,0.0,-83986888.0,51440681.6,-48123321.6,-9961353.6,-123516628.80000001,79846081.60000001,203362710.4,90047081.60000001,0.0016,13.305,13.065,7.66,2084875.0,0.8,4.7784,12.4384,0.1409905163372011,0.0,-18725889.6,73177038.33163187,1565064112.0,564696702.4000001,179483856.00000003,202146238.40000004,793993272.0,642332212.8,642332212.8,0.07198795622557556,0.0,0.0,0.3722032937389226,-0.01497037435147438,0.07561481884787939,0.1434880036015016,0.4514456301168796,0.16160539911494437,2.4035266126135335,0.3722032937389226,7.834200245790321,1.2131819635326369,0.5639680643563469,-0.6344787404299175,4.9728080107129475,-0.52601285699717,398964358.40000004,0.5024782607981596,0.14583162123386306,151595924.8,0.3799736031758771,340782739.20000005,247368433.60000002,163748027.19999993,1.3743759540631735,0.1330202236289309,0.09678590725898031,0.0338910503416984,0.5508727726347787,0.25478118602656863,9.139178365799294,0.6541841389896064,0.1330202236289309,0.09538394959604349,0.19529172917389562,0.23239850215577712,0.19850745181407872,0.5024782607981596,0.9731209692164748,0.4292010413911921,0.4625045903212303,2.162140702874873,1.2028845619183932,1.2434256420862964,0.14583162123386306,0.2616266683907247,0.34796294399215294,2.8191999769003013,0.04922482017882427,1250863148.8,,1.5289885528385256,0.16651164369060298,166394525.4931343,1129255499.2,0.14734887331610375,1279335896.0,0.1402945516976255,0.15800872861617887,0.7286333128823642,2.761101872277607,inf,21.499283897550928,0.3840338010184586,0.4212482336953619,0.06480113524660519,0.4413983099869185,0.05719923794871137,0.10455013942303873,0.11468147191148424,0.09692554654908661,0.2058267079953615,0.25459439711725923,0.31576205860986906,0.0,0.0,0.059010790136657144,0.12187369804086486,0.24389377206331023,0.12480506978891323,0.0,1.6352578774502258,-0.9326997222750636,-0.30644583227245165
