,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends,Tax Rate,Deferred Revenue,Net Interest Income,Free Cash Flow to the Firm,Tangible Assets,Adjusted Operating Income,EBIT,Operating Cash Flow,Common Book Value,Tangible Book Value,Common Tangible Book Value,Free Cash Flow Ratio,"Selling, General and Administrative Exp. Ratio",Research and Development Exp. Ratio,Other Expenses Ratio,Net Interest IncomeRatio,Depreciation and Amortization Ratio,EBIT Margin,Adjusted Operating Margin,Operating Cash Flow Margin,Cost-to-Income Ratio,Operating Expense Ratio,Revenue per share,Operating Income per share,FCF per share,CAPEX per share,Book value per share,Dividends per share,Total Debt,Financial leverage,Cash to Debt Ratio,Cash & Investments,Cash & Investments to Debt Ratio,Net Debt,Net Debt w/Investments,Working Capital,Current Ratio,Quick Ratio,Cash to Current Assets,Cash to Assets,Debt to Equity,Debt to Assets,Interest Coverage,Current Liability Coverage Ratio,Cash Ratio,Net Working Capital to Assets,Long Term Debt Ratio,Total Debt/ Assets,Net Debt/ Assets,Total Debt/ Equity,Total Liabilities/ Equity,Net Debt/ Equity,Equity Ratio,Equity Multiplier,Debt/ Tangible Book Value,Net Debt/ EBITDA,Cash to Debt,Cash Flow Coverage Ratio,Free Cash Flow/ Long Term Debt,Debt Leverage Ratio,Interest Expense to Debt Ratio,Cash Sales,Cash Revenue Adjustment,CFO/ Net Income,Return on Equity,NOPAT,Invested Capital,Return on Invested Capital,Capital Employed,ROCE,CFROI,Asset Turnover Ratio,Inventory Turnover,Receivables Turnover,Cash Turnover Ratio,Gross Profitability Ratio,Tangible Gross Profitability Ratio,Cash Return on Invested Capital,Adjusted Return on Capital Employed,Cash Return on Capital Employed,EBIT Return on Assets,EBIT Return on Tangible Assets,Return on Assets,Return on Tangible Equity,Cash Return on Equity,Return on Retained Earnings,R&D / Assets,R&D / Book,CapEx / Assets,CapEx / Fixed Assets,Retained Earnings / Total Assets,Inventory / Assets,Accounts Receivable / Assets,Plowback Ratio,Dividend & Repurchase / FCF,Dividend & Repurchase / EBITDA
1998,,,,0.8608,,,,,,,,,,0.8044,,0.7158,,,0.5831,,,0.3961,,,165690387,165690387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19,11.0,3.705,1083450.0,1.0,1.0,4.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,0.8643,,,,,,,,,,0.6157,,0.6983,,,0.4938,,,0.3387,,,165014546,165014546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,9.035,3.375,1019500.0,1.0,2.0,5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,0.8221,,,,,,,,,,0.7694,,0.626,,,0.4091,,,0.2632,,,165014605,165014605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.190000000000001,8.13,3.29,485650.0,0.6000000000000001,2.6,5.890000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,0.7726,,,,,,,,,,0.6525,,0.5878,,,0.3142,,,0.1996,,,164917935,164917935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.775,6.635,2.935,464000.0,0.592,3.192,6.127000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,0.5214,,,,,,,,,,0.6726,,0.4558,,,0.1844,,,0.3205,,,165828682,165828682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.0,1.39,1245400.0,0.0,3.192,4.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,336993817.9896,158088914.6824,178904903.30719998,0.5309,0.0,0.0,25083986.589199997,25083986.589199997,183172900.93519998,2934998.4992,85189954.16559999,67087963.705199994,206006888.90759996,0.6113,153820917.0544,0.4565,-100091946.0176,53728971.0368,0.1594,3581997.9647999997,50147972.8528,0.1488,0.306124,0.306124,162950128,165014605,3428998.1988,110437940.4644,113866938.66319999,91280950.82599999,1864998.9087999999,-0.3364,207012888.0616,1463852209.3679998,0.0,3825997.9675999996,3825997.9675999996,0.0,0.0,69622962.4204,1537301169.7559998,0.3364,1744314058.1539998,36783980.271199994,50303972.9704,0.0,-0.3364,33242982.065599997,120330934.9708,872178528.9056,0.3364,0.0,3767997.8979999996,875946527.14,0.0,0.0,996277462.1107999,0.0,657492644.8024,40196978.2768,50346972.963999994,0.0,748036596.0431999,1744314058.1539998,0.0,1744314058.1539998,50147972.8528,67087963.705199994,0.0,0.0,-183823900.8696,0.0,-15999.8568,0.0,0.0,106003942.8924,39415978.5808,-33209982.234799996,0.0,0.0,0.0,0.0,-33209982.234799996,0.0,0.0,0.0,0.0,-120253935.02919999,-120253935.02919999,0.3364,-114047938.3468,113834938.6132,227882876.95999998,6205996.682399999,0.3364,4.805,4.975,2.305,1092750.0,0.0,3.192,5.497,0.06666790552059187,0.0,-82254955.66639999,-73304521.66758421,1740488060.1863997,111816939.602,138918925.20239997,33502981.925199986,748036596.0431999,744210598.0755999,744210598.0755999,0.01841575824572403,0.0,0.0,0.07443456007247622,-0.24408446468575415,0.19907772820708064,0.4122298920233817,0.3318070944715395,0.09941720036607296,0.16307266313026106,0.07443456007247622,2.0680794923315435,0.9439754294295492,0.038085251963717384,-0.203804578998551,4.590586121191632,0.0,922482501.8759999,1.2332050420468006,0.003717141725535869,113866938.66319999,0.12343533718161083,808615563.2127999,808615563.2127999,86681953.0908,1.7203629981918998,0.028496397868362736,0.5500475826863352,0.06527892046212418,0.16086236369624188,0.06898467303425034,1.6306960904375734,0.2784236816021579,0.9462815084984706,0.04969400589624046,0.5021724861101048,0.528851153588855,0.46357223312673085,1.2332050420468006,1.3318565794517143,1.080983961867691,0.42884284085564495,2.3318565794517143,1.3387036743188037,3.9251870046709327,0.12343533718161083,0.03362816403998306,0.00711551187827017,4.836136633069874,0.09234858546623274,336993817.9896,,0.6680824771031468,0.06703946453697822,143565998.68912646,1623983123.1832,0.08840362725427839,1623983123.1832,0.08554209906449174,0.020630129369528273,0.19319560970931984,84.76622368863447,inf,98.27763050663987,0.10256461700282017,0.10279007790954908,-0.04513872134576044,0.06885351085596599,-0.04513872134576044,0.07964100532986433,0.07981607480118093,0.08230513193310025,0.06738411544054061,0.044787891531532974,1.2475557865936229,0.0,0.0,0.019038992479339403,0.02268670431500595,0.023044576226909672,0.0010691875697967602,0.0,1.0,0.0,0.0
2005,350998898.25159997,173764254.2468,177234644.3346,0.5049,0.0,0.0,31230514.5572,31230514.5572,204994768.804,5064731.674199999,61137406.1666,65132250.810399994,202256616.83639997,0.5761,146004129.44759998,0.416,-70017169.5882,75986959.85939999,0.2165,4224605.7502,71702416.587,0.2043,0.42874,0.42874,167093290,167093290,797170.7932,168298938.91779998,169096109.711,66389942.450799994,1953967.3791999999,-998.9641999999999,237439020.9066,1409192187.955,0.0,231759.0348,231759.0348,0.0,0.0,66440889.625,1475864836.6148,0.0,1713303857.5214,42226077.228599995,39326093.720199995,0.0,0.3298,30352427.9936,111904599.27219999,796597396.324,0.0,0.0,5678093.714199999,802275490.0381999,0.0,0.0,914180089.3104,0.0,261910566.11299998,108837789.0722,50914040.1834,377461372.5126,799123768.211,1713303857.5214,0.0,1713303857.5214,71702416.587,65132250.810399994,0.0,0.0,-32346353.9408,0.0,-139854.6582,0.0,-59573033.50619999,88269184.133,192757497.5896,-55405368.3856,-0.3298,0.0,0.0,640334.0734,-54765034.642,0.0,0.0,0.0,0.0,-79594207.7128,-79594207.7128,0.0,58398255.234799996,169096109.711,110697854.4762,137352129.204,0.3298,5.965,6.02,2.79,668850.0,0.0,3.192,5.982,0.05559645705022101,0.3298,-56072674.4924,79613746.2135033,1713072098.4866,112102393.5242,137124366.026,174565420.56699994,799123768.211,798892009.1761999,798892009.1761999,0.3913178357202262,0.0,0.0,0.08897610423498713,-0.15975171082219886,0.18556255058018006,0.3906689357403843,0.31938104103062953,0.49733894162217424,0.21390158398505055,0.08897610423498713,2.1006163577939003,0.8737881063183326,0.8220086468104135,-0.3315834429114419,4.7825006510494825,0.0,835923490.0442,1.0460500904829593,0.0009536408567222451,169096109.711,0.20228658690050563,666827380.3332,666827380.3332,125534421.63440001,2.121798589609766,0.007123664249589408,0.7121664714811823,0.09869592540089632,0.14003412703231322,0.0653150921133686,2.242888186200357,1.5599485785421738,1.5110738147561364,0.07327037821300886,0.4682622329461364,0.48790148132480865,0.3892055559239123,1.0460500904829593,1.1439780991084483,0.8344481879521964,0.46642267494049494,2.1439780991084483,1.1443099678179065,3.296937280784139,0.20228658690050563,0.1909529890316044,0.17242352264497582,4.519902011660049,0.07313756210316248,350998898.25159997,0.0,2.434582108612634,0.08972629702595425,137886817.1356116,1601399258.2491999,0.08610395966235329,1601399258.2491999,0.08562784409923933,0.10900805634058508,0.20486669466756618,88.9289432856055,inf,440.3057679052961,0.10344612460687597,0.10346011968274806,0.049715113706587155,0.07000277597652997,0.049715113706587155,0.08003505357442835,0.08004588140052099,0.08048007160568091,0.08975232667671564,0.2184460374114512,0.6588007455704065,0.0,0.0,0.03233831999056709,0.039317112924109734,0.06352509427583575,0.0011404675070461597,0.0,1.0,0.0,0.0
2006,427506525.9577,203691941.4803,223814584.4774,0.5235,0.0,13275897.388600001,24411748.5038,37687645.892400004,241379587.04580003,9991221.879800001,63228000.62810001,62970634.219500005,250227180.98490003,0.5853,186126938.9119,0.4354,-62098392.77460001,124028546.13730001,0.2901,7146171.951800001,116881372.56390001,0.2734,0.7061040000000001,0.7061040000000001,165178299,165178299,2149058.9064,153984185.8569,156133244.7633,73111068.6236,3145477.2391000004,1001.2947,232390792.24760002,1376986044.4312,0.0,153218.03,153218.03,0.0,0.0,68251150.9316,1445390413.3928,0.0,1677781205.6404002,59348478.5922,32340033.936,0.0,-0.3269,31959492.261200003,123648004.4625,626330538.4077001,-0.3269,0.0,19534806.513600003,645865344.5944,0.0,0.0,769513349.0569,0.0,259374201.2673,221114741.56800002,427777912.45350003,0.0,908266855.2888001,1677780204.3457,1001.2947,1677781205.6404002,116881372.56390001,62970634.219500005,0.0,0.0,-12099222.473100001,0.0,-1210723.5119,0.0,-10418830.616600001,30164937.771500003,197917722.0818,-41586195.1428,0.0,0.0,0.0,0.0,-41586195.1428,0.0,0.0,0.0,0.0,-167656647.59690002,-167656647.59690002,0.0,-11325120.6579,156133244.7633,167458365.4212,156331527.26590002,0.3269,5.24,5.154999999999999,2.385,526150.0,0.0,3.192,5.577,0.057617154875694215,-0.6538,-53236778.74830001,96746544.14246973,1677627987.6104002,147568052.8693,187256546.76540002,229852178.70650002,908266855.2888001,908113637.2588001,908113637.2588001,0.365682200793745,0.05931649816118464,0.0,0.05710263357761103,-0.12452857562592522,0.14729748061373615,0.4380203234229184,0.3451831584061041,0.5376577075439614,0.2024835637050841,0.08815689025558651,2.5881518852406877,1.1268244075567095,0.9464410773832949,-0.25176548853309116,5.4987057064245475,0.0,658670572.3437,0.7251949892350346,0.0032627219077864048,156133244.7633,0.23704299435716752,502537327.58040005,502537327.58040005,108742787.78510001,1.8794544502178323,0.017380457660776623,0.6718564158813501,0.09305935972962862,0.13613620682347133,0.07369733553267706,2.9616079095529524,1.8589234796442642,1.2627235307356062,0.0648134497034096,0.3849520678996262,0.39258430725613536,0.2995249475265067,0.7251949892350346,0.8472326657920586,0.5532925974939481,0.5413499997707505,1.8472337682155304,0.8473756119110004,2.0083242979535694,0.23704299435716752,0.2986981044425054,0.24959908176174295,3.075258834903856,0.09599335887000442,427506525.9577,-0.0,1.9665424324208542,0.12868615857036358,175402834.2460742,1554132199.8832,0.11286223543869467,1554133201.1779,0.1204893805907213,0.14789734788002196,0.25480469355628704,64.75708644408483,inf,198.9273186903184,0.13339914866430463,0.1334113320296949,0.06225116766111704,0.09495199816685986,0.062251127554024406,0.11160963428120248,0.11161982760679066,0.10454452204876373,0.1287078706545075,0.25306679129385856,0.5286005434782609,0.0,0.0,0.024786423285106936,0.030200883524551816,0.13178997405898446,0.0018747839280386911,0.0,1.0,0.0,0.0
2007,399359371.46,202862083.1625,196497288.2975,0.492,0.0,0.0,40847937.735,40847937.735,243710020.8975,10832757.1,49761852.1525,63185746.755,206498680.22,0.5171,155649350.5625,0.3897,-62098269.25,93551081.3125,0.2343,46696505.8575,46854575.455,0.1173,0.28575,0.28575,164735470,165014605,894392.7375,133758737.7525,134653130.49,77100857.355,5249305.2875,0.0,217003293.1325,1324746738.6775,0.0,3240423.0975,3240423.0975,0.0,0.0,43742208.68,1371729370.455,0.0,1588732663.5875,51962818.667500004,5228295.995,0.0,-0.3175,42147508.415,99338622.76,500123620.33750004,0.0,0.0,58730790.59,558854410.9275,0.0,0.0,658193033.6875,0.0,0.0,,930539629.9,,930539629.9,1588732663.5875,0.0,1588732663.5875,46854575.455,63185746.755,0.0,0.0,-9264068.0225,0.0,-2187960.7625,0.0,442194.315,63889055.61,164665309.7975,-64660394.555,0.0,-9016959.6775,0.0,1000.4425,-73676353.79,0.0,0.0,0.0,0.0,-118603082.2625,-118603082.2625,-1000.4425,-27615126.6975,124297583.1925,151912709.89000002,100004915.2425,0.3175,6.93,6.890000000000001,3.1900000000000004,838850.0,0.0,3.192,6.382000000000001,0.4991551695860576,-0.3175,-38929095.0525,75081948.84009747,1585492240.49,133311541.54250002,143312933.465,162874523.43749997,930539629.9,927299206.8025,927299206.8025,0.2504133429419636,0.0,0.0,0.10228365891519174,-0.09747885697581322,0.1582177639252638,0.35885706886273555,0.333813479962001,0.40783949264056163,0.2624356451689644,0.10228365891519174,2.4242464082568254,0.9448441829953197,0.6070636472066399,-0.3925104566430047,5.648690169154221,0.0,505351916.33250004,0.5430740401532468,0.0017698413889293094,134653130.49,0.2664541800241319,370698785.84250003,370698785.84250003,117664670.37249999,2.184480588751218,0.009003474304861602,0.6205119219448074,0.08475505890710475,0.10675377981556292,0.06252695940403499,2.879975870387695,1.639589103535302,1.3554962485771431,0.0740619696877149,0.3517611387592151,0.31808492889632567,0.2333298699892209,0.5430740401532468,0.7073240220389457,0.398369692091821,0.5857119018367498,1.7073240220389458,0.7097957475420171,1.7951629785118441,0.2664541800241319,0.2474570758140693,0.1999603921426734,3.187395837040086,0.09846970110183341,399359371.46,-0.0,3.476171149900348,0.050352047295433515,77956172.58651558,1489394040.8275,0.05234086510995002,1489394040.8275,0.09622230889642612,0.1093562341279462,0.25136977454609066,38.64551060605465,inf,446.51455084070375,0.12368178284557428,0.12393456320970204,0.05041107106778963,0.08950723441087005,0.05041107106778963,0.09020582049429676,0.09039018281206397,0.049068149962048106,0.0505280012225647,0.17503233414680383,,0.0,0.0,0.04069935492418911,0.04880962727981556,,0.0033040834419848838,0.0,1.0,0.0,0.0
2008,410858979.0,219969626.99999997,190889352.0,0.4646,0.0,65989787.99999999,0.0,65989787.99999999,285959415.0,4885312.5,40803288.0,59280335.99999999,192283584.0,0.468,124899563.99999999,0.304,-32699603.999999996,92199960.0,0.2244,41511115.5,50688844.5,0.1234,0.30687,0.30687,165014604,165014604,77753041.5,107381339.99999999,185134381.5,51411436.5,3560849.9999999995,0.0,240106667.99999997,1207725388.5,0.0,2039527.4999999998,2039527.4999999998,669903.0,0.0,6605810.999999999,1217040630.0,0.0,1457147298.0,53693275.49999999,4033313.9999999995,8214562.499999999,0.0,45967968.0,103694557.5,404855617.5,0.0,0.0,59041787.99999999,463897405.49999994,0.0,0.0,567591963.0,0.0,0.0,,-633200769.0,,889554755.9999999,1457146719.0,579.0,1457147298.0,50688844.5,59280335.99999999,41511115.5,0.0,-39641235.0,-4733614.5,1223137.5,4944660.0,-9979065.0,56673388.49999999,168512449.5,-63919283.99999999,0.0,0.0,0.0,8217746.999999999,-55701536.99999999,-55435196.99999999,0.0,0.0,-9264000.0,13659478.499999998,-51039718.5,0.0,61771193.99999999,175057755.0,113286560.99999999,104593165.5,0.2895,3.905,3.635,1.705,496250.0,0.064,3.256,4.961,0.4502292137653856,0.0,-35917975.5,82160709.77528259,1455107770.5,65619228.00000001,133003248.0,103027549.49999997,889554755.9999999,887515228.4999999,887515228.4999999,0.25457193549614504,0.34569653733226563,0.0,0.0,-0.08742166372369825,0.1442839003890919,0.32371994966185225,0.15971228901875845,0.2507613433464721,0.5283428211166534,0.16061420432045612,2.4898340452339602,0.756900062009057,0.6338418719594054,-0.3873553155331633,5.390763813850075,-0.056140485602110705,408888931.5,0.45965571960811374,0.19015687515620608,185804284.5,0.454412604954556,223754550.0,223084647.0,136412110.49999997,2.315518516967489,0.7954771975375853,0.7710505628273515,0.12705261970022197,0.11656905524992776,0.0711627147388088,3.2596208423203543,1.0829068777307813,1.7853818557449364,0.09361586895657818,0.3183599943099232,0.2806091958316214,0.15355657613139945,0.45965571960811374,0.6380629850738497,0.2515354434235637,0.6104768935995377,1.63806363596127,0.639529266398385,1.1636695413374445,0.4527742553970307,0.18151692803303485,0.2583468302746225,2.951848260743881,0.0997906396006222,415592593.5,-inf,2.0325487889154776,0.05698226461958235,68666131.50064053,1353452161.5,0.05073406615608743,1353452740.5,0.09826959155652912,0.07612201476790313,0.28196118509358825,61.774471544715446,-86.79603693963672,5.284153147886825,0.13100209722243195,0.1311857141237086,0.06070455396386213,0.048482836553095,0.0607045279947716,0.09127646064509258,0.09140439677144863,0.04712367211941296,0.057113210987567865,0.11581923294219337,,0.0,0.0,0.04386604160590496,0.052925345950860576,,0.002443713140660128,-0.0032485490701572163,1.1827621065617309,-0.08857175280730939,-0.048178839853536326
