,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2000,9980.0,,,,,,,,372832.0,372832.0,372832.0,,,,-362852,-36.3579,362852,36.3579,-725704.0,-362852.0,-36.3579,,-362852,-36.3579,-0.02,-0.02,15471530,15471530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-362852,,,,,,,,,4702.0,-358150,,,,,,,,,,,357555.0,357555,,357555,,595.0,-358150,3.46875,4.34375,1.25,2.5703,2.5703,796450.0,0,0,2.5703
2001,,,,,,,,,2733844.0,2733844.0,2733844.0,,,191702.0,-2542142,-inf,2733844,inf,-5467688.0,-2733844.0,-inf,1169.0,-2735013,-inf,-0.17,-0.17,16242407,16242407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2735013,191702.0,,,1169.0,,,,1169.0,2369364.0,-172778,-1041.0,,,,,-1041.0,,,,,180375.0,180375,,180375,6556.0,,-173819,0.795,1.105,0.475,0.805,0.805,466300.0,0,0,0.805
2002,,,,,,,,,,,2748110.0,,,891674.0,-1856436,-inf,2748110,inf,-5496220.0,-2748110.0,-inf,1089.0,-2749199,-inf,-0.15,-0.15,18568861,18568861,107489.0,,107489.0,,,,107489.0,23924.0,,,,,,,23924.0,,131413.0,553022.0,,,,441596.0,994618.0,,,,1017208.0,1017208.0,,,2011826.0,,20236.0,-7851545.0,,5950896.0,-1880413.0,131413.0,,131413.0,-2749199,891674.0,,,-888298.0,,,,-887129.0,1948269.0,-797554,-19860.0,,,,,-19860.0,,,,,918347.0,918347,,100933,107489.0,6556.0,-817414,0.435,0.65,0.3,0.45,0.45,260450.0,0,0,0.45
2003,,,,,,,,,,,2475483.0,440.0,,868932.0,-1606551,-inf,2475483,inf,-4950526.0,-2475043.0,-inf,1020.0,-2476063,-inf,-0.09,-0.09,26768958,26768958,926052.0,,926052.0,,,,926052.0,35244.0,,,,,,,35244.0,,961296.0,771483.0,,,,5991.0,777474.0,,,,1017208.0,1017208.0,,,1794682.0,,34128.0,-10327608.0,,9460094.0,-833386.0,961296.0,,961296.0,-2476063,868932.0,,,1035707.0,,,,148578.0,-1024437.0,-1595861,-16525.0,,,,,-16525.0,,2419818.0,,,11131.0,2430949,,818563,926052.0,107489.0,-1612386,0.525,0.69,0.4,0.65,0.65,245600.0,0,0,0.65
2004,,,,,1873464.0,,,3323030.0,,5196494.0,6806560.0,514.0,,945222.0,-4251272,-inf,6806560,inf,-13612606.0,-6806046.0,-inf,-2766.0,-6803280,-inf,-0.19,-0.19,35841225,35841225,84826.0,,84826.0,,,2602.0,87428.0,35596.0,,,,,,,35596.0,,123024.0,64089.0,,,,1048871.0,1112960.0,,,,1017208.0,1017208.0,,,2130168.0,,37784.0,-17130888.0,-14417.0,15100377.0,-2007144.0,123024.0,,123024.0,-6803280,945222.0,,,-1174110.0,,,,-1025532.0,4620704.0,-2411464,-9037.0,,,,,-9037.0,,1466700.0,,,112575.0,1579275,,-841226,84826.0,926052.0,-2420501,1.3250000000000002,1.55,1.16,1.4049999999999998,1.4049999999999998,324000.0,0,0,1.4049999999999998
2005,,,,,1150361.0,,,2980046.0,,4130407.0,4130407.0,,,515735.0,-4631880,-inf,4130407,inf,-7243606.0,-3113199.0,-inf,1987.0,-3115186,-inf,-0.08,-0.08,38248575,38248575,279821.0,,279821.0,,,9009.0,288830.0,295374.0,,,,,,4500.0,299874.0,,588704.0,155456.0,,,,1841423.0,1996879.0,,,,,,,,1996879.0,,31387.0,-20246074.0,-33762.0,18840274.0,-1408175.0,588704.0,,588704.0,-3115186,515735.0,,,-682517.0,,,,-1708049.0,714790.0,-2567178,-279123.0,,,,,-279123.0,,1420859.0,,,1620437.0,3041296,,194995,279821.0,84826.0,-2846301,1.0,1.125,0.8,1.02,1.02,371850.0,0,0,1.02
2006,30000.0,13400.0,16600.0,0.5533,401827.0,,,7412227.0,,7814054.0,7827454.0,15422.0,2398691.0,2439199.0,-5342833,-178.0944,7797454,259.9151,-17978177.0,-10180723.0,-339.3574,800.0,-10181523,-339.3841,-0.28,-0.28,35946022,35946022,244228.0,,244228.0,21314.0,,81232.0,346774.0,,,,,,,326523.0,326523.0,,673297.0,233707.0,177926.0,,,1158358.0,1569991.0,,,,,,,,1569991.0,,40082.0,-30427597.0,-188219.0,29679040.0,-896694.0,673297.0,,673297.0,-10181523,2439199.0,,,484832.0,,-21314.0,,-1223217.0,2059905.0,-5197587,-181106.0,,,,,-181106.0,,3786638.0,,,1556462.0,5343100,,-35593,244228.0,279821.0,-5378693,1.65,2.065,1.33,1.6749999999999998,1.6749999999999998,1280250.0,0,0,1.6749999999999998
2007,39000.0,10720.0,28280.0,0.7251,600816.0,,,3956345.0,,4557161.0,4567881.0,91.0,1736537.0,1740976.0,-2784430,-71.3956,4528881,116.1252,-10790824.0,-6261943.0,-160.5626,800.0,-6262743,-160.5832,-0.16,-0.16,38378845,38378845,47660.0,,47660.0,1380.0,30256.0,20552.0,99848.0,,,,,,,205558.0,205558.0,,305406.0,1040399.0,2081466.0,,,1543327.0,4665192.0,,,,,,,,4665192.0,,46471.0,-36690340.0,-355599.0,32639682.0,-4359786.0,305406.0,,305406.0,-6262743,1740976.0,,,-3342127.0,,-8942.0,,-4565344.0,4691078.0,-3172816,-46415.0,,,,,-46415.0,,,,,3022663.0,3022663,,-196568,47660.0,244228.0,-3219231,0.475,0.605,0.3349999999999999,0.445,0.445,785900.0,0,0,0.445
2008,,,,,652363.0,,,3062537.0,,3714900.0,3714900.0,,1461927.0,37530.0,-3677370,-inf,3714900,inf,-9766824.0,-6051924.0,-inf,800.0,-6052724,-inf,-0.11,-0.11,55130756,55130756,59346.0,,59346.0,80.0,,33195.0,92621.0,,,,,,,143219.0,143219.0,,235840.0,1193970.0,381405.0,,,1194330.0,2769705.0,,,,,,,,2769705.0,,62941.0,-42743064.0,-111193.0,40257451.0,-2533865.0,235840.0,,235840.0,-6052724,37530.0,,645745.0,1888260.0,,30256.0,,-2677084.0,1313989.0,-2167200,-345.0,,,,17477.0,17132.0,-5316.0,,,,2167070.0,2161754,,11686,59346.0,47660.0,-2167545,0.37,0.45,0.27,0.38,0.38,741300.0,0,0,0.38
2009,,,,,428139.0,,,3042465.0,,3470604.0,3470604.0,,1603500.0,33031.0,-3437573,-inf,3470604,inf,-9664754.0,-6194150.0,-inf,800.0,-6194950,-inf,-0.09,-0.09,65733871,65733871,33611.0,,33611.0,,,16453.0,50064.0,,,,,,,111890.0,111890.0,,161954.0,1707365.0,610883.0,,,1748315.0,4066563.0,,,,1706343.0,1706343.0,,,5772906.0,,71289.0,-48938014.0,-144224.0,43399997.0,-5610952.0,161954.0,,161954.0,-6194950,33031.0,,89802.0,-1339415.0,,,385701.0,-4016499.0,5892132.0,-1519400,-1932.0,,,,,-1932.0,-55871.0,,,,1551468.0,1495597,,-25735,33611.0,59346.0,-1521332,0.33,0.42,0.27,0.4,0.4,751700.0,0,0,0.4
2010,,,,,427982.0,,,4293631.0,,4721613.0,4721613.0,,4034558.0,34022.0,-4687591,-inf,4721613,inf,-14215719.0,-9494106.0,-inf,800.0,-9494906,-inf,-0.12,-0.12,81910267,81910267,101645.0,,101645.0,,,29425.0,131070.0,,,,,,,86103.0,86103.0,,217173.0,1413372.0,86947.0,,,5133153.0,6633472.0,,,,,,,,6633472.0,,91453.0,-58432920.0,-178246.0,52103414.0,-6416299.0,217173.0,,217173.0,-9494906,34022.0,,230433.0,-2485903.0,,,-232243.0,-6502402.0,8573374.0,-3142980,-11235.0,,,,,-11235.0,-10786.0,,,,3233035.0,3222249,,68034,101645.0,33611.0,-3154215,0.425,0.5349999999999999,0.31,0.47,0.47,1634800.0,0,0,0.47
2011,,,,,1130283.0,6886681.0,,6886681.0,,8016964.0,8016964.0,,5084253.0,34717.0,-7982247,-inf,-8016964,-inf,-2838783.0,-10855747.0,-inf,800.0,-10856547,-inf,-0.1,-0.1,104103109,104103109,617797.0,,617797.0,,,77907.0,695704.0,,,,,,,85939.0,85939.0,,781643.0,719530.0,169542.0,,,2997853.0,3886925.0,,,,,,,,3886925.0,,114274.0,-69289467.0,-212963.0,66282874.0,-3105282.0,781643.0,,781643.0,-10856547,34717.0,,2240961.0,3311181.0,,,-656470.0,-3191221.0,545736.0,-4723952,-32243.0,,,,,-32243.0,-101223.0,,,,5373570.0,5272347,,516152,617797.0,101645.0,-4756195,0.37,0.425,0.265,0.385,0.385,2602950.0,0,0,0.385
