,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1997,278902500,256227500,22675000,0.0813,,,,,52606000.0,52606000,308833500,,453500.0,9523500,-4535000,-0.0163,-29931000,-0.1073,15419000,-14512000,-0.052,-5442000,-9070000,-0.0325,-7.71,-7.71,1176471,1176471,5895500,,5895500,19500500,5895500,,31291500,361439500,,,,,,48524500.0,409964000,,441255500,63490000,13605000.0,,,-453500,76641500,,,,25396000,25396000,,,102037500,,,-19954000,-141038500.0,500210500.0,339218000,441255500,,441255500,-9070000,9523500,,,29024000,,-1814000,,,-18593500,10884000,-172783500,,-20861000.0,,13151500,-180493000,,121991500.0,,-6802500.0,13151500.0,128340500,,128340500,,47617500,-161899500,0.2205,44.375,47.5,29.61,36.72,23.465,103365.0,0.0,0.0,23.465
1998,757518300,723353400,34164900,0.0451,,,,,90713700.0,90713700,814067100,,,55959750,-36521100,-0.0482,-103672800,-0.1369,11191950,-92480850,-0.1221,40055400,-132536250,-0.175,-35.93,-35.93,3740741,3740741,65384550,,65384550,24151050,37110150,,126645750,693900900,,,,,,13548150.0,707449050,,834094800,134303400,,,,2945250,137248650,,,51836400.0,86590350,138426750,,,275675400,,,-161399700,-1363061700.0,2082880800.0,558419400,834094800,,834094800,-132536250,55959750,,,-72453150,,-19438650,,,65384550,-83645100,-27096300,,-1767150.0,6479550.0,122522400,100138500,,54781650.0,,-2945250.0,-8835750.0,43000650,,43000650,,5890500,-110741400,0.1675,26.25,31.095,21.565,27.97,17.875,601570.0,0.0,0.0,17.875
1999,1070889450,959275620,111613830,0.1042,,,,,163499178.0,163499178,1122774798,,,88084428,44042214,0.0411,-45852168,-0.0428,1809954,-44042214,-0.0411,1809954,-45852168,-0.0428,-7.84,-7.84,5846154,5846154,82654566,,82654566,61538436,43438896,603318.0,188235216,815685936,,,,,,67571616.0,883257552,,1071492768,177978810,10859724.0,,,18702858,207541392,35595762.0,,53695302.0,73604796,162895860,,,370437252,,,-205128120,-293212548.0,1199396184.0,701055516,1071492768,,1071492768,-45852168,88084428,,,-25942674,,-1206636,,,-24132720,-7843134,-113423784,,,,-24736038,-138159822,,94720926.0,,,4223226.0,98944152,,-47058804,71794842.0,118853646,-121266918,0.1663,19.845,24.375,16.25,18.595,11.88,660595.0,0.0,0.0,11.88
2000,2030476724,1931459494,99017230,0.0488,,,,,359667718.0,359667718,2291127212,,,131392678,-740250369,-0.3646,-846539706,-0.4169,-25103341,-871643047,-0.4293,-4839035,-866804012,-0.4269,-83.36,-83.36,10417554,12132837,101450302,,101450302,138502129,82134826,98664807.0,420752064,962710433,,,,,,27834618.0,990545051,,1411297114,457681898,13893588.0,,,216943294,688518780,,,70525208.0,210450583,280975791,,,969494571,,,-1070599227,-837173394.0,2349575165.0,441802544,1411297114,,1411297114,-866804012,131392678,,,114361173,,31019977,,,621944772,894612,-132592271,-202839607.0,-211806055.0,167888762.0,13710599,-365638572,,211690840.0,,,146689180.0,358380019,,-6363941,87556714.0,93920655,-131697660,0.1475,10.785,12.5,9.38,10.47,6.69,1076270.0,0.0,0.0,6.69
2001,2143728498,1916205110,227523388,0.1061,,,,,235455100.0,235455100,2151660210,8277970.0,42452780.0,112469268,-137633330,-0.0642,-289213590,-0.1349,-3341788,-292555378,-0.1365,-57390168,-235165210,-0.1097,-17.48,-17.48,13452857,15695000,113918718,,113918718,125071430,75749868,99802685.0,414542700,843644320,,,,,,147578168.0,991222488,,1405765188,352119720,28127383.0,,,309948778,690195880,58533623.0,,30559238.0,186713318,275806178,,,966002058,,,-1291121745,-1065700060.0,2796584935.0,439763130,1405765188,,1405765188,-235165210,112469268,,,50706593,,6876835,,,6554735,-65434615,-48113688,-2584853.0,-7480773.0,,44779953,-13399360,,196102533.0,,,-91919288.0,104183245,,25349270,113556355.0,88207085,-113548303,0.1242,10.115,13.05,8.57,10.815,6.91,1352105.0,0.0,0.0,6.91
2002,3144930300,2251859850,893070450,0.284,,,,,1863952200.0,1863952200,4115812050,28835100.0,24684750.0,156709350,-808655850,-0.2571,-994200300,-0.3161,4150350,-990049950,-0.3148,-443642400,-546407550,-0.1737,-34.16,-34.16,15997879,16343543,246868200,,246868200,126404550,86494950,89848350.0,549616050,791019450,,,,,600879600.0,144517050.0,1536416100,,2086032150,375187500,170743950.0,,,103479300,649410750,262558800.0,,274709700.0,1015562700,1552831200,,,2202241950,,3638407950.0,-3540165750,-1154821950.0,940369950.0,-116209800,2086032150,,2086032150,-546407550,156709350,-435579750.0,,-34248150,,7224300,,,195366600,-664159500,-84745800,,-20296350.0,114574500.0,20006550,29538900,,529267950.0,,,169988400.0,699256350,38481300.0,103117050,246868200.0,143751150,-748905300,0.0973,33.35,43.7,29.25,36.55,23.36,6732890.0,0.0,0.0,23.36
2003,1990598818,1816062889,174535930,0.0877,,,,,-158091319.0,-158091319,1657971570,,,81055390,478802399,0.2405,372312877,0.187,97477546,469790423,0.236,312612278,85134731,0.0428,4.49,2.99,18956667,18956667,332507488,,332507488,172896708,59221557,121032935.0,685658688,623181143,,,,,189341319.0,211534433.0,1024056894,,1709715583,373982039,171893714.0,,,121676648,667552401,472672159.0,,217455092.0,312844314,1002971565,,,1670523965,,2697238046.0,-2547934152,-392335332.0,282223056.0,39191617,1709715583,,1709715583,85134731,81055390,312619763.0,,-178218564,,726048,,,-479318866,-178727546,-100404192,,-68173653.0,1467066.0,93622755,-73488025,,67567366.0,-1594311.0,,349064374.0,415037428,-8847305.0,153974552,332507488.0,178532936,-279131739,0.1335,26.950000000000003,30.25,22.9,26.5,16.939999999999998,6606395.0,0.0,0.0,16.939999999999998
2004,1949652698,1745025571,204627126,0.105,,,,,407130903.0,407130903,2152156474,6075482.0,48554757.0,184933975,-21313280,-0.0109,-223988888,-0.1149,23399809,-200589079,-0.1029,87327376,-342129388,-0.1755,-15.96,-15.96,21442308,21442308,137790693,,137790693,119754491,101215067,33206495.0,391966746,963135650,,,,,175078194.0,472341071.0,1610554914,,2002521660,375286788,68382920.0,,,84117803,527787511,367382525.0,,272439319.0,314624026,954445870,,,1482233381,656643.0,2974973048.0,-2431137675,-275470923.0,245566053.0,514587146,1996820527,5701134.0,2002521660,-342129388,184933975,41988328.0,,6007976,,30770166,,,-44786731,-153985840,-165185591,-366916125.0,-66449812.0,386622.0,20846879,-577318027,,666860805.0,-6087755.0,,-116888582.0,543884468,52592805.0,-134826595,137790693.0,272617288,-319171432,0.1626,25.6,28.4,22.4,24.7,15.79,7288680.0,0.0,0.0,15.79
2005,1151902259,847400754,304501505,0.2643,,,,,235498806.0,235498806,1082899560,,55698170.0,120139697,-298962938,-0.2595,72001371,0.0625,-258703606,-186702235,-0.1621,27699484,-502500289,-0.4362,-21.28,-21.28,23617500,23617500,241196947,,241196947,49833805,103297932,0.0,394328685,799102854,,,,,,365837977.0,1164940831,,1559269515,177021379,9155590.0,,,142639710,328816679,359381856.0,,95691544.0,154700887,609774287,,,938590966,498671.0,3564975458.0,-3121304989,170658343.0,6649.0,614834131,1553425097,5844418.0,1559269515,-502500289,120139697,,,-32779274,,2938831,,,313324649,-101815218,-154694238,-47180878.0,-7998675.0,,-29295230,-239169021,,421948381.0,-27160920.0,,38763320.0,433550782,10046548.0,102619740,232041357.0,129421617,-256509456,0.15,10.95,13.3,8.6,10.9,6.965,5348685.0,0.02,0.02,6.984999999999999
2006,1753077939,1525436015,227641924,0.1299,,,,,252162046.0,252162046,1777598060,12199314.0,81907641.0,188113858,123286687,0.0703,-24541562,-0.014,6053204,-18488358,-0.0105,23576765,-170311578,-0.0972,-5.72,-5.72,29788750,29788750,392436296,,392436296,77598217,205215768,134206753.0,809457033,1811773293,,,,,,281884922.0,2093658214,,2903115247,301002184,546346335.0,,,287051942,1134400460,359132953.0,,94478581.0,358275356,811886891,,,1946287351,764690.0,,-3590021698,-311086093.0,,736203973,2682491324,220623923.0,2903115247,-170311578,188113858,11963475.0,,-45495510,,-9612231,,,-1579407,-17309162,-292704934,75618598.0,-8168610.0,,8390155,-216864791,,226055370.0,,,150172346.0,376227716,-7503972.0,134549791,392436296.0,257886504,-310014097,0.1395,14.1,16.25,12.5,13.95,8.934999999999999,6714610.0,0.0,0.02,8.954999999999998
