,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1994,3822849500,1907060000,1915789500,0.5011,,,,,1459169500.0,1459169500,3366229500,,,65807000.0,542572000,0.1419,456620000,0.1194,20145000,476765000,0.1247,176604500,300160500,0.0785,1.88,1.88,159642857,159642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300160500.0,65807000.0,,,-69164500.0,,-7386500.0,,,20145000.0,316948000.0,-428417000.0,,,,-8058000.0,-436475000.0,,,,-34246500.0,242411500.0,208165000.0,,208165000.0,,28203000.0,-111469000.0,0.2001,10.52,10.815,9.275,10.46,6.175,6049950.0,0.15,0.15,6.325
1995,6131639000,3398675500,2732963500,0.4457,,,,,2359271000.0,2359271000,5757946500,,,205723500.0,667253000,0.1088,373692500,0.0609,87837000,461529500,0.0753,104017500,357512000,0.0583,2.31,2.31,154666667,154666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357512000.0,205723500.0,,,-63951500.0,,-80902500.0,,,105558500.0,604842500.0,-751237500.0,,,,-442267000.0,-1193504500.0,,,,-36213500.0,641056000.0,604842500.0,,604842500.0,,136378500.0,-146395000.0,0.13,6.5600000000000005,7.145,5.585,6.48,3.865,11156250.0,0.11257,0.2625699999999999,4.12757
1996,7635537750,4220447250,3415090500,0.4473,,,,,2772694500.0,2772694500,6993141750,,,201536000.0,874634750,0.1145,642396000,0.0841,30702750,673098750,0.0882,148003000,525095750,0.0688,3.39,3.39,155116279,155116279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525095750.0,201536000.0,,,209408500.0,,188152750.0,,,380241750.0,1316282000.0,-960445000.0,,,,-450307000.0,-1410752000.0,,,,-51171250.0,525883000.0,474711750.0,,474711750.0,,182642000.0,355837000.0,0.1268,8.145,9.27,7.77,8.565000000000001,5.220000000000001,7987950.0,0.1242,0.3867699999999999,5.606770000000001
1997,9305966600,4618719800,4687246800,0.5037,,,,,3501326600.0,3501326600,8120046400,,,514355600.0,1421330600,0.1527,1185920200,0.1274,-278945200,906975000,0.0975,197519000,709456000,0.0762,4.84,4.84,142643000,142643000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709456000.0,514355600.0,,,-173333000.0,,-127379600.0,,,237022800.0,1287501400.0,-920680400.0,,,,-1082726600.0,-2003407000.0,,,,-108837000.0,395038000.0,286201000.0,,-429704600.0,207193400.0,636898000.0,366821000.0,0.1239,14.23,17.935,13.71,15.16,9.53,7168050.0,0.2655,0.6522699999999999,10.18227
1998,12730706100,6516190800,6214515300,0.4882,,,,,4574587500.0,4574587500,11090778300,,,678522600.0,1711143000,0.1344,1639927800,0.1288,-607307400,1032620400,0.0811,384759900,647860500,0.0509,4.95,4.95,142500000,142500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647860500.0,678522600.0,,,-83084400.0,,63302400.0,,,140452200.0,1383750900.0,-1211647500.0,,,,-76160700.0,-1287808200.0,,,,-166168800.0,24727500.0,-141441300.0,,-44509500.0,188918100.0,233427600.0,172103400.0,0.101,17.28,18.44,15.94,17.0,10.695,4548000.0,0.1272,0.7794699999999999,11.47447
1999,14155018466,6723699755,7431318711,0.525,,,,,5383101401.0,5383101401,12106801156,,,869215018.0,2573163280,0.1818,2048217310,0.1447,-344269048,1703948262,0.1204,730796005,973152257,0.0687,6.62,6.62,142500000,142500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973152257.0,869215018.0,,,637056667.0,,-36581897.0,,,206928477.0,2686352419.0,-739915464.0,,,,-111675536.0,-851591000.0,,,,-174575209.0,-1297110642.0,-1471685851.0,,363075568.0,549381201.0,186305634.0,1946436955.0,0.1052,15.31,17.439999999999998,13.905,15.845,10.08,3769800.0,0.1503,0.92977,11.00977
2000,16634045735,7385163034,9248882701,0.556,,,,,6299804473.0,6299804473,13684967507,,338226358.0,982679088.0,3589820116,0.2158,2949078228,0.1773,-680163558,2268914670,0.1364,973079092,1295835578,0.0779,8.67,8.67,142500000,142500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295835578.0,982679088.0,,,-33465046.0,,-15074692.0,,,263440849.0,2508490469.0,-757850271.0,,,,-139826445.0,-897676716.0,,,,-236626403.0,-31306010.0,-267932413.0,,1342881340.0,1926100362.0,583219022.0,1750640198.0,0.1037,19.035,20.5,17.939999999999998,19.035,12.195,2907300.0,0.1419,1.07167,13.26667
2001,17384450452,8199196750,9185253702,0.5284,,,,,5414877585.0,5414877585,13614074335,,,896398047.0,4531512730,0.2607,3770376117,0.2169,-108030885,3662345232,0.2107,1406493366,2228621316,0.1282,15.59,15.59,142500000,142500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228621316.0,896398047.0,,,73014981.0,,-138026327.0,,,193333265.0,3391367610.0,-699044774.0,,,,-84592967.0,-783637741.0,,,,-299536047.0,208649313.0,-90886735.0,,2516843134.0,4263545566.0,1746702432.0,2692322836.0,0.1093,21.275,22.085,18.775,20.47,13.255,3019900.0,0.1985,1.2701699999999998,14.52517
2002,17503116227,8076124372,9426991854,0.5386,,,,,5016259552.0,5016259552,13092383925,,,1239740213.0,5617579010,0.3209,4410732302,0.252,-32893505,4377838797,0.2501,1830628503,2547210294,0.1455,17.87,17.87,142500000,142500000,6130462108.0,,6130462108.0,755459712.0,741828544.0,309838949.0,7937589313.0,6922867273.0,,256748042.0,256748042.0,,,948031133.0,8127646448.0,,16065235761.0,404155829.0,80654542.0,,,2037537586.0,2522347957.0,3148779103.0,,782161010.0,548602577.0,4479542689.0,,,7001890647.0,,2353838873.0,9162451604.0,-4109018028.0,1656072665.0,9063345115.0,16065235761.0,0.0,16065235761.0,2547210294.0,1239740213.0,,,-201911681.0,,-211698693.0,,,190794798.0,3775833625.0,-860207760.0,,,,-471792190.0,-1331999950.0,,,,-581101277.0,-225340251.0,-806441528.0,,1637381757.0,6130462108.0,4493080351.0,2915625865.0,0.0964,23.075000000000003,24.255000000000003,21.125,22.975,15.07,3681750.0,0.4122,1.6823699999999997,16.75237
2003,35614853905,17922699848,17692154057,0.4968,,,,,11003315739.0,11003315739,28926015587,,1549203714.0,1717113467.0,7243800019,0.2034,6688838318,0.1878,-2711355480,3977482838,0.1117,1652910700,2324572138,0.0653,13.54,13.54,170425000,170425000,2774304855.0,,2774304855.0,1807704612.0,2179659879.0,1286159248.0,8047828594.0,17719773445.0,,33612951870.0,33612951870.0,,,1842262420.0,53174987735.0,,61222816329.0,1357043042.0,3326491177.0,,,4690271201.0,9373805420.0,25957871421.0,,375245421.0,2772480722.0,29105597564.0,,,38479402984.0,,2646940084.0,9420315216.0,-811783949.0,11325012225.0,22580483576.0,61059886560.0,162929769.0,61222816329.0,2324572138.0,1717113467.0,,,-1806551939.0,,-371406908.0,,,272803007.0,2507936673.0,-1549975882.0,-29553338283.0,,,-354307060.0,-31457621225.0,,9788051476.0,,,15527109624.0,25315161100.0,,-3634523452.0,2774304855.0,6408828307.0,957960791.0,0.089,20.875,21.91,19.7,21.22,14.02,2813600.0,0.0,1.6823699999999997,15.702369999999998
