,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2007,4394320,820236,3574083,0.8133,,,,,,,820236,4394320.0,,234,3574317,0.8134,3574083.0,0.8133,,3574083,0.8133,1392107,2181976,0.4965,8.77,8.77,258185,258185,494941,,494941,3298163,,916465846.0,920258951,10943,,,,,319480.0,0.0,330423,,920589374,,,,,33732748,33732748,,,,294861993.0,294861993.0,,,328594742,,116881.0,2181976.0,,589695775.0,591994632,920589374,0.0,920589374,2181976,234,-319480.0,,-2947015,,,,-1063554.0,0,-1084286,-11177.0,,-915165812.0,,638099,-914538890,,957828714.0,,,-41710597.0,916118117,,916118117,494941,,-1095462,0.1369,216.0,216.0,210.48,212.88,190.4881,6598.0,0.0,0.0,190.4881
2008,19909487,5707591,14201897,0.7133,,,,,,,5707591,19909487.0,,2614,3378361,0.1697,14201897.0,0.7133,-10826149.0,3375748,0.1696,1147766,2227982,0.1119,3.28,3.28,666666,666666,697424,,697424,794059,,856269619.0,857761102,7609,,,,,4855432.0,,4863041,,862624143,,,,,31946387,31946387,,,,275442890.0,275442890.0,,,307389277,,109184.0,4266257.0,,550859426.0,555234866,862624143,,862624143,2227982,2614,-4556992.0,,3417975,,,,,-22146790,-21055213,,,,,21401721,21401721,,,,,-111429.0,-111429,,235079,697424,462345.0,-21055213,0.1466,215.64,218.64,212.76,215.64,192.9577,24043.0,0.0,0.0,192.9577
2009,835747000,582530000,253217000,0.303,,10088000.0,6912000.0,17000000.0,,17000000.0,599530000,402000.0,1375000.0,15631000,229154000,0.2742,239375673.0,0.2864,-27227673.0,212148000,0.2538,59287000,152861000,0.1829,586.66,567.0,260283,269267,150121000,,150121000,274724000,114658000.0,145384000.0,684887000,64184000,,165000.0,165000.0,,,,64349000,,749236000,129631000.0,26500000.0,20385000.0,,88008000,244139000,,,,,,,,244139000,,61000.0,,,505036000.0,505097000,749236000,,749236000,152861000,15631000,,14100000.0,-33748000,-74992000.0,16904000.0,31956000.0,,10776000,159620000,-8041000.0,-145384000.0,,,1131000,-152294000,-28100000.0,,,-22455000.0,141655000.0,91100000,89000.0,98515000,150121000,51606000.0,151579000,0.1465,226.44,231.12,223.8,226.32,202.51435,21068.5,0.0,0.0,202.51435
2010,1068551000,729576000,338975000,0.3172,,25524000.0,7176000.0,32700000.0,-3966000.0,28734000.0,758310000,,6170000.0,30863000,341104000,0.3192,,,-6170000.0,304071000,0.2846,78597000,225474000,0.211,407.04,407.04,553840,553840,263495000,,263495000,291883000,177217000.0,,732595000,459161000,3735000.0,31936000.0,35671000.0,,,,494832000,,1227427000,178382000.0,72000000.0,22576000.0,,68684000,319066000,25000000.0,,1122000.0,,26122000.0,,,345188000,,112000.0,882127000.0,,,882239000,1227427000,,1227427000,225474000,30863000,,,-57136000,-12136000.0,-51086000.0,40578000.0,,5040000,204241000,-222246000.0,-36311000.0,,,4469000,-254088000,-62200000.0,,,,225448000.0,163248000,-27000.0,113374000,263495000,150121000.0,-18005000,0.1517,171.6,193.8,136.92000000000002,167.4,149.7919,2410.0,0.0,0.0,149.7919
2011,1491574000,1024336000,467238000,0.3133,,46079000.0,11832000.0,57911000.0,,57911000.0,1082247000,,11067000.0,49079000,460650000,0.3088,,,-8823000.0,400504000,0.2685,106065000,294439000,0.1974,345.84,345.84,851284,851284,42149000,,42149000,499586000,291781000.0,,833516000,843429000,3735000.0,31267000.0,35002000.0,,,,878431000,,1711947000,254009000.0,125000000.0,35090000.0,,78112000,457121000,60000000.0,,1087000.0,,61087000.0,,,518208000,,,1193615000.0,,,1193739000,1711947000,,1711947000,294439000,49079000,,17295000.0,-250347000,-190233000.0,-114564000.0,74301000.0,,13761000,124227000,-441605000.0,,,,8266000,-433339000,-85000000.0,,,,173000000.0,88000000,-234000.0,-221346000,42149000,263495000.0,-317378000,0.1589,119.04,125.4,93.12,112.08,100.2908,29441.0,0.0,0.0,100.2908
2012,1444891000,1063892000,380999000,0.2637,,29974000.0,11378000.0,41352000.0,,41352000.0,1105244000,380000.0,9319000.0,66855000,404937000,0.2803,339647000.0,0.2351,-10884000.0,328763000,0.2275,84932000,243831000,0.1688,286.32,286.32,851284,851284,89448000,,89448000,455885000,290603000.0,4092000.0,840028000,795983000,3735000.0,30598000.0,34333000.0,,1059000.0,,831375000,,1671403000,115123000.0,10000000.0,869000.0,,52038000,177161000,50000000.0,,1052000.0,,51052000.0,,,228213000,,137000.0,991121000.0,-207575000.0,659507000.0,1443190000,1671403000,,1671403000,243831000,66855000,,5651000.0,-94139000,17324000.0,-3059000.0,-137559000.0,,-30997000,191201000,-19520000.0,,,,649000,-18871000,-125000000.0,,,,,-125000000,-31000.0,47299000,89448000,42149000.0,171681000,0.1605,68.4,76.44,61.2,68.03999999999999,60.8832,24035.0,0.0,0.0,60.8832
2013,932894000,878818000,54076000,0.058,,27565000.0,9814000.0,37379000.0,,37379000.0,916197000,467000.0,4201000.0,70222000,70726000,0.0758,16697000.0,0.0179,-20394000.0,-3697000,-0.004,-1665000,-2032000,-0.0022,-2.4,-2.4,851284,851284,28848000,,28848000,504354000,307436000.0,39563000.0,880201000,802578000,3735000.0,29929000.0,33664000.0,,9797000.0,,846039000,,1726240000,152572000.0,99652000.0,1823000.0,,53199000,305423000,,,1245000.0,,1245000.0,,,306668000,,137000.0,962370000.0,-202442000.0,659507000.0,1419572000,1726240000,,1726240000,-2032000,70222000,,2117000.0,-48618000,-35104000.0,-40247000.0,37449000.0,,30426000,52115000,-97068000.0,,,3302000.0,-34898000,-128664000,-10000000.0,,,-11831000.0,37821000.0,15990000,-41000.0,-60600000,28848000,89448000.0,-44953000,0.1652,58.08,72.48,50.16,59.760000000000005,55.99645,49243.0,4.8,4.8,60.79644999999999
2014,1037651000,933220000,104431000,0.1006,,29529000.0,14251000.0,43780000.0,,43780000.0,977000000,,4556000.0,70120000,60786000,0.0586,60651000.0,0.0585,-74541000.0,-13890000,-0.0134,16463000,-30353000,-0.0293,-35.76,-35.76,851284,851284,61155000,,61155000,549925000,330763000.0,31050000.0,972893000,718418000,3735000.0,29259000.0,32994000.0,,7854000.0,1404000.0,760670000,,1733563000,122168000.0,84704000.0,13749000.0,,77663000,284535000,,,1404000.0,,1404000.0,,,285939000,,137000.0,924112000.0,-136132000.0,659507000.0,1447624000,1733563000,,1733563000,-30353000,70120000,,150000.0,-86149000,-58937000.0,-25765000.0,-30404000.0,,68949000,22717000,,,,,12991000,12991000,-73064000.0,,,-1505000.0,71167000.0,-3402000,1000.0,32307000,61155000,28848000.0,22717000,0.1611,32.4,32.4,31.8,32.4,31.6245,55889.0,0.624,5.424,37.0485
2015,1017146000,891720000,125426000,0.1233,,21883000.0,14153000.0,36036000.0,,36036000.0,927756000,707000.0,4043000.0,68645000,-266471000,-0.262,89390000.0,0.0879,-428549000.0,-339159000,-0.3334,23253000,-362412000,-0.3563,-425.76,-425.76,851284,851284,514000,,514000,527205000,306853000.0,43200000.0,877772000,409855000,,15809000.0,15809000.0,,9584000.0,,435248000,,1313020000,110267000.0,40076000.0,7657000.0,,74433000,224776000,,,1404000.0,,1404000.0,,,226180000,,137000.0,554917000.0,-127721000.0,659507000.0,1086840000,1313020000,,1313020000,-362412000,68645000,,,24882000,40022000.0,16242000.0,-11901000.0,,430867000,161982000,-164697000.0,,,,-12045000,-176742000,-94816000.0,,,-1505000.0,48813000.0,-47508000,1627000.0,-60641000,514000,61155000.0,-2715000,0.154,24.36,27.96,20.52,24.48,24.48,19832.0,0.0,5.424,29.904
2016,793745000,823856000,-30111000,-0.0379,,46704000.0,12815000.0,59519000.0,-13442000.0,46077000.0,869933000,1791000.0,84000.0,44952000,-271185000,-0.3417,74397000.0,0.0937,-390618000.0,-316221000,-0.3984,5581000,-321802000,-0.4054,-349.53,-349.53,920665,920665,110000,,110000,566235000,212742000.0,2682000.0,781769000,130542000,,5920000.0,5920000.0,6791000.0,4765000.0,1494000.0,149512000,,931281000,84257000.0,,4666000.0,,74575000,158832000,,,,,,,,158832000,,151000.0,232460000.0,-129354000.0,669192000.0,772449000,931281000,,931281000,-321802000,44952000,,,-58432000,-67578000.0,19034000.0,-26010000.0,,326597000,-8685000,,,,,44463000,44463000,-40076000.0,6185000.0,,,,-33891000,-2291000.0,-404000,110000,514000.0,-8685000,0.1439,9.12,11.4,6.9,8.79,8.79,223352.5,0.0,5.424,14.214
2017,821792000,771438000,50354000,0.0613,,88814000.0,11962000.0,100776000.0,,100776000.0,872214000,32000.0,213000.0,15514000,-62558000,-0.0761,,,-27863000.0,-78285000,-0.0953,9741000,-88026000,-0.1071,-79.08,-79.08,1113161,1113161,2328000,,2328000,534540000,191667000.0,,728535000,61171000,,,,,209000.0,35503000.0,96883000,,825418000,61084000.0,,5590000.0,17200000.0,52398000,130682000,,,,,,,,130682000,,206000.0,144434000.0,-128787000.0,678883000.0,694736000,825418000,,825418000,-88026000,15514000,,294000.0,-45220000,-50384000.0,23808000.0,-23173000.0,,115392000,-2046000,-5618000.0,,,,70000,-5548000,,9537000.0,,,,9537000,275000.0,2218000,2328000,110000.0,-7664000,0.1537,4.92,6.435,4.005,5.04,5.04,258767.0,0.0,5.424,10.464
2018,498189000,499355000,-1166000,-0.0023,,17990000.0,11026000.0,29016000.0,,29016000.0,528371000,36000.0,,11608000,-406857000,-0.8167,,,-388283000.0,-418465000,-0.84,209000,-418674000,-0.8404,-279.54,-279.54,1497677,1497677,9016000,,9016000,228814000,127346000.0,1719000.0,366895000,46000,,,,,,,46000,,366941000,24329000.0,,6038000.0,16200000.0,50394000,90923000,,,,,,,,90923000,,306000.0,-289358000.0,-253399000.0,818469000.0,276018000,366941000,,366941000,-418674000,11608000,,619000.0,-57428000,-23309000.0,8347000.0,-36755000.0,,457641000,-6234000,,,,,-1719000,-1719000,,15262000.0,,,186000.0,15448000,-807000.0,6688000,9016000,2328000.0,-6234000,0.1453,4.695,5.970000000000001,4.095000000000001,4.68,4.68,478015.5,0.0,5.424,10.104
2019,327581000,246255000,81326000,0.2483,,25111000.0,11321000.0,36432000.0,,36432000.0,282687000,73000.0,315000.0,12000,-9118000,-0.0278,,,-54339000.0,-9445000,-0.0288,56000,-9501000,-0.029,-4.68,-4.68,2025220,2025220,8212000,,8212000,180877000,165296000.0,7863000.0,362248000,35000,,,,,,,35000,,362283000,22577000.0,5793000.0,1869000.0,619000.0,60401000,89390000,,,,,,,5793000.0,89390000,,397000.0,-300973000.0,-253517000.0,826986000.0,272893000,362283000,,362283000,-9501000,12000,,627000.0,-11981000,-21570000.0,18817000.0,-1753000.0,619000.0,27130000,6287000,,,,,-1066000,-1066000,-13902000.0,5033000.0,,,2962000.0,-5907000,-118000.0,-804000,8212000,9016000.0,6287000,0.1436,2.64,4.17,2.4,2.625,2.625,938033.0,0.0,5.424,8.049
2020,182989000,208991000,-26002000,-0.1421,,26619000.0,9356000.0,35975000.0,,35975000.0,244966000,49000.0,2748000.0,12000,-190302000,-1.04,,,-131085000.0,-193062000,-1.055,33000,-193095000,-1.0552,-65.67,-65.67,2940265,2940265,12344000,,12344000,102315000,52201000.0,,166860000,58527000,,,,,,-1000.0,58526000,,225386000,6750000.0,13431000.0,2976000.0,,61128000,81309000,46728000.0,,,,46728000.0,,60159000.0,128037000,,591000.0,-494068000.0,-253146000.0,843972000.0,97349000,225386000,,225386000,-193095000,12000,,1135000.0,27852000,-74714000.0,115395000.0,-15826000.0,-619000.0,163783000,-313000,-46000.0,,,,2785000,2739000,-14841000.0,16045000.0,,,131000.0,1335000,371000.0,4132000,12344000,8212000.0,-359000,0.1532,1.965,2.79,1.745,2.07,2.07,4386435.0,0.0,5.424,7.494
