,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2010,251134599,43581301,207553298,0.8265,,48368892,56300710,104669602,-1145699,103523903,147105204,1187697,,2588891.0,110836287,0.4413,104029395,0.4142,4384726,108414120,0.4317,31770840,76476556,0.3045,2.29,1.99,33331836,38060224,883927238,15074135.0,899001372,14033039,,23321744,936356156,9327102,,,,35188948.0,2117112.0,3187398.0,49820560,,986176716,,,41636922,,97709277,97709277,,,,15423488,15423488,,,113132765,,92293.0,95626051.0,7492884.0,769832723.0,873043951,986176716,,986176716,76476556,2588891,-9857055,14725524,61103609,-6879791,,,5445.0,-2893122,142144402,-7688845,,-43492112.0,17354011.0,-6960351.0,-40787297,,,,,697370282.0,697370282.0,4840546,803567933,883927238,80359305,134455557,0.1517,15.73,20.63,15.255,17.855,17.235,11311250.0,0.0,0.0,17.235
2011,453546504,93052134,360494370,0.7948,,85204406,121061758,206266164,-3534263,202731901,295784035,12278495,,6296703.0,205841418,0.4538,157762469,0.3478,41916412,199678881,0.4403,48893579,150651136,0.3322,2.7,2.64,55789906,57042544,860160927,130188401.0,990349328,50076567,,32498660,1072924555,27886143,,,,27195176.0,3381255.0,5835597.0,64298171,,1137222726,11704216.0,,15607421,6167722.0,87688754,105560692,,,,19653076,19653076,39306151.0,,125213767,,87871.0,241265362.0,23337776.0,747317950.0,1012008959,1137222726,,1137222726,150651136,6296703,-10416407,13554922,-26434094,-31937127,,,5359967.0,134160,133786419,-23270093,,-138039774.0,30467191.0,-749587.0,-130842676,,,,,4278168.0,4278168.0,15338989,22560900,860160927,837600027,110516326,0.1589,12.83,14.225,10.715,12.585,12.145,2649050.0,0.0,0.0,12.145
2012,541136876,112173471,428963405,0.7927,,123808292,170644082,294452375,-26808755,267643620,379817091,15303239,,11325939.0,209853591,0.3878,161319785,0.2981,33870689,195190474,0.3607,56049263,142478389,0.2633,2.56,2.56,55502670,56147462,746277994,306070961.0,1052348955,90807394,,40838527,1183994876,27388769,,,,57187682.0,6902293.0,6403579.0,97882323,,1281877199,7665361.0,,24435619,33208052.0,123440475,164313888,,,9062465.0,13026832,22089297,,,186403186,,88259.0,333044468.0,31521003.0,716498612.0,1081152343,1267555528,14321671.0,1281877199,142478389,11325939,-2973311,24958177,14117089,-23460873,,,632233.0,-2941191,186965092,-12276673,-18590357.0,-494563049.0,309680980.0,-487467.0,-215749099,,,-53184984.0,-49041327.0,16139273.0,-86087037.0,6899066,-107971978,746277994,854249972,174688419,0.1605,5.1,5.895,4.695,5.165,5.07,1266850.0,0.14,0.14,5.21
2013,992496613,207085467,785411146,0.7913,,219081270,231521706,450602976,-32262718,418340258,625425725,20014215,,14968320.0,425237254,0.4285,367070888,0.3698,45689010,412759898,0.4159,98559453,311709481,0.3141,5.7,5.58,54960300,56016772,1188493756,170822445.0,1359316201,198539989,,34211255,1592067445,57040876,,,,172235330.0,9058659.0,7393693.0,245728557,,1837796003,15637837.0,,25665516,94121394.0,270902685,380661916,,,10001814.0,21794411,31796225,,,412458141,,87013.0,588562146.0,56245384.0,715175813.0,1360070356,1772528496,65267506.0,1837796003,311709481,14968320,10674307,31791698,197728541,11360526,,,61879341.0,2606940,569479286,-41472228,-44353321.0,-450267457.0,526754364.0,-94994923.0,-103883846,,,-19121221.0,-46503767.0,46818675.0,-18806313.0,17135353,463924480,1188493756,724569276,528007058,0.1652,10.385,13.81,8.33,11.83,11.83,4532450.0,0.14,0.28,12.11
2014,1537548083,741952042,795596041,0.5174,,152669707,148232885,300902591,-61599425,239303166,981255207,39156993,,22553188.0,623868376,0.4058,556292875,0.3618,48778743,605071618,0.3935,152171127,449144061,0.2921,5.83,5.71,54960300,56016772,1749778973,137597017.0,1887375989,303881886,,81343352,2272601228,92131804,,,,283408017.0,14034423.0,11977013.0,401551256,,2674152484,,49987830.0,80900259,97686162.0,544911787,692585779,,,11124988.0,31042005,42166993,,,734752772,,90323.0,1051579601.0,31748289.0,768962560.0,1852380773,2587133546,87018938.0,2674152484,449144061,22553188,-21995072,32868493,128583288,-16727699,,,3599486.0,-21018283,590135675,-59604623,-119303639.0,-393624334.0,475969057.0,4768843.0,-91794697,,,,-1632120.0,61982597.0,60350477.0,-25421026,533270430,1749778973,1216508543,530531052,0.1611,14.925,17.32,13.16,14.845,14.845,7394900.0,0.0,0.28,15.124999999999998
2015,2119927841,1164492379,955435462,0.4507,,170929513,263815409,434744922,-38085408,396659514,1561151893,39698790,16050359.0,34417668.0,716177858,0.3378,558775948,0.2636,76058379,634834327,0.2995,129885747,535824084,0.2528,9.54,9.15,56171042,60291952,2132923674,560073899.0,2692997573,492692852,,76141655,3261832080,196475249,,,,577937788.0,43863568.0,16885730.0,835162335,,4096994415,189287117.0,,103348995,88012977.0,689530287,966830381,518224000.0,,,77943485,596167485,,,1562997866,,98133.0,1597865303.0,-21757099.0,872679392.0,2448885729,4011883595,85110820.0,4096994415,535824084,34417668,-7770022,67672488,193844980,-54277414,,,-29284206.0,-148856850,675132348,-136290010,-82571298.0,-4012716499.0,3520380000.0,-48264399.0,-759462206,-50000000.0,,-44586036.0,,557357686.0,462771650.0,4276967,382718759,2132923674,1750204915,538842338,0.154,23.525,29.485,21.055,25.71,25.71,11347600.0,0.0,0.28,25.99
2016,2513572770,1300403960,1213168810,0.4826,,234488066,322667518,557155584,-11276849,545878735,1846282695,39537775,19288813.0,61320332.0,882434166,0.3511,667290075,0.2655,66255078,733545153,0.2918,157996588,643828433,0.2561,11.44,11.04,56300278,60073525,2982509565,299174435.0,3281684000,1361067313,,89778883,4732530196,243489512,,,,886096838.0,55726799.0,38646355.0,1223959504,,5956489700,687956531.0,,71978728,113479523.0,774275714,1575711768,555440000.0,,4456335.0,429610180,989506515,,,2565218283,,98805.0,2241693736.0,-5433263.0,1095776963.0,3332136241,5897354524,59135176.0,5956489700,643828433,61320332,-12565739,79171317,-146877794,-81785128,,,24826627.0,61371082,686247631,-101369405,-192387183.0,-1344175882.0,1363467753.0,-609330182.0,-883794899,,,-12602156.0,,1007237237.0,994635081.0,52498078,849585891,2982509565,2132923674,584878226,0.1439,24.805,26.865,22.700000000000003,24.735,24.735,5178650.0,0.0,0.28,25.015
2017,2826908000,1407372000,1419536000,0.5022,,248878000,320462000,569340000,73162000,642502000,2049874000,45020000,24128000.0,81964000.0,1068100000,0.3778,777034000,0.2749,91777000,868811000,0.3073,199085000,762923000,0.2699,13.62,13.07,56551274,60467645,1906753000,160345000.0,2067098000,1713314000,,255680000,4036092000,303349000,,,,1956888000.0,72654000.0,125871000.0,2458762000,,6494854000,,491830000.0,75350000,281655000.0,1049842000,1823327000,,,50121000.0,113660000,163781000,,,1987108000,,96000.0,2883169000.0,213424000.0,1332571000.0,4429260000,6416368000,78486000.0,6494854000,762923000,81964000,-16928000,93635000,56107000,21464000,,,108002000.0,-349318000,628383000,-152712000,-297861000.0,-1189092000.0,965903000.0,-160095000.0,-833857000,,,-31288000.0,,-760501000.0,-791789000.0,-79494000,-1076757000,1906753000,2983510000,475671000,0.1537,28.06,30.945,26.255000000000003,28.97,28.97,4794700.0,0.0,0.28,29.25
2018,3289608000,1564192000,1725416000,0.5245,,279387000,412720000,692107000,106785000,798892000,2363084000,69841000,10028000.0,92282000.0,1135927000,0.3453,926524000,0.2817,85073000,1011597000,0.3075,222320000,811297000,0.2466,13.49,12.95,56551274,60467645,2704091000,450477000.0,3154568000,1710194000,,239319000,5104081000,346653000,,,,2400175000.0,113384000.0,49971000.0,2910183000,,8014264000,,,90398000,301955000.0,1289118000,1591073000,145004000.0,,67092000.0,35718000,247814000,,,1838887000,,101000.0,3946107000.0,36195000.0,1855297000.0,5837700000,7676587000,337677000.0,8014264000,811297000,92282000,-40730000,112763000,7258000,-99969000,,,-58330000.0,46516000,1029386000,-128223000,-559356000.0,-241137000.0,383985000.0,149054000.0,-395677000,,,,,109825000.0,109825000.0,56304000,799838000,2706591000,1906753000,901163000,0.1453,48.125,51.565,40.7,47.945,47.945,6919350.0,0.0,0.28,48.225
2019,3391812000,1610770000,1781042000,0.5251,,296492000,331346000,627838000,238238000,866076000,2476846000,89099000,430000.0,105432000.0,1155038000,0.3405,914966000,0.2698,53009000,967975000,0.2854,220025000,829151000,0.2445,13.56,13.42,61160362,61848191,4387345000,671259000.0,5058604000,1601338000,,71282000,6731224000,648506000,,,,2153352000.0,167430000.0,102092000.0,3071380000,,9802604000,,11674000.0,155195000,134200000.0,1359179000,1505053000,362757000.0,,56401000.0,3433000,422591000,,374431000.0,1927644000,,103000.0,4734992000.0,97049000.0,2181323000.0,7013467000,8941111000,861493000.0,9802604000,829151000,105432000,-62364000,94897000,-64529000,47755000,,,-126299000.0,385646000,1288233000,-65333000,124510000.0,-1699608000.0,1555342000.0,-96923000.0,-182012000,,,,,543311000.0,543311000.0,37811000,1687343000,4393934000,2706591000,1222900000,0.1436,40.370000000000005,44.05,33.9,36.81,36.81,6833600.0,0.0,0.28,37.09
