,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2009,75646907,45758804,29888103,0.3951,,5593382,5660198,11253580,,11253580,57012384,15159,113179,321300,19369241,0.256,18634523,0.2463,1929295,20563818,0.2718,3677887,15256875,0.2017,35.55,33.75,427840,450362,2727735,,2727735,54117839,10710018,7670230,75225822,1406876,,,,,,,1406876,,76632698,15790845,6488169,9182676,2361605,14953857,39594476,,,,1434342.0,1434342.0,,,41028818,,300534,18043692,-1006761.0,11426799,28764264,69793082,6839616.0,76632698,15256875,321300,3986259.0,,-27224015,-24093428,-1933901,5707316,-50790.0,1623200,-6036381,-952153,,,,,-952153,,,,,2078848,2078848,,-4909686,2727735,7637421,-6988534,0.1464,6.26,8.035,5.74,6.59,6.59,1504800.0,0,0,6.59
2010,117004132,67593524,49410608,0.4223,,13269162,8198742,21467904,,21467904,89061428,10476,214431,368804,28146651,0.2406,27942704,0.2388,2373492,30316196,0.2591,7504877,20058539,0.1714,26.3,26.15,762417,767293,12142957,,12142957,102276537,13150911,47594000,175164405,1482881,,,,,,,1482881,,176647286,16536796,12368338,20203104,4267711,24390517,57563362,,,,,,,,57563362,,529979,39790003,-76997.0,69257098,109500083,167063445,9583841.0,176647286,20058539,368804,,1623034.0,-76073075,-37863707,-2440893,745951,,121310,-53901388,-260214,,,,,-260214,-1536742.0,59318949.0,,,5880169,63662376,-85552.0,9415222,12142957,2727735,-54161602,0.1475,5.67,6.345000000000001,4.875,5.5,5.5,320000.0,0,0,5.5
2011,63688467,43469506,20218961,0.3175,,32055652,7736091,39791743,,39791743,83261249,1463,564654,361837,-27444738,-0.4309,-19572782,-0.3073,-8450596,-28023378,-0.44,665146,-29036375,-0.4559,-36.75,-36.75,790362,790362,3485944,,3485944,60101245,22576094,14617156,100780439,1132425,,,,,,12971481.0,14103906,,114884345,6320488,7654685,7192123,3203442,9717363,26895978,,,,,,,,26895978,,529979,15553628,-288897.0,65877686,81672396,108568374,6315971.0,114884345,-29036375,361837,-182173.0,1420588.0,11767027,17353318,-23287337,-4747743,-1972221.0,9337464,-6331632,-173089,,,,-2256305.0,-2429394,-8043082.0,,,,8384317,341235,-237222.0,-8657013,3485944,12142957,-6504721,0.1547,2.08,2.83,1.395,1.555,1.555,199700.0,0,0,1.555
2012,75542379,51269950,24272429,0.3213,,22755891,5054219,27810110,,27810110,79080060,335517,962824,197873,-2879488,-0.0381,-3537681,-0.0468,-196851,-3734532,-0.0494,-220050,-3820135,-0.0506,-4.85,-4.85,790362,790362,3533283,,3533283,93271238,24281300,18986287,140072108,1774820,,,,,,10302349.0,12077169,,152149277,17244791,29890372,9681620,4227197,14548700,65911060,,,,,,,,65911060,,529979,11733496,-290496.0,67643791,79616770,145527830,6621447.0,152149277,-3820135,197873,-648668.0,1239788.0,-23066186,-37328104,-1705206,10924303,-3800308.0,4224705,-21872623,-840268,,,,,-840268,-7910000.0,,,,30645687,22735687,24544.0,47340,3533284,3485944,-22712891,0.1574,1.6749999999999998,2.1100000000000003,1.37,1.605,1.605,637400.0,0,0,1.605
2013,76585729,51531759,25053970,0.3271,8513680.0,10978942,6126095,17105037,-2257344.0,23361373,74893132,570442,1557204,618552,2502325,0.0327,-564747,-0.0074,1471159,906412,0.0118,286871,39698,0.0005,0.05,0.05,790362,790362,12350392,,12350392,77258835,13271070,25830063,128710360,1709846,,,,1549450.0,,3502680.0,6761976,,135472336,11378883,16073654,6754428,3852082,15440307,46744926,,,,,,,,46744926,,529979,11773194,-293201.0,69516447,81526419,128271345,7200991.0,135472336,39698,618552,100080.0,1852656.0,22278152,25779694,11010230,-5865908,-375115.0,-131272,24757866,-753583,-1549450.0,-1549450.0,,1711450.0,-2141033,-26358241.0,,,,12561523,-13796718,-3006.0,8817109,12350392,3533283,24004283,0.1629,1.905,2.345,1.76,1.92,1.92,1275300.0,0,0,1.92
2014,93447108,61030247,32416861,0.3469,8094333.0,16198947,5293343,21492290,-1250509.0,28336114,89366361,384182,952574,595647,3316545,0.0355,2830238,0.0303,-41282,2788956,0.0298,961136,807188,0.0086,0.95,0.9,860791,873632,18094586,,18094586,63872627,14336602,37095608,133399423,1321538,,,,,,19809421.0,21130959,,154530382,11413505,15207728,7589846,5221209,18483431,50325873,,,,,,,,50325873,,616865,12580382,-279275.0,83061058,95979030,146304903,8225479.0,154530382,807188,595647,-23054.0,2429028.0,-16319361,-9110532,-1065532,34622,1369127.0,4550508,-7960044,-477957,,,,141716.0,-336241,-29373654.0,12132882.0,,,31212637,13971865,68614.0,5744194,18094586,12350392,-8438001,0.1612,4.385,5.055,3.55,4.359999999999999,4.359999999999999,2271300.0,0,0,4.359999999999999
2015,51512900,41400727,10112173,0.1963,4168813.0,30147141,11312452,41459593,-781457.0,44846949,86247676,293499,1110451,526046,-32371966,-0.6284,-35516233,-0.6895,1507770,-34008463,-0.6602,-2552075,-31456388,-0.6107,-32.25,-32.25,975300,975300,12344929,,12344929,74846278,10845007,26476022,124512236,2666953,,,,,,7169698.0,9836651,,134348887,17155793,23916905,1153216,2815229,8192116,52080043,,,,,,,,52080043,,697217,-18876006,-317551.0,92541687,74045347,126125390,8223497.0,134348887,-31456388,526046,-2643417.0,3123417.0,4540393,1070537,-4209241,5742288,-2405980.0,10807612,-15102337,-2078204,,,,400400.0,-1677804,-16550000.0,2392027.0,,,25250000,11092027,-61543.0,-5749657,12344929,18094586,-17180541,0.1612,1.68,2.13,1.295,1.5699999999999998,1.5699999999999998,907700.0,0,0,1.5699999999999998
2016,42728277,35481394,7246883,0.1696,6856522.0,20195701,5630715,25826416,14185987.0,46868925,82350319,183553,903368,955083,-38478281,-0.9005,-39911129,-0.9341,-425603,-40336732,-0.944,545845,-40882577,-0.9568,-36.15,-36.15,1130629,1130629,1817620,,1817620,58912132,6313070,7279398,74322220,2907762,,,,,,2220332.0,5128094,,79450314,7540430,13471848,755880,607281,8230959,29850518,,,,,,,,29850518,,741467,-63907512,3929889.0,100612455,41376299,71226817,8223497.0,79450314,-40882577,955083,545845.0,5691308.0,14254578,15748813,1191811,-9615363,-2207948.0,19150089,-285674,-181075,,,,60000.0,-121075,-24280765.0,171919.0,,,13925400,-10183446,62886.0,-10527309,1817620,12344929,-466749,0.1504,1.26,1.46,1.1,1.255,1.255,692000.0,0,0,1.255
2017,60054462,44090960,15963502,0.2658,7599340.0,32751142,4458218,37209360,1633495.0,46442195,90533155,73990,548878,856735,-29731634,-0.4951,-30611484,-0.5097,-284417,-30895901,-0.5145,307900,-31445147,-0.5236,-24.5,-24.5,1283461,1283461,3809279,,3809279,45456291,2627974,16493531,68387075,2767970,,,,,,,2767970,,71155045,8352870,10168008,684721,1389825,9535054,29445757,,,,,,,,29445757,,1261288,-95352659,3899773.0,123436043,33244445,62690202,8464843.0,71155045,-31445147,856735,,14944169.0,10944363,-245190,3597832,812440,853044.0,10370953,5671073,-638119,,,,51900.0,-586219,-17280682.0,,,,14203718,-3076964,-16231.0,1991659,3809279,1817620,5032954,0.1474,1.28,1.475,1.095,1.27,1.27,1348200.0,0,0,1.27
2018,84430146,80279961,4150185,0.0492,3215653.0,34687317,8013353,42700670,-1212892.0,44703431,124983392,68028,897521,1119049,-42039521,-0.4979,-40924896,-0.4847,-4434108,-45359004,-0.5372,16230,-44072321,-0.522,-19.2,-19.2,2296692,2296692,45340578,,45340578,32118054,6758841,16617096,100834569,14950893,,1335126.0,1335126.0,,,4686929.0,20972948,,121807517,8754347,9737960,431913,242996,7256618,25991921,8943834.0,,,,8943834.0,,,34935755,,2279510,-139424980,5665022.0,207490280,76009832,110945587,10861930.0,121807517,-44072321,1119049,,15462124.0,1465141,11972175,-4196110,-2706304,-1174585.0,4931437,-21094570,-12022482,-4037736.0,,,32000.0,-16028218,-26649011.0,65004531.0,,,38533318,76888838,1765249.0,41531299,45340578,3809279,-33117052,0.1509,1.275,1.54,1.15,1.24,1.24,2605550.0,0,0,1.24
