,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1997,27800000,,,,,2500000,,2500000,,,,,7000000,4900000,9100000,0.3273,,,,,,,-2800000,-0.1007,-0.35,-0.35,8075864,8075864,2100000,,2100000,3600000,,,,230000000.0,,,,,,,,248500000.0,248500000,,,,,11000000.0,11000000.0,70800000,,,200000.0,71000000,,,81600000,,,-6900000.0,,173800000.0,166900000,248500000,,248500000,-2800000,4900000,,,-10000000,,,,-21000000,11800000.0,3900000,-87600000.0,,,,-87600000,-87600000,-83200000,,,-9900000,177200000,84100000,,400000,2100000,1700000,-83700000,25.44,27.5,25.255,26.755,10.855,1016350.0,0.5275000000000001,0.5275000000000001,11.3825
1998,47000000,,,,,3900000,,3900000,,,,1234000.0,14034000,10300000,43734000,0.9305,,,,,,,19400000,0.4128,1.6,1.58,12098959,12306470,1600000,,1600000,14500000,,,,493700000.0,,,,,,,,530300000.0,530300000,,,,,21000000.0,21000000.0,309800000,,,200000.0,310000000,,,330500000,,100000.0,,,199700000.0,199800000,530300000,,530300000,19400000,10300000,,,-9000000,,,,-30000000,5400000.0,26100000,-240800000.0,,,,-246800000,-246800000,-1300000,,,-19200000,240600000,220100000,,-500000,1600000,2100000,-214700000,31.065,31.91,29.065,30.91,13.285,555550.0,2.0,2.5275,15.8125
1999,66500000,,,,,7000000,,7000000,,,,1500000.0,19700000,18900000,60700000,0.9128,,,,,,,22100000,0.3323,1.48,1.46,13525840,13670568,3400000,,3400000,9400000,,,,598800000.0,,,,,,,,643100000.0,643100000,,,,,30000000.0,30000000.0,350500000,,,500000.0,351000000,,,380500000,,100000.0,,,262500000.0,262600000,643100000,,643100000,22100000,18900000,,,-1000000,,,,-31000000,2300000.0,42300000,-109800000.0,,,,-109800000,-109800000,-5300000,,,-23600000,98300000,69400000,,1800000,3400000,1600000,-67500000,29.28,30.97,27.88,29.31,13.295,682700.0,1.69,4.217499999999999,17.5125
2000,81119000,,,,,8986000,,8986000,,,,3506000.0,25791000,24941000,76741000,0.946,,,,,,,26009000,0.3206,1.55,1.52,14460711,14699478,2776000,,2776000,8835000,,,,705745000.0,,,,,,,,780984000.0,780984000,,3885000.0,,,27115000.0,31000000.0,427371000,,,3629000.0,431000000,,,461832000,,155000.0,,,318997000.0,319152000,780984000,,780984000,26009000,24941000,,,-26000000,,,,-57000000,7981000.0,32931000,-118936000.0,,,,-132480000,-132480000,32974000,,,-28388000,94293000,98879000,,-670000,2776000,3446000,-86005000,33.845,35.095,32.47,34.09,16.19,771100.0,1.29,5.507499999999999,21.6975
2001,98664000,,,,,11694000,,11694000,,,,3268000.0,29126000,31510000,90913000,0.9214,,,,,,,30277000,0.3069,1.67,1.64,15953459,16208178,2376000,,2376000,9123000,,,,861876000.0,,,,,,,,962146000.0,962146000,,,,,57000000.0,57000000.0,573161000,,,-161000.0,573000000,,,629508000,,163000.0,,,332475000.0,332638000,962146000,,962146000,30277000,31510000,,,-1000000,,,,-58000000,-447000.0,60340000,-57390000.0,,,,-192179000,-192179000,-12042000,,,-32763000,176244000,131439000,,-400000,2376000,2776000,2950000,38.585,39.8,36.8,39.375,19.615,862350.0,1.81,7.317499999999999,26.9325
2002,119688000,,,,,13436000,,13436000,,,,1610000.0,24984000,36090000,101106000,0.8447,,,,,,,40032000,0.3345,2.28,2.24,17594228,17859787,3790000,,3790000,2641000,,,,1044808000.0,,,,,,,,1159243000.0,1159243000,,,,,58000000.0,58000000.0,614878000,,,122000.0,615000000,1230390000.0,,673390000,96088000.0,190000.0,,-10256000.0,399831000.0,485853000,1159243000,,1159243000,40032000,36090000,,,2000000,,,,-56000000,-11072000.0,67050000,-213469000.0,,,,-227840000,-227840000,-13427000,,,-41400000,217031000,162204000,,1414000,3790000,2376000,-146419000,42.8,44.055,40.795,42.875,22.505,1253400.0,2.46,9.7775,32.2825
2003,134142000,,,,,14211000,,14211000,,,,,26416000,40744000,126803000,0.9453,,,,,,,59643000,0.4446,3.14,3.1,18993856,19247790,4985000,,4985000,1969000,,,,1135676000.0,,,,,,,,1272577000.0,1272577000,,,,,56000000.0,56000000.0,709007000,,,-7000.0,709000000,1418442000.0,,765442000,96088000.0,193000.0,8635000.0,-7706000.0,409925000.0,507135000,1272577000,,1272577000,59643000,40744000,,,-9000000,,,,-65000000,-16540000.0,74847000,-175320000.0,,,,-139810000,-139810000,-6125000,,,-49325000,121608000,66158000,,1195000,4985000,3790000,-100473000,44.335,46.34,43.595,45.375,24.685,1821700.0,2.2,11.9775,36.6625
2004,154614000,,,,,15105000,,15105000,,,,,28670000,44736000,133601000,0.8641,,,,,,,60195000,0.3893,2.37,2.33,19315364,19658759,3158000,,3158000,2542000,,,,1680102000.0,,,,,,,,1872284000.0,1872284000,,,,,65000000.0,65000000.0,1186946000,,,54000.0,1187000000,,,1251811000,187138000.0,196000.0,5267000.0,6037000.0,421835000.0,620473000,1872284000,,1872284000,60195000,44736000,,,-61000000,,,,-126000000,23821000.0,67752000,-450959000.0,,,,-450688000,-450688000,-10376000,,,-58430000,449915000,381109000,,-1827000,3158000,4985000,-383207000,61.745000000000005,64.875,59.375,62.425,35.114999999999995,2309150.0,2.52,14.4975,49.6125
2005,194968000,,,,,21094000,,21094000,103906000.0,125000000.0,,,49116000,60993000,173542000,0.8901,,,,,,,63433000,0.3254,2.26,2.22,20948915,21316886,3911000,,3911000,4764000,,,,2118156000.0,,,,,,,,2362450000.0,2362450000,,,,,126000000.0,126000000.0,1406666000,,,334000.0,1407000000,,,1512535000,187138000.0,224000.0,,35033000.0,607405000.0,829800000,2342335000,20115000.0,2362450000,63433000,60993000,,,-115000000,,,,-241000000,111252000.0,120678000,-434224000.0,,,,-432900000,-432900000,-476015000,,,-73070000,862060000,312975000,,753000,3911000,3158000,-313546000,73.96000000000001,78.455,71.175,76.95,45.7,2498300.0,2.72,17.217499999999998,62.9175
2006,245450000,,,,,26071000,,26071000,138929000.0,165000000.0,,,71371000,77680000,222467000,0.9064,,,,,,,73416000,0.2991,2.28,2.25,25102200,25524478,2948000,,2948000,6330000,,,,3322582000.0,,,,,,,,3617477000.0,3617477000,,,,,241000000.0,241000000.0,2024866000,,,134000.0,2025000000,,,2208348000,187138000.0,290000.0,,24595000.0,1139629000.0,1351652000,3560000000,57477000.0,3617477000,73416000,77680000,,,-100970000,,,,-341970000,78264000.0,128390000,-978278000.0,,-12906000.0,20594000.0,-978278000,-970590000,-1724916000,,,-87579000,2653732000,841237000,,-963000,2948000,3911000,-849888000,92.2,96.85,88.28999999999999,94.11,57.825,3234650.0,2.86,20.0775,77.9025
