,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2000,1158327509,269922825,888404684,0.767,,,,,501757437.0,501757437,771680261,,,-290302517,82047238,0.0708,386647247,0.3338,-14297493,372349755,0.3215,162912626,209437128,0.1808,7.0,7.0,30000000,30000000,559447051,,559447051,95335835,,18813502.0,673596387,269769088,,2050191263.0,2050191263,,,7266729460.0,9586689811,,10260286198,11443759,,,,64242632,75686391,,,212617552,9609,212627160,,,288313551,,9498723719.0,460623320,-46937669,59563277.0,9971972647,10260286198,,10260286198,209437128,-290302517,173184145.0,,38712767,16738059,,4343056.0,,580624251.0,711655774,-211291575.0,,,,,-211291575,,,,,-295298952.0,-295298952.0,,205065247,559456659,354391412,500364200,0.1037,15.065,15.69,14.065,15.035,7.46,2325350.0,0.0,0.0,7.46
2001,1164254000,288192000,876062000,0.7525,,,,,492115827.0,492115827,780307827,,,302938000,708385000,0.6084,377244000,0.324,34893000,412137000,0.354,152697000,252750000,0.2171,8.4,8.4,20000000,20000000,879836766,,879836766,129353000,,59979235.0,1069169000,7991835000,,2064161000.0,2064161000,,,,10055996000,,11125165000,1281000,,,,79389000,80670000,385000.0,,337648350,35600651,373634000,,,454304000,,9923688000.0,680158000,-72907912,139922912.0,10670861000,11125165000,,11125165000,252750000,302938000,,,94751834,-29788457,,-10690471.0,,-12802834.0,637637000,-343341000.0,,,,,-343341000,,,,,,,,294296000,878778000,584482000,294296000,0.1093,18.025,18.95,16.175,18.0,8.93,1282250.0,0.0,0.0,8.93
2002,1240601000,343922000,896679000,0.7228,,,,,530887040.0,530887040,874809040,,,335100000,706899000,0.5698,355171000,0.2863,27170000,382341000,0.3082,151514000,220285000,0.1776,7.3,7.3,30176027,30176027,500461728,,500461728,166214000,,56071272.0,722747000,8459560000,,,2101127000,,,,10560687000,,11283434000,2488000,,,,120327000,122815000,652000.0,,391552416,-2843416,389361000,,,512176000,,10489386000.0,243191000,-118557120,157238120.0,10771258000,11283434000,,11283434000,220285000,335100000,120869664.0,,-79612104,-29707296,,1140576.0,,-35438560.0,561204000,-265071000.0,,,,,-265071000,,,,-469308000.0,-258874000.0,-728182000.0,,-432049000,496827000,928876000,296133000,0.0964,13.175,15.025,12.27,13.0,6.859999999999999,1544700.0,1.556,1.556,8.416
2003,1466632000,369732000,1096900000,0.7479,,,,,560309186.0,560309186,930041186,,,354625000,862752000,0.5883,501834000,0.3422,24213000,526047000,0.3587,231936000,276191000,0.1883,9.2,9.2,30020761,30020761,711014519,,711014519,170489000,,140272481.0,1021776000,8850040000,,,2110438000,,,,10960478000,,11982254000,10192000,,,,145742000,155934000,608000.0,,478706850,-441850,478873000,,,634807000,,10906498000.0,389278000,-180133118,231804118.0,11347447000,11982254000,,11982254000,276191000,354625000,186909179.0,,-152146894,2337348,,7607618.0,,-9003285.0,656575000,-334468000.0,,,,,-334468000,,,,-155965000.0,27642000.0,-128323000.0,,193784000,710367000,516583000,322107000,0.089,14.19,15.555,13.34,14.665,8.36,1109400.0,0.487,2.043,10.403
2004,1975976000,467345000,1508631000,0.7635,,,,,653297270.0,653297270,1120642270,,,399547000,1190737000,0.6026,837610000,0.4239,-28706000,808904000,0.4094,184198000,606992000,0.3072,20.2,20.2,30049109,30049109,1163835976,,1163835976,212296000,,58945024.0,1435077000,9403198000,,2148296000.0,2148296000,,,67959000.0,11619453000,,13054530000,11000000,,,,180728000,191728000,489000.0,,536248729,-241729,536496000,,,728224000,,11472638000.0,624869000,-1651127081,1879926081.0,12326306000,13054530000,,13054530000,606992000,399547000,132693888.0,,-16370590,-32972826,,49715620.0,,-44298.0,1122818000,-411954000.0,,,,-77626000.0,-489580000,,,,-176721000.0,-40441000.0,-217162000.0,,416076000,1163317000,747241000,710864000,0.0898,21.075,21.965,19.67,21.25,12.44,1308350.0,0.491,2.5340000000000003,14.974000000000002
2005,2063808000,536375000,1527433000,0.7401,,,,,719055186.0,719055186,1255430186,,,434080000,1247252000,0.6043,799389000,0.3873,22747000,822136000,0.3984,249983000,563189000,0.2729,18.8,18.8,29956862,32371539,1538012712,,1538012712,162814000,,157771288.0,1858598000,7873881000,,2098322000.0,2098322000,,,2232621000.0,12204824000,,14063422000,21945000,,,,330918000,352863000,6293000.0,,680501108,-1963108,684831000,,,1037694000,,11854992000.0,563189000,-370945493,978492493.0,13025728000,14063422000,,14063422000,563189000,434080000,214327372.0,,26713039,56719950,,171808685.0,,-36411.0,1238273000,-632205000.0,,,,,-632205000,,,,-192199000.0,-82373000.0,-274572000.0,,331496000,1533583000,1202087000,606068000,0.0941,31.53,33.935,29.425,31.845,18.855,2612650.0,0.562,3.096,21.951
2006,2238961000,620036000,1618925000,0.7231,,,,,789257000.0,789257000,1409293000,,,487788000,1317016000,0.5882,829668000,0.3706,15214000,844882000,0.3774,301113000,528115000,0.2359,17.6,17.6,30000000,30000000,1241678000,,1241678000,399012000,,,1640690000,3149358000,,10151353000.0,10151353000,,,,13300711000,,14941401000,6244000,,31776000.0,,239097000,245341000,,,903448000,7511000,910959000,,,1156300000,,,534251000,135686000,,13785101000,14941401000,,14941401000,528115000,487788000,279434000.0,,-263711000,-66128000,,,,,1031626000,-1088980000.0,,,,,-1088980000,,,,-210663000.0,-86048000.0,-296711000.0,,-354065000,1241678000,1595743000,-57354000,0.0926,34.275000000000006,37.76,33.555,34.75,21.015,2347150.0,0.616,3.712,24.727
2007,2785891000,743642000,2042249000,0.7331,,,,,873688768.0,873688768,1617330768,106482000.0,,540821000,1208710000,0.4339,1166170000,0.4186,12759000,1178929000,0.4232,145528000,522361000,0.1875,17.4,17.4,30020747,30020747,1925697000,,1925697000,279415000,,328498000.0,2533610000,3670223000,,10254806000.0,10254806000,,217442000.0,,14142471000,,16676081000,17073000,,,,299929000,317002000,,,1138475000,715077000,1853552000,,,2170554000,,12799204000.0,1538397000,-811736000,979662000.0,14505527000,16676081000,,16676081000,522361000,540821000,80890000.0,,102365604,-35020000,,68694604.0,,376188396.0,1622626000,,,,,-665160000.0,-665160000,,,,-231249000.0,-88873000.0,-320122000.0,,637344000,1925697000,1288353000,1622626000,0.0916,49.935,52.900000000000006,47.465,50.27,30.745,2765550.0,0.695,4.407,35.152
2008,3168707000,810101000,2358606000,0.7443,,,,,974909000.0,974909000,1785010000,137454000.0,,601513000,2149748000,0.6784,1383697000,0.4367,164538000,1548235000,0.4886,498766000,1049469000,0.3312,35.0,34.98,30000000,30000000,1925697000,,1925697000,607913000,,,2533610000,541604000,,10254806000.0,10254806000,,217442000.0,3128619000.0,14142471000,,16676081000,17073000,,96880000.0,,299929000,317002000,,,1845058000,8494000,1853552000,,,2170554000,,,1538397000,167926000,,14505527000,16676081000,,16676081000,1049469000,601513000,,,-417401000,-81785000,,,,321591000.0,1555172000,-935772000.0,,,,139679000.0,-796093000,,,,-600000000.0,-351264000.0,-951264000.0,,-192185000,1733512000,1925697000,619400000,0.0727,51.275,52.760000000000005,47.09,51.27,31.86,2496100.0,1.909,6.316,38.176
2009,3131184000,788562000,2342622000,0.7482,,,,,1005292000.0,1005292000,1793854000,43841000.0,20156000.0,629507000,1991765000,0.6361,1337330000,0.4271,4772000,1342102000,0.4286,544692000,797410000,0.2547,26.58,26.58,30000376,30000376,961404000,,961404000,375165000,,746594000.0,2083163000,980851000,,9685620000.0,9685620000,,287343000.0,3658731000.0,14612545000,,16695708000,8145000,222517000.0,39610000.0,,168820000,399482000,329836000.0,,2099036000,9659000,2438531000,,,2838013000,,12799204000.0,811974000,-286192000,532709000.0,13857695000,16695708000,,16695708000,797410000,629507000,,,-534956000,-13965000,,,178321000.0,474135000.0,1366096000,-676665000.0,,,302372000.0,-234236000.0,-608529000,,,,-1884000000.0,354325000.0,-1529675000.0,,-772108000,961404000,1733512000,689431000,0.0765,38.475,43.23,34.655,39.845,29.33,2002850.0,4.708,11.024,40.354
