,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2007,1981928000,889885000.0,1092043000.0,0.551,,120633000.0,124656000.0,245289000.0,417553000.0,662842000.0,1552727000.0,13431600.0,74532150.0,174357000.0,496331150,0.2504,429201000.0,0.2166,-181759000.0,247442000.0,0.1248,124984000.0,122458000,0.0618,2.8,2.8,43735000,45322755,3459000.0,97739000.0,101198000.0,371969000.0,23174000.0,,496341000,3092709000.0,,,,390000.0,,258166000,3351265000,,3847606000,316152000.0,29290000.0,144545000.0,,194123000,539565000,949062000.0,,,384398000.0,1333460000,,,1873025000,,,,-2394276000.0,,1974581000,3847606000,,3847606000,122458000.0,174357000.0,,,58366000.0,-36853000.0,-18377000.0,52734150.0,17748000.0,72001000.0,427182000.0,-336851000.0,,,,,-336851000.0,-203579000.0,,,,181773000.0,-21806000.0,,68525000.0,101198000.0,32673000.0,90331000.0,0.3175,21.0,23.0,19.51,22.0,22.0,3568600.0,0,0,22.0
2008,2000198000,934660000.0,1065538000.0,0.5327,,136113000.0,124378000.0,260491000.0,502132000.0,762623000.0,1697283000.0,9772000.0,197105000.0,170263000.0,551657000,0.2758,302915000.0,0.1514,-118626000.0,184289000.0,0.0921,61174000.0,123115000,0.0616,2.74,2.74,44852130,45322755,6061000.0,121019000.0,127080000.0,488823000.0,16705000.0,,632608000,3256258000.0,,,,67609000.0,,178155000,3502022000,,4134630000,339261000.0,27245000.0,205808000.0,,302572000,669078000,953302000.0,,,,953302000,2327288000.0,,2043064000,,1883185000.0,170305000.0,-2561853000.0,2599929000.0,2091566000,4134630000,,4134630000,123115000.0,170263000.0,61174000.0,,259865000.0,88175000.0,7384000.0,27797000.0,78077000.0,-66874000.0,547543000.0,-325380000.0,,,,,-325380000.0,-122939000.0,,-6130000.0,,-67893000.0,-196962000.0,,25201000.0,126399000.0,101198000.0,222163000.0,0.2895,14.93,15.595,10.43,12.3,12.3,1701300.0,0,0,12.3
2009,2077860000,1003362000.0,1074498000.0,0.5171,,552717000.0,137388000.0,690105000.0,194001000.0,884106000.0,1887468000.0,16204000.0,87739000.0,175419000.0,433112000,0.2084,190392000.0,0.0916,-20438000.0,169954000.0,0.0818,79311000.0,90643000,0.0436,2.0,2.0,44852130,44852130,8685000.0,219687000.0,228372000.0,404016000.0,14854000.0,46318000.0,693560000,3482386000.0,,,,408000.0,87075000.0,107312000,3677181000,,4370741000,347782000.0,82988000.0,140301000.0,,329503000,760273000,707499000.0,,,720760000.0,1428259000,,,2188532000,,1883185000.0,260948000.0,-2731509000.0,2769585000.0,2182209000,4370741000,,4370741000,90643000.0,175419000.0,79311000.0,,284736000.0,48070000.0,-3889000.0,15221000.0,182203000.0,37868000.0,667977000.0,-404165000.0,,,,,-404165000.0,-175453000.0,,,,13614000.0,-161839000.0,,101973000.0,228372000.0,126399000.0,263812000.0,0.2631,5.17,6.005,4.965,5.69,5.69,516600.0,0,0,5.69
2010,2173644000,1069747000.0,1103897000.0,0.5079,,815186000.0,194236000.0,1009422000.0,,1009422000.0,2079169000.0,62963000.0,12484000.0,178380000.0,115697000,0.0532,94475000.0,0.0435,-169642000.0,-75167000.0,-0.0346,-1136000.0,-74031000,-0.0341,-1.63,-1.63,45322755,45322755,8611000.0,668232000.0,676843000.0,464554000.0,12407000.0,,1153804000,3689482000.0,,,,415000.0,,188029000,3877926000,,5031730000,378505000.0,54108000.0,111080000.0,,353886000,786499000,1035113000.0,,,1101940000.0,2137053000,,,2923552000,,1883185000.0,186917000.0,-2907241000.0,2945317000.0,2108178000,5031730000,,5031730000,-74031000.0,178380000.0,-1136000.0,,417802000.0,245000.0,-2218000.0,34853000.0,324431000.0,5913000.0,526928000.0,-388770000.0,,,,7435000.0,-381335000.0,,,,,302878000.0,302878000.0,,448471000.0,676843000.0,228372000.0,138158000.0,0.2519,7.43,8.030000000000001,6.51,7.385,7.385,571450.0,0,0,7.385
2011,3565048000,1593937000.0,1971111000.0,0.5529,,1512163000.0,429930000.0,1942093000.0,,1942093000.0,3536030000.0,24417000.0,190961000.0,239893000.0,17905000,0.005,29018000.0,0.0081,-423727000.0,-394709000.0,-0.1107,22448000.0,-435397000,-0.1221,-9.7,-9.7,44852130,44852130,23445000.0,109546000.0,132991000.0,776649000.0,22863000.0,219517000.0,1152020000,4738259000.0,-289557000.0,,-289557000.0,419000.0,,143291000,4592412000,,5744432000,658328000.0,59025000.0,168993000.0,23914000.0,587315000,1328582000,1189882000.0,,,1854581000.0,3044463000,,,4373045000,,897043000.0,-670751000.0,64008000.0,1024218000.0,1314518000,5687563000,56869000.0,5744432000,-435397000.0,239893000.0,,,328644000.0,-157199000.0,-15151000.0,283183000.0,692931000.0,378611000.0,511751000.0,-653360000.0,-448557000.0,-567600000.0,126701000.0,567600000.0,-975216000.0,,,,-37950000.0,-42437000.0,-80387000.0,,-543852000.0,132991000.0,676843000.0,-141609000.0,0.23234,9.925,10.364999999999998,8.375,9.205,9.205,213450.0,0,0,9.205
2012,3842871000,3749907000.0,92964000.0,0.0242,,306530000.0,430403000.0,736933000.0,16971000.0,753904000.0,4503811000.0,56879000.0,237178000.0,222762000.0,-656309000,-0.1708,-713291000.0,-0.1856,-377537000.0,-1090828000.0,-0.2839,-99779000.0,-1016470000,-0.2645,-22.8,-22.8,44852150,44852150,71108000.0,3415000.0,74523000.0,966702000.0,85002000.0,366123000.0,1492350000,4344599000.0,,845848000.0,845848000.0,422000.0,,118221000,5309090000,,6801440000,1188532000.0,103143000.0,255564000.0,7377000.0,912591000,2211643000,1350700000.0,264427000.0,230411000.0,2254971000.0,4100509000,,,6312152000,,1294759000.0,-899789000.0,,23211000.0,418181000,6730333000,71107000.0,6801440000,-1016470000.0,222762000.0,-100200000.0,,498004000.0,-341952000.0,-39677000.0,545572000.0,68462000.0,1031019000.0,635115000.0,-634732000.0,-96229000.0,,37770000.0,42043000.0,-565462000.0,-210263000.0,,,-5588000.0,50021000.0,-165830000.0,36776000.0,-59401000.0,71108000.0,130509000.0,383000.0,0.20338,2.435,2.7,1.99,2.33,2.33,64900.0,0,0,2.33
2013,3440691000,4105580000.0,-664889000.0,-0.1932,,324658000.0,550554000.0,875212000.0,16607000.0,891819000.0,4997399000.0,241685000.0,494541000.0,212148000.0,1434312000,0.4169,1314647000.0,0.3821,-490896000.0,823751000.0,0.2394,-44116000.0,771739000,0.2243,17.8,17.8,43207600,43207600,243473000.0,216434000.0,459907000.0,1292182000.0,83853000.0,33025000.0,1868967000,5189307000.0,,,,427000.0,,199395000,5389129000,,7258096000,2481308000.0,40583000.0,218301000.0,,761170000,3283061000,1309949000.0,33666000.0,73427000.0,1381691000.0,2798733000,,,6081794000,,1294759000.0,-113391000.0,-28277000.0,23211000.0,1176302000,7258096000,,7258096000,771739000.0,212148000.0,-44116000.0,22540000.0,1288157000.0,-48471000.0,-42692000.0,1212727000.0,-33903000.0,-666259000.0,1584209000.0,-1039919000.0,-119255000.0,-97399000.0,,,-1256573000.0,-202511000.0,,,,25388000.0,-177123000.0,10698000.0,161211000.0,243473000.0,82262000.0,544290000.0,0.1534,2.37,2.85,2.025,2.4850000000000003,2.4850000000000003,170500.0,0,0,2.4850000000000003
2014,3598376000,4703150000.0,-1104774000.0,-0.307,,475379000.0,660855000.0,1136234000.0,210061000.0,1346295000.0,6049445000.0,195707000.0,576504000.0,237639000.0,-119929000,-0.0333,-253018000.0,-0.0703,-681054000.0,-934072000.0,-0.2596,-154356000.0,-779716000,-0.2167,-17.4,-17.4,44852150,44852150,179080000.0,254447000.0,433527000.0,1090560000.0,73970000.0,42696000.0,1640753000,6652482000.0,,,,432000.0,87167000.0,249235000,6989316000,,8630069000,3299891000.0,33961000.0,160483000.0,11414000.0,988107000,4333373000,1598442000.0,109089000.0,,2204164000.0,3911695000,,,8245068000,,1294759000.0,-893107000.0,-39862000.0,23211000.0,385001000,8630069000,,8630069000,-779716000.0,237639000.0,-154356000.0,51425000.0,3146349000.0,-55276000.0,9883000.0,2927145000.0,32128000.0,-953351000.0,1547990000.0,-1400140000.0,2976000.0,-64625000.0,,,-1461789000.0,-424000.0,,,,-155251000.0,-155675000.0,5081000.0,-64393000.0,179080000.0,243473000.0,147850000.0,0.11681,10.295,12.685,8.98,10.055,10.055,2323650.0,0,0,10.055
2015,3802162000,5175645000.0,-1373483000.0,-0.3612,,680919000.0,838053000.0,1518972000.0,200708000.0,1719680000.0,6895325000.0,96225000.0,429899000.0,281407000.0,2037479000,0.5359,2241687000.0,0.5896,-915514000.0,1326173000.0,0.3488,183730000.0,1142443000,0.3005,25.4,25.4,44852150,44852150,128952000.0,1560434000.0,1689386000.0,1993705000.0,120512000.0,63712000.0,3867315000,8885789000.0,,,,24000000.0,50048000.0,153777000,9113614000,,12980929000,4475427000.0,48798000.0,169747000.0,32226000.0,1121870000,5678321000,2460975000.0,153816000.0,,3162764000.0,5777555000,,,11455876000,,1294759000.0,249336000.0,-42253000.0,23211000.0,1525053000,12980929000,,12980929000,1142443000.0,281407000.0,183730000.0,89254000.0,1329285000.0,-40557000.0,-60898000.0,1850390000.0,-8237000.0,190892000.0,3217011000.0,-2095532000.0,4272000.0,-1012037000.0,,,-3103297000.0,,,,,-172923000.0,-172923000.0,9081000.0,-50128000.0,128952000.0,179080000.0,1121479000.0,0.07726,13.29,16.134999999999998,12.42,13.78,13.78,1451200.0,0,0,13.78
2016,13079609000,12207547000.0,872062000.0,0.0667,,1120412000.0,1626461000.0,2746873000.0,200958000.0,2947831000.0,15155378000.0,196754000.0,1441665000.0,351582000.0,-138463000,-0.0106,-656116000.0,-0.0502,-1275594000.0,-1931710000.0,-0.1477,-743062000.0,-1188648000,-0.0909,-26.6,-26.6,44852150,44852150,258562000.0,1995426000.0,2253988000.0,4050586000.0,230291000.0,87301000.0,6622166000,11196990000.0,,,,44864000.0,1019018000.0,50492000,12311364000,,18933530000,6821061000.0,53684000.0,155205000.0,14339000.0,2674346000,9563430000,2769599000.0,199990000.0,,6038679000.0,9008268000,,,18571698000,,1294759000.0,-1188648000.0,56449000.0,199272000.0,361832000,18933530000,,18933530000,-1188648000.0,351582000.0,-743062000.0,20346000.0,4323941000.0,-2973819000.0,-152943000.0,2780940000.0,-35711000.0,167156000.0,2931315000.0,-2474600000.0,11975000.0,,89120000.0,,-2373505000.0,-226712000.0,,,,-265950000.0,-492662000.0,64462000.0,129610000.0,258562000.0,128952000.0,456715000.0,0.06296,17.41,18.295,15.265,17.65,17.65,967700.0,0,0,17.65
