,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2004,36642693,9140021,27502672,0.7506,9029359,,,26324592,,35353951,44493972,81258.0,,3527866,33086565,0.903,-9764533,-0.2665,15876051,6111518,0.1668,5074489.0,24484210,0.6682,35.11,26.11,342535,484270,793563459,,793563459,30017226,,31619975,855200660,8083895,,33300630.0,33300630.0,,3150631.0,127064064.0,171599220,,1026799880,2272650,,,2222725.0,144799305,149294680,,,,,,,,149294680,,2002178,7328365,39561.0,855967614,865337718,1014632398,12167481.0,1026799880,24484210,3527866,4480963.0,,16931093,,,,,-14340546,35083586,-20369282,,,,-105915709.0,-126284991,,813208577.0,,,8653771.0,821862348,124396,730785339,793563459,62778120,14714304,0.1208,571.5,757.5,524.7,708.6,659.4409,459121.0,0.0,0.0,659.4409
2005,465216828,240514046,224702782,0.483,40658897,,,124306840,,164965737,405479782,10025705.0,,73285404,145955050,0.3137,59737046,0.1284,24498769,84235815,0.1811,168324.0,72501322,0.1558,90.04,87.64,806403,826832,488444320,,488444320,10598196,,112197446,611239962,231531316,30212103.0,289153420.0,319365522.0,,2105327.0,49988763.0,602990928,,1214230890,15955198,,,76546226.0,179359665,271861089,,,,,,,,271861089,,2004852,79831220,-32359.0,860566088,942369801,1214230890,,1214230890,72501322,73285404,-437931.0,,-25499786,,,,-2819024.0,29111023,148960031,-254391084,-209943496.0,,22202125.0,-41716881.0,-483849336,,3833209.0,,,35656718.0,39489927,-9886009,-305285387,488444320,793729707,-105431053,0.1239,573.75,663.0,523.2,562.6500000000001,523.6161500000001,109485.5,0.0,0.0,523.6161500000001
2006,984992076,523588526,461403549,0.4684,30755601,,,160721462,,191477063,715065589,9128549.0,,166304643,475849908,0.4831,269926486,0.274,37521235,307447721,0.3121,-2667501.0,312212766,0.317,383.03,381.23,815216,818864,937052671,,937052671,10165881,,138955279,1086173831,227319597,30174212.0,244064697.0,274238909.0,,5386560.0,30092135.0,537037202,,1623211033,12682244,,,111208405.0,164292101,288182750,,,,,,,,288182750,,2039943,371270134,20727876.0,940990331,1335028284,1623211033,,1623211033,312212766,166304643,-3283878.0,,103290278,,,,-6112219.0,19880436,598404244,-124667077,-79958076.0,-7971704.0,7894298.0,48415.0,-204654144,,57991029.0,,,,57991029,-2520214,449220915,937052671,487831757,473737167,0.1281,723.45,826.35,647.55,766.05,712.9052999999999,199330.0,0.0,0.0,712.9052999999999
2007,1281445212,701052573,580392638,0.4529,41489611,,,283968308,18731292.0,344189210,1045241783,50728477.0,,212268977,462788959,0.3611,236203428,0.1843,20631679,256835107,0.2004,9281952.0,241238031,0.1883,263.74,261.64,913541,921353,2218464507,,2218464507,26692565,,173071108,2418228180,344888255,30243141.0,361502418.0,391745559.0,,29398710.0,66504301.0,832536825,1665073650.0,3250765005,49016378,,,167155914.0,224470710,440643003,,,,,,,,440643003,,2353843,551626234,34437959.0,2221703966,2810122002,3250765005,,3250765005,241238031,212268977,-29125537.0,,70146227,,,,-454865.0,122954431,617482129,-490989702,,-10014366.0,38746685.0,8430.0,-462248953,,1283814490.0,-107481578.0,,,1176332912,-52294781,1279271308,2218464507,939193199,126492428,0.1369,1057.8,1183.65,963.0,1051.0500000000002,978.13345,269143.0,0.0,0.0,978.13345
2008,1711490694,997948540,713542154,0.4169,73819607,319298044.0,103725123.0,423023167,,496842774,1494791314,56690807.0,,307496208,452260777,0.2642,134549625,0.0786,9560210,144109835,0.0842,47928533.0,96836036,0.0566,377.7,377.1,922155,923472,2152585574,68039221.0,2220624795,8960792,,264399657,2493985244,200034094,30199751.0,217928556.0,248128307.0,320860929.0,,,769023330,,3263008574,29758563,,99473495.0,201645952.0,312362021,543766536,,,,,,,,543766536,,2190645,549964327,13643131.0,2153443935,2719242038,3263008574,,3263008574,96836036,307496208,34474878.0,52049596.0,-19135553,-6999641.0,,-14360918.0,,220912931,692634096,-121168262,,-1094528389.0,728000000.0,-24468790.0,-487512541,,,,,-235734143.0,-235734143,-32083695,-62696283,2152585574,2215281857,571465834,0.1466,624.9,675.9,501.4500000000001,582.0,541.62375,126866.0,0.0,0.0,541.62375
2009,760515853,712472751,48043102,0.0632,114443552,225051424.0,112517602.0,337569026,,452012578,1164485329,,,174431163,-236257110,-0.3107,-482841119,-0.6349,92341404,-390499715,-0.5135,-5535866.0,-405152407,-0.5327,-478.2,-478.2,847153,847153,1675081345,,1675081345,2030638,,125684971,1802796954,75977200,,131506133.0,131506133.0,309410035.0,5267185.0,,522160553,,2324957507,35013675,,6300465.0,10933464.0,265560767,311507906,,,,,,,,311507906,,2051712,-88364685,,2097688957,2011375984,2322883890,2073617.0,2324957507,-405152407,174431163,-7407081.0,71236297.0,-200376670,6547740.0,,5529144.0,-603910.0,261183095,-106085603,-44350467,,-26837000.0,68039221.0,-37024978.0,-16275602,,,,-201028477.0,-155519713.0,-356548190,1405166,-477504229,1675081345,2152585574,-150436070,0.1465,279.9,304.5,250.5,267.6,267.6,76267.5,33.3,33.3,300.90000000000003
2010,102837590,103256343,-418753,-0.0041,139431649,112692772.0,63290886.0,175983658,,315415307,418671650,23183239.0,,35790083,-456453491,-4.4386,-353783512,-3.4402,42441525,-311341987,-3.0275,7368020.0,-499611594,-4.8583,-596.7,-596.7,837388,837388,1416189294,,1416189294,10712252,,134551661,1561453207,58061464,10548323.0,95604778.0,106153101.0,74843710.0,,56827902.0,295886177,,1857339384,46948658,,5437764.0,18508169.0,250861942,316318769,,,5803848.0,,5803848.0,,,322122617,,2051878,-587976279,-2096698.0,2119185865,1531164766,1853287383,4052001.0,1857339384,-499611594,35790083,7407081.0,30179917.0,-51798681,-9792038.0,,4163941.0,-18016107.0,230481605,-247551589,-20162262,-7512404.0,-39093200.0,6827900.0,40520124.0,-7114301,,,-598739.0,,91670.0,-507069,-3719092,-258892051,1416189294,1675081345,-267713851,0.1517,182.85,201.75,159.6,179.55,179.55,39103.5,0.0,33.3,212.85
2011,106376554,39117993,67258561,0.6323,212121930,174665299.0,90496700.0,265161999,,477283929,516401922,,,18794284,-265535482,-2.4962,-384032364,-3.6101,29763374,-354268990,-3.3303,165.0,-284329931,-2.6729,-341.7,-341.7,831872,831872,1071725828,,1071725828,10054911,,86885265,1168666004,60513021,10035775.0,235529426.0,245565201.0,78393243.0,,75756603.0,460228068,,1628894072,44149842,,5797785.0,43672362.0,223702790,311524994,,,5521837.0,60016072.0,65537909.0,,,377062903,,1996367,-872306210,-5968056.0,2139058605,1262780706,1639843609,-10949537.0,1628894072,-284329931,18794284,,53271520.0,-4519860,657341.0,,-18019185.0,5153586.0,-54110577,-270894564,-90640135,,-33984340.0,28019115.0,-17759498.0,-41291073,,,,,-21571301.0,-21571301,-10706528,-344463466,1071725828,1416189294,-361534699,0.1589,182.55,206.7,169.2,182.25,182.25,37688.5,0.0,33.3,215.55
2012,154433815,69415631,85018184,0.5505,301471091,170382896.0,187011621.0,357394517,,658865608,728281239,,,32849932,-481152160,-3.1156,-592390562,-3.8359,32564437,-559826125,-3.625,,-514002092,-3.3283,-629.4,-629.4,816467,816467,554278809,877350.0,555156159,33566475,,75893224,664615858,64575315,10011247.0,229164926.0,239176173.0,82303292.0,,61674734.0,447729514,,1112345372,54947197,,4148647.0,38133380.0,224631985,317712562,,,5508341.0,39912925.0,45421266.0,,,363133828,,1997390,-1386308302,21361011.0,2148416134,785466233,1148600061,-36254689.0,1112345372,-514002092,32849932,,37378374.0,-13019474,-6903864.0,,-241324.0,7171733.0,-32396803,-489190063,-35016034,3843168.0,-14435190.0,29098880.0,-13120947.0,-22172522,,,-839541.0,,-6245104.0,-7084645,1000211,-517447019,554278809,1071725828,-524206097,0.1605,158.55,182.7,135.0,147.9,147.9,15139.0,0.0,33.3,181.2
2013,104776069,107803360,-3027291,-0.0289,213243567,161958423.0,116672411.0,278630834,,491874401,599677761,,,43972129,-482289443,-4.603,-530247814,-5.0608,-32668791,-562916605,-5.3726,,-526261572,-5.0227,-681.3,-681.3,772493,772493,156987201,,156987201,19324689,,41750350,218062240,50439400,9710854.0,200838030.0,210548884.0,50848141.0,,16780483.0,328616908,,546679148,69376348,,1238852.0,39009305.0,221706775,330092428,,,5343060.0,21110517.0,26453577.0,,,356546005,,1881784,-1912569874,19084941.0,2152320786,260717637,617263642,-70584494.0,546679148,-526261572,43972129,,29237416.0,33498085,-3894295.0,,8665354.0,12973160.0,61984306,-357569636,-7557543,5469593.0,-9158160.0,8129843.0,-315541.0,-2931808,,,-29030699.0,,-9658243.0,-38688942,1898778,-397291608,156987201,554278809,-365127179,0.1652,85.80000000000001,96.3,79.2,83.25,83.25,37140.5,0.0,33.3,116.55
