,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2012,4237789,2344592,1893197,0.4467,,2298568,,2298568,,2298568,4643160,,350201.0,99204,-244441,-0.0577,-455414,-0.1075,-329211,-784625,-0.1851,,-693846,-0.1637,-0.0,-0.0,159426000,159426000,8301,,8301,386720,,31762,426783,49238,,,,,,1139091,1188329,,1615112,1075311,514564,,236291,4356787,6182953,,,,,,,,6182953,,17988,-8842558,-515336,5980222.0,-3359684,2823269,-1208157,1615112,-693846,99204,,223600,-175520,-320217.0,,179048,-148517,74551,-472011,-3521,,,,,-3521,-183560,,,,442259,258699,,-216833,8301,225134,-475532,826200.0,826200.0,562950.0,615600.0,615600.0,,0,0,615600.0
2013,50571557,38317246,12254311,0.2423,,12992471,,12992471,821652.0,13814123,52131369,,315299.0,943536,-3004569,-0.0594,-3915904,-0.0774,-619558,-4535462,-0.0897,,-4263404,-0.0843,-532925.5,-567008.51,8,8,2103955,124753.0,2228708,10711041,74929.0,6573273,19587951,290665,5707580.0,7385171.0,13092751.0,,,5902560,19285976,,38873927,8435100,6878969,,8124306,4001883,27440258,291663.0,4845138.0,,,5136801.0,,,32577059,,14095,-13105962,3048,20865902.0,7777083,40354142,-1480215,38873927,-4263404,943536,,1202035,-1131520,-4597250.0,-19502.0,2376445,1494328,521179,-2728174,-136044,1781033.0,,486361.0,-1056840.0,1131350,-2308189,,,,6000667,3692478,,2095654,2103955,8301,-2864218,1255500.0,2025000.0,1061100.0,1701000.0,1701000.0,,0,0,1701000.0
2014,62949000,44209000,18740000,0.2977,,22472000,,22472000,2913000.0,25385000,69594000,,387000.0,3206000,-3943000,-0.0626,-7706000,-0.1224,54000,-7652000,-0.1216,,-7536000,-0.1197,-314000.0,-314000.0,24,24,3228000,,3228000,9609000,610000.0,8614000,22061000,1308000,13166000.0,17954000.0,31120000.0,,,7571000,39999000,,62060000,7468000,4620000,,8689000,4097000,24874000,100000.0,7181000.0,,684000.0,7965000.0,,,32839000,,20000,-20641000,-18000,51456000.0,30817000,63656000,-1596000,62060000,-7536000,3206000,,1723000,-1481000,1391000.0,-269000.0,-1204000,4378000,-448000,-4536000,-1288000,-9443000.0,,125000.0,-25000.0,-10396000,-2474000,2080000.0,,,16468000,16074000,-18000.0,1124000,3228000,2104000,-5824000,3191400.0,4005450.0,2835000.0,3118500.0,3118500.0,1.0,0,0,3118500.0
2015,66957000,47628000,19329000,0.2887,635000.0,14255000,11531000.0,25786000,3994000.0,30415000,78043000,,448000.0,4647000,-6623000,-0.0989,-11441000,-0.1709,-287000,-11728000,-0.1752,,-11718000,-0.175,-390600.0,-390600.0,30,30,4060000,,4060000,13549000,755000.0,10248000,28612000,1392000,13166000.0,18443000.0,31609000.0,,,7103000,40104000,,68715000,9320000,9417000,,9095000,5018000,32850000,1226000.0,7666000.0,,4017000.0,12909000.0,,,45759000,,25000,-32359000,31000,56865000.0,24562000,70321000,-1606000,68715000,-11718000,4647000,,1424000,-2886000,,-145000.0,1944000,1127000,332000,-8201000,-1531000,-19000.0,,,-1176000.0,-1550000,-835000,4685000.0,,,6684000,10534000,49000.0,832000,4060000,3228000,-9732000,1260360.0,1522800.0,891000.0,1158300.0,1158300.0,2.0,0,0,1158300.0
2016,53167000,38240000,14927000,0.2808,2277000.0,15269000,8500000.0,23769000,5405000.0,31451000,69691000,,1743000.0,5794000,-19577000,-0.3682,-23723000,-0.4462,-3022000,-26745000,-0.503,,-27114000,-0.51,-695230.77,-695230.77,39,39,1821000,,1821000,12150000,1061000.0,15112000,30144000,1385000,9028000.0,19749000.0,28777000.0,,,6167000,36329000,,66473000,23027000,6887000,,15043000,6210000,51167000,4047000.0,5960000.0,,2586000.0,12593000.0,,,63760000,1340000.0,33000,-59473000,52000,62756000.0,4708000,68468000,-1995000,66473000,-27114000,5794000,,1377000,9278000,,-305000.0,6907000,-10000,7880000,-2785000,-2101000,-564000.0,,,-1576000.0,-2665000,-3544000,1734000.0,,,5000000,3190000,21000.0,-2239000,1821000,4060000,-4886000,390825.0,465345.0,303750.0,374625.0,374625.0,4.0,0,0,374625.0
2017,45134000,34312000,10822000,0.2398,1813000.0,18507000,6578000.0,25085000,5012000.0,31910000,66222000,,3821000.0,6960000,-24232000,-0.5369,-29485000,-0.6533,-5510000,-34995000,-0.7754,,-35013000,-0.7758,-66983.15,-66983.15,534,534,141000,,141000,2493000,790000.0,5784000,9208000,520000,636000.0,14695000.0,15331000.0,,,2632000,18483000,,27691000,25834000,3058000,,5611000,7528000,42031000,767000.0,2636000.0,,1110000.0,4513000.0,,,46544000,,1000,-94486000,31000,77607000.0,-16847000,29697000,-2006000,27691000,-35013000,6960000,,1533000,14965000,,270000.0,5414000,-12756000,13874000,2319000,-1355000,37000.0,,,-1254000.0,-1318000,-12986000,6581000.0,,,3745000,-2660000,-21000.0,-1680000,141000,1821000,964000,71415.0,85212.0,32292.0,33939.0,33939.0,376.5,0,0,33939.0
2018,3756000,1076000,2680000,0.7135,1231000.0,14149000,1726000.0,15875000,3232000.0,20338000,21414000,,1241000.0,6252000,-17079000,-4.5471,-18402000,-4.8994,-1381000,-19783000,-5.267,,-24572000,-6.5421,-2602.38,-2602.38,17148,17148,1008000,,1008000,1284000,568000.0,496000,3356000,202000,,6199000.0,6199000.0,,,2421000,8822000,,12178000,1129000,4127000,,234000,1792000,7282000,74000.0,,,19000.0,93000.0,,,7375000,,2000,-117772000,26000,122529000.0,4785000,12160000,18000,12178000,-24572000,6252000,,1494000,-9245000,,222000.0,-8445000,246000,-694000,-26765000,-892000,-175000.0,,,-1166000.0,-1429000,-1300000,28960000.0,,,1336000,28996000,-5000.0,797000,1148000,351000,-27657000,522.0,783.0,236.7,351.9,351.9,25671.5,0,0,351.9
2019,6301000,1609000,4692000,0.7446,3893000.0,13660000,3043000.0,16703000,14256000.0,34852000,36461000,,2277000.0,5220000,-27078000,-4.2974,-20810000,-3.3027,-13756000,-34566000,-5.4858,-584000.0,-33991000,-5.3945,-47.52,-47.52,741530,741530,4777000,,4777000,1182000,400000.0,406000,6765000,1730000,2070000.0,9944000.0,12014000.0,,,710000,14454000,,21219000,2383000,8080000,,912000,2365000,13740000,837000.0,,87000.0,507000.0,1431000.0,,1613000.0,15171000,,4000,-151763000,94000,157687000.0,6022000,21193000,26000,21219000,-33991000,5220000,-584000.0,3489000,1715000,,171000.0,1189000,-507000,13486000,-10665000,-1016000,-4092000.0,,,-927000.0,-5108000,-211000,20725000.0,,,-1108000,19406000,68000.0,3701000,4849000,1148000,-11681000,30.78,34.56,20.7,23.1975,23.1975,1053481.5,0,0,23.1975
2020,9297000,2613000,6684000,0.7189,6523000.0,15261000,5331000.0,20592000,4676000.0,31791000,34404000,,2426000.0,3861000,-22998000,-2.4737,-23794000,-2.5593,-5476000,-29270000,-3.1483,-56000.0,-29229000,-3.1439,-1.01,-1.01,28800493,28800493,17996000,7998000.0,25994000,1891000,1243000.0,1197000,30325000,3523000,6588000.0,15923000.0,22511000.0,2500000.0,,152000,28686000,,59011000,908000,6048000,,1922000,3239000,12117000,1457000.0,,,757000.0,2214000.0,,2104000.0,14331000,,53000,-180992000,660000,224918000.0,44639000,58970000,41000,59011000,-29229000,3861000,-87000.0,1194000,-3233000,,-117000.0,-1815000,242000,6893000,-20601000,-11820000,-1189000.0,-10498000.0,,-10848000.0,-23507000,-2793000,55352000.0,,,4700000,57259000,-4000.0,13147000,17996000,4849000,-32421000,1.24,1.605,1.05,1.1949999999999998,1.1949999999999998,72240350.0,0,0,1.1949999999999998
2021,15995000,4374000,11621000,0.7265,14121000.0,41352000,8261000.0,49613000,-2878000.0,60856000,65230000,1183000.0,,7128000,-63439000,-3.9662,-72617000,-4.54,1075000,-71542000,-4.4728,-1412000.0,-69155000,-4.3235,-0.72,-0.72,107981441,107981441,52480000,43125000.0,95605000,3539000,1976000.0,4842000,105962000,3178000,7672000.0,35270000.0,42942000.0,4338000.0,,253000,50711000,,156673000,2414000,4133000,322000.0,4805000,15779000,27131000,1108000.0,,,44943000.0,46051000.0,,1751000.0,73182000,,124000,-250309000,44000,,81803000,154985000,1688000,156673000,-69155000,7128000,-2593000.0,10879000,-2848000,,-112000.0,391000,817000,19458000,-37131000,-2269000,-15877000.0,-65362000.0,30000000.0,-1923000.0,-53508000,-117000,128437000.0,,,-3283000,125037000,86000.0,34484000,52480000,17996000,-39400000,1.0750000000000002,1.185,0.965,1.045,1.045,58759400.0,0,0,1.045
