,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2003,1811086.0,,,,1855770.0,,,,3747790.0,5603561.0,5603561.0,,,1182452.0,-3388777.0,-1.8711,-3792474.0,-2.094,-778756.0,,,,-4571229,-2.524,-4.78,-4.78,956814,956814,3453501.0,,3453501.0,143396.0,,52208.0,3649105.0,141190.0,,12550983.0,12550983.0,,,-1.0,12692172.0,,16341277.0,539611.0,,,,23761.0,563372.0,,,,1169.0,1169.0,,,564541.0,,16691332.0,-15533020.0,-229865.0,14848288.0,15776736.0,16341277.0,,16341277.0,-4571229.0,1182452.0,,,-372882.0,,,,,181704.0,-3579956.0,-87668.0,,,,,-87668.0,,3702768.0,,,-143572.0,3559196.0,-12444.0,-120871.0,3453501.0,3574372.0,-3667624.0,0.6737,29.1,30.69,24.54,28.23,28.23,10719.0,0,0,28.23
2004,2307120.0,,2307120.0,1.0,5200780.0,,,,5996055.0,11196836.0,11196836.0,210042.0,,1187744.0,-8637789.0,-3.744,-8889716.0,-3.8532,-935818.0,-9825533.0,-4.2588,,-9825533,-4.2588,-7.77,-7.77,1224768,1224768,29400621.0,,29400621.0,92352.0,,72326.0,29565300.0,179871.0,,11418522.0,11418522.0,,,-1.0,11598392.0,,41163692.0,2645772.0,,,,42339.0,2688110.0,,,,8241.0,8241.0,16483.0,,2696352.0,,49204619.0,-25310111.0,14572832.0,,38467341.0,41163692.0,0.0,41163692.0,-9825533.0,1187744.0,,,2163883.0,,,,,1158986.0,-5314920.0,-133545.0,,,,,-133545.0,,34405724.0,,,-2817711.0,31588013.0,-181657.0,25957889.0,29400621.0,3442732.0,-5448466.0,0.6985,25.92,30.09,23.43,25.17,25.17,111899.5,0,0,25.17
2005,2642336.0,,2642336.0,1.0,7656368.0,,,,6793285.0,14449653.0,14449653.0,888511.0,,1160493.0,-23746517.0,-8.9869,-11807317.0,-4.4685,-13099693.0,-24907010.0,-9.4261,,-24907010,-9.4261,-12.0,-12.0,2076275,2076275,21366159.0,,21366159.0,173767.0,,493153.0,22033079.0,165539.0,,,,,,,165539.0,,22198618.0,2560737.0,,,,78282.0,2639019.0,,,,45017.0,45017.0,,,2684036.0,,55180644.0,-50268445.0,14602384.0,-1.0,19514582.0,22198618.0,,22198618.0,-24907010.0,1160493.0,,,233236.0,,,,,12140852.0,-11372429.0,-50261.0,,,,,-50261.0,,4734024.0,,,-48379.0,4685645.0,-1357037.0,-8094081.0,21366159.0,29460240.0,-11422690.0,0.7625,8.940000000000001,10.8,7.62,8.85,8.85,65774.0,0,0,8.85
2006,762486.0,,762486.0,1.0,7617673.0,4305049.0,134832.0,4439881.0,118268.0,12175822.0,12175822.0,,,118268.0,-11608164.0,-15.2241,-11413336.0,-14.9686,-313097.0,-11726433.0,-15.3792,,-11726433,-15.3792,-5.41,-5.41,2134231,2134231,10019865.0,42404.0,10062269.0,194280.0,,68494.0,10325043.0,102437.0,,,,,,1.0,102438.0,,10427481.0,952724.0,,,,663288.0,1616012.0,,,,76813.0,76813.0,,,1692825.0,,55131167.0,2868991.0,-49265502.0,0.0,8734656.0,10427481.0,,10427481.0,-11726433.0,118268.0,,,-638927.0,,,,,588794.0,-11658297.0,-55659.0,,,,375.0,-55285.0,,,,,-2021.0,-2021.0,269124.0,-11446479.0,10019865.0,21466344.0,-11713956.0,0.7423,9.81,14.82,9.36,12.57,12.57,40957.0,0,0,12.57
2007,507044.0,,507044.0,1.0,4491259.0,6732240.0,215410.0,6947650.0,58570.0,11497479.0,11497479.0,,,58570.0,-11081432.0,-21.855,-10990435.0,-21.6755,-149567.0,-11140002.0,-21.9705,,-11140002,-21.9705,-4.8,-4.8,2345913,2345913,7407715.0,45626.0,7453341.0,69987.0,,149370.0,7672697.0,47882.0,,,,,,,47882.0,,7720579.0,459894.0,,,,1278819.0,1738713.0,,,,370839.0,370839.0,,,2109552.0,,,4105967.0,-52472121.0,,5611027.0,7720579.0,,7720579.0,-11140002.0,58570.0,,,137119.0,,,,-26052.0,1746476.0,-9197836.0,-4558.0,,,,299.0,-4259.0,,7781867.0,,,-408676.0,7373191.0,-775077.0,-2603981.0,7407715.0,10011695.0,-9202394.0,0.8488,17.34,19.05,15.24,17.490000000000002,17.490000000000002,29851.5,0,0,17.490000000000002
2008,491997.0,,491997.0,1.0,5769531.0,,,,7456286.0,13225817.0,13225817.0,,,25404.0,-13564394.0,-27.5701,-12733820.0,-25.8819,-855978.0,-13589797.0,-27.6217,,-13589797,-27.6217,-4.81,-4.81,2911908,2911908,11243126.0,,11243126.0,120900.0,,254870.0,11618897.0,69296.0,,,,,,35240.0,104537.0,,11723434.0,850937.0,,,,121342.0,972278.0,,,,863642.0,863642.0,,,1835921.0,,,-66185535.0,6080769.0,,9887513.0,11723434.0,,11723434.0,-13589797.0,25404.0,,,-841163.0,,,,83242.0,4994000.0,-9411557.0,-46706.0,,,,-35239.0,-81946.0,,14328322.0,,,-581619.0,13746703.0,-435241.0,3817960.0,11243126.0,7425167.0,-9458263.0,0.9579,23.55,26.55,20.58,22.950000000000003,22.950000000000003,39883.0,0,0,22.950000000000003
2009,428193.0,,428193.0,1.0,2215358.0,5265587.0,222679.0,5488266.0,1013065.0,8716689.0,8716689.0,,,34190.0,-7488599.0,-17.4888,-8288496.0,-19.3569,765707.0,-7522789.0,-17.5687,,-7522789,-17.5687,-2.4,-2.4,3372638,3372638,4304977.0,,4304977.0,526.0,,185433.0,4490936.0,71150.0,,,,,,35164.0,106314.0,,4597250.0,604142.0,,,,194903.0,799045.0,,,,48389.0,48389.0,,,847434.0,,,-73566505.0,-525767.0,,3749816.0,4597250.0,,4597250.0,-7522789.0,34190.0,,,-23115.0,,,,32849.0,517540.0,-6994174.0,-36192.0,,,,,-36192.0,,,,,100807.0,100807.0,15501.0,-6914058.0,4304977.0,11219035.0,-7030366.0,0.8069,9.6,10.74,7.59,9.12,9.12,27065.5,0,0,9.12
2010,215008.0,,215008.0,1.0,87992.0,3921780.0,130090.0,4051870.0,975989.0,5115851.0,5115851.0,,,35290.0,-4871632.0,-22.6579,-4900843.0,-22.7938,-6079.0,-4906922.0,-22.822,,-4906922,-22.822,-1.3,-1.3,3792131,3792131,5227298.0,,5227298.0,825.0,,1479603.0,6707726.0,58527.0,,,,,,35164.0,93691.0,,6801417.0,1244417.0,,,,256074.0,1500491.0,,,,71610.0,71610.0,,,1572101.0,,,-78473427.0,-329646.0,,5229316.0,6801417.0,,6801417.0,-4906922.0,35290.0,,,-569802.0,-299.0,,640275.0,84392.0,732495.0,-4708939.0,-22667.0,,,,,-22667.0,,6000000.0,,,-344056.0,5655944.0,-2017.0,922321.0,5227298.0,4304977.0,-4731606.0,0.84,8.01,9.0,6.87,7.890000000000001,7.890000000000001,139442.0,0,0,7.890000000000001
2011,162920.0,,162920.0,1.0,2329491.0,3964465.0,110646.0,4075111.0,31577.0,6436179.0,6436179.0,,3758.0,31577.0,-6395850.0,-39.2576,-6277017.0,-38.5282,-154168.0,-6431185.0,-39.4745,,-6431185,-39.4745,-1.56,-1.56,4126318,4126318,8838245.0,,8838245.0,3373.0,,90588.0,8932206.0,40909.0,,,,,,37837.0,78746.0,,9010952.0,658698.0,285785.0,,,1130881.0,2075364.0,,,,4386.0,4386.0,,,2079750.0,,,-84904612.0,9494995.0,,6931202.0,9010952.0,,9010952.0,-6431185.0,31577.0,,,1538301.0,-2548.0,,155167.0,-3333.0,302892.0,-4558415.0,-13691.0,,,,-2673.0,-16364.0,,,,,8335258.0,8335258.0,-149532.0,3610947.0,8838245.0,5227298.0,-4572106.0,1.0717,9.93,13.05,8.64,9.9,9.9,623242.5,0,0,9.9
2012,2527515.0,,2527515.0,1.0,4228719.0,3461228.0,124970.0,3586198.0,19621.0,7834538.0,7834538.0,,11544.0,19621.0,-5208304.0,-2.0606,-5318567.0,-2.1043,79098.0,-5239469.0,-2.073,,-5239469,-2.073,-1.09,-1.09,4796106,4796106,5636469.0,,5636469.0,1552048.0,,67463.0,7255980.0,48051.0,,,,,,37837.0,85888.0,,7341868.0,202347.0,299012.0,,,1210124.0,1711483.0,,,,6938.0,6938.0,,,1718421.0,,,-90144081.0,9633451.0,,5623447.0,7341868.0,,7341868.0,-5239469.0,19621.0,,,-1865116.0,-1547463.0,,-435779.0,45382.0,239058.0,-6845906.0,-26763.0,,,,,-26763.0,,3843495.0,,,-221472.0,3622023.0,48870.0,-3201776.0,5636469.0,8838245.0,-6872669.0,1.0233,9.99,11.010000000000002,9.45,10.05,10.05,294526.0,0,0,10.05
