,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2004,445461.0,,445461.0,1.0,4278667.0,,,,2155880.0,6434547.0,6434547.0,445461.0,,41006.0,-5948080.0,-13.3526,-5989086.0,-13.4447,,,,,-5989086.0,-13.4447,-1.65,-1.65,3715932.0,3715932.0,19954387.0,,19954387.0,278097.0,,1110336.0,21342820.0,66201.0,,976690.0,976690.0,,,1.0,1042892.0,,22385712.0,817575.0,,,,,817575.0,,,,-1.0,-1.0,-2.0,,817574.0,,39731296.0,-18654581.0,491423.0,,21568138.0,22385712.0,,22385712.0,-5989086.0,41006.0,,,-590176.0,,,,,386048.0,-6152208.0,-21730.0,,,,-231205.0,-252935.0,,22229074.0,,,,22229074.0,,15823931.0,19954387.0,4130456.0,-6173938.0,0.7339,18.15,18.15,13.95,16.35,16.35,45246.0,0,0,16.35
2005,459197.0,,459197.0,1.0,13564068.0,,,,2314373.0,15878441.0,15878441.0,459197.0,,57874.0,-15361371.0,-33.4527,-15419244.0,-33.5787,-1.0,-15419245.0,-33.5787,-553335.0,-14865910.0,-32.3737,-3.3,-3.3,4447869.0,4447869.0,7590918.0,,7590918.0,469765.0,,598205.0,8658888.0,81002.0,,1332970.0,1332970.0,,,-1.0,1413971.0,,10072859.0,2732754.0,,,,,2732754.0,,,,,,,,2732754.0,,,-33520492.0,996302.0,,7340105.0,10072859.0,,10072859.0,-14865910.0,57874.0,,,2235643.0,,,,,504878.0,-12067515.0,-42796.0,,,,-386156.0,-428952.0,,133000.0,,,,133000.0,,-12363468.0,7590918.0,19954386.0,-12110311.0,0.7973,11.4,14.25,10.275,12.3,12.3,20996.5,0,0,12.3
2006,299737.0,,299737.0,1.0,10219026.0,,,,2965822.0,13184848.0,13184848.0,299737.0,,107379.0,-12978168.0,-43.2985,-12885111.0,-42.9881,-200436.0,-13085547.0,-43.6568,-478473.0,-12607074.0,-42.0605,-2.55,-2.55,5009675.0,5009675.0,34920433.0,,34920433.0,458424.0,,462716.0,35841573.0,50663.0,,2921841.0,2921841.0,,,,2972504.0,,38814077.0,1644339.0,,,,,1644339.0,,,,,,,,1644339.0,,,-46127566.0,-104836.0,,37169738.0,38814077.0,,38814077.0,-12607074.0,107379.0,,,-941586.0,,,,,762783.0,-12678498.0,-1243895.0,,,,,-1243895.0,,41251907.0,,,,41251907.0,,27329515.0,34920433.0,7590918.0,-13922393.0,0.908,22.5,24.375,20.025,23.4,23.4,151144.0,0,0,23.4
2007,5944730.0,387803.0,5556927.0,0.9348,23335752.0,,,,13336514.0,36672266.0,37060069.0,1590801.0,1958380.0,2499842.0,-27245164.0,-4.5831,-31115338.0,-5.2341,-220467.0,,,,-31703386.0,-5.333,-4.5,-4.5,6991995.0,6991995.0,31770320.0,,31770320.0,2048260.0,640004.0,1368603.0,35827187.0,196521.0,,23412131.0,23412131.0,,,349964.0,23958616.0,,59785803.0,8536869.0,6160896.0,,,,14697765.0,10781568.0,,,,10781568.0,21563137.0,,25479334.0,,,-77830952.0,-146023.0,,34306469.0,59785803.0,,59785803.0,-31703386.0,2499842.0,,,3756803.0,,-640004.0,,,200088.0,-25246653.0,-187045.0,,,,-22737848.0,-22924893.0,,27814807.0,,,17206626.0,45021433.0,,-3150113.0,31770320.0,34920433.0,-25433698.0,0.9342,17.625,19.35,15.75,17.025,17.025,149485.0,0,0,17.025
2008,2247129.0,605623.0,1641506.0,0.7305,28660250.0,,,,14725161.0,43385411.0,43991034.0,1149574.0,3830838.0,2980051.0,-50591632.0,-22.5139,-41743905.0,-18.5766,-12977351.0,,,,-57402521.0,-25.5448,-6.9,-6.9,8365114.0,8365114.0,11904930.0,,11904930.0,884343.0,316359.0,1297104.0,14402736.0,132887.0,,8353610.0,8353610.0,,,11916000.0,20402497.0,,34805233.0,7174474.0,1986000.0,,,,9160474.0,32200919.0,,,,32200919.0,,,41361393.0,,,-135233473.0,9094635.0,,-6556160.0,34805233.0,,34805233.0,-57402521.0,2980051.0,,,-232156.0,,-105177.0,,,12789986.0,-41864640.0,-14588.0,,,,-572520.0,-587108.0,,15167276.0,,,7419082.0,22586358.0,,-19865390.0,11904930.0,31770320.0,-41879228.0,1.0066,0.75,1.275,0.375,0.6,0.6,78946.5,0,0,0.6
2009,4792513.0,377079.0,4415434.0,0.9213,22706.0,,,,9628020.0,9650726.0,10027805.0,255713.0,4944682.0,938733.0,-7432412.0,-1.5508,-6991247.0,-1.4588,-3391566.0,,,,-13315827.0,-2.7785,-1.5,-1.5,8687213.0,8687213.0,1978725.0,,1978725.0,551697.0,631303.0,357884.0,3519609.0,93532.0,,5936819.0,5936819.0,,,,6030351.0,,9549960.0,1512377.0,,,,2542560.0,4054937.0,25041982.0,,,,25041982.0,,,29096919.0,,,-148549300.0,-267153.0,,-19546959.0,9549960.0,,9549960.0,-13315827.0,938733.0,,325028.0,-2682121.0,332646.0,-407929.0,,,4316048.0,-10418139.0,-238542.0,,,,-234990.0,-238542.0,-14454000.0,,,,14454000.0,,730476.0,-9926205.0,1978725.0,11904930.0,-10656681.0,0.9168,0.45,0.6,0.3,0.45,0.45,50862.0,0,0,0.45
2010,3317073.0,571688.0,2745385.0,0.8277,393385.0,,,,5087348.0,5480733.0,6052421.0,4913.0,3279608.0,919213.0,-1333685.0,-0.4021,-3504683.0,-1.0566,477537.0,,,,-5532506.0,-1.6679,-0.6,-0.6,8687213.0,8687213.0,371262.0,,371262.0,390923.0,550975.0,176280.0,1489440.0,68752.0,,4414882.0,4414882.0,,,,4483634.0,,5973074.0,1320185.0,24140199.0,,,5469343.0,30929727.0,,,,,,,,30929727.0,,116014623.0,-154081806.0,-104054.0,13214584.0,-24956653.0,5973074.0,,5973074.0,-5532506.0,919213.0,,122812.0,3157297.0,160774.0,80328.0,,,-119625.0,-1452809.0,-141831.0,,,,-139601.0,-141831.0,,,,,,,-12823.0,-1607463.0,371262.0,1978725.0,-1594640.0,0.9569,0.2249999999999999,0.3,0.15,0.15,0.15,39516.0,0,0,0.15
2011,3628274.0,673522.0,2954752.0,0.8144,204690.0,,,,3717090.0,3921780.0,4595302.0,473.0,3122364.0,898931.0,2007186.0,0.5532,-1247263.0,-0.3438,-766846.0,-2014109.0,-0.5551,,-2014109.0,-0.5551,-0.3,-0.3,8687213.0,8687213.0,750184.0,,750184.0,365490.0,460886.0,248065.0,1824625.0,50996.0,,3298286.0,3298286.0,,,,3349282.0,,5173907.0,1729517.0,22468518.0,,,7869577.0,32067612.0,,,,,,,,32067612.0,,,-156095915.0,-123771.0,,-26893705.0,5173907.0,,5173907.0,-2014109.0,898931.0,,77057.0,2560353.0,25433.0,-202861.0,,,-1044753.0,477479.0,-44814.0,,,,-42327.0,-44814.0,,,,,,,-53743.0,378922.0,750184.0,371262.0,432665.0,1.032,0.3,0.45,0.2249999999999999,0.3,0.3,54609.5,0,0,0.3
2012,4796811.0,1069279.0,3727532.0,0.7771,1044491.0,,,,2673725.0,3718216.0,4787495.0,775.0,553734.0,877550.0,24817063.0,5.1737,9316.0,0.0019,23376463.0,23385779.0,4.8753,,23385779.0,4.8753,1.95,1.95,11745912.0,11752579.0,1124345.0,,1124345.0,420197.0,542325.0,125084.0,2211951.0,30745.0,,2500928.0,2500928.0,,,,2531673.0,,4743624.0,1355993.0,,,,22295.0,1378288.0,4647740.0,,,538269.0,5186009.0,,,6564297.0,,,-123303052.0,102809.0,,-1820673.0,4743624.0,,4743624.0,23385779.0,877550.0,,224445.0,-640442.0,-54707.0,-201645.0,,,-23430043.0,417289.0,-97912.0,,,,-96424.0,-97912.0,-4750000.0,,,,4801526.0,51526.0,3258.0,374161.0,1124345.0,750184.0,319377.0,0.9675,0.495,0.6,0.45,0.495,0.495,33099.5,0,0,0.495
2013,2602700.0,665896.0,1936804.0,0.7442,1700479.0,,,,2322840.0,4023319.0,4689215.0,152.0,418065.0,536982.0,-1619257.0,-0.6221,-2086515.0,-0.8017,-487789.0,-2574304.0,-0.9891,,-2574304.0,-0.9891,-0.21,-0.21,12196508.0,12196508.0,126615.0,,126615.0,432616.0,902799.0,29455.0,1491485.0,22235.0,,1910069.0,1910069.0,,,,1932304.0,,3423789.0,2262954.0,1271775.0,,,22295.0,3557024.0,3510119.0,,,683327.0,4193446.0,,,7750470.0,,117033258.0,-125877356.0,68112.0,4449305.0,-4326681.0,3423789.0,,3423789.0,-2574304.0,536982.0,,102993.0,792926.0,-12419.0,-380113.0,,200000.0,150925.0,-990478.0,-7397.0,,,,-4289.0,-7397.0,,,,,,,145.0,-997730.0,126615.0,1124345.0,-997875.0,0.9633,0.235,0.3,0.18,0.22,0.22,27550.0,0,0,0.22
