,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1995,4500000,600000,3900000,0.8667,,,,3200000,100000.0,3300000,3900000,,,100000,700000,0.1556,600000,0.1333,,600000.0,0.1333,200000.0,400000.0,0.0889,0.4,0.4,1000000,1000000,200000,,200000,,,100000,300000,700000,,,,,,400000.0,1100000,,1400000,500000,,,,500000,1000000,200000,,,,200000,,,1200000,,,200000,-400000.0,400000,200000,1400000,,1400000,400000.0,100000,,,3500000,,,,2800000.0,-3200000.0,800000,-400000,,,,,-400000,,,,,-300000,-300000.0,,-300000,,100000,400000,8.13,8.5,7.5,8.0,7.7,279750.0,0.0,0.0,7.7
1996,4600000,700000,3900000,0.8478,,4700000.0,,4700000,100000.0,4800000,5500000,,,100000,-800000,-0.1739,-900000,-0.1957,,-900000.0,-0.1957,-200000.0,-700000.0,-0.1522,-0.4,-0.4,1767540,2000000,3200000,,3200000,100000.0,,200000,3500000,2400000,,,,,,200000.0,2600000,,6100000,300000,200000.0,,,200000,700000,100000,,,,100000,,,800000,,,-500000,-600000.0,6400000,5300000,6100000,,6100000,-700000.0,100000,,,-2700000,,,,100000.0,2300000.0,-1000000,-1800000,,,,,-1800000,,5600000.0,,,200000,5800000.0,,5800000,,200000,-2800000,9.375,10.25,9.13,9.625,9.260000000000002,332975.0,0.0,0.0,9.260000000000002
1997,6300000,900000,5400000,0.8571,,6100000.0,,6100000,300000.0,6400000,7300000,,,300000,-1100000,-0.1746,-1000000,-0.1587,-200000.0,-1200000.0,-0.1905,-100000.0,-1300000.0,-0.2063,-0.66,-0.66,2057461,2333333,400000,,400000,,100000.0,800000,1300000,5700000,,,,,,100000.0,5800000,,7100000,600000,400000.0,,,200000,1200000,1800000,,,-100000.0,1700000,,,2900000,,,-1800000,-800000.0,6800000,4200000,7100000,,7100000,-1300000.0,300000,,,-900000,,,,-800000.0,1400000.0,-500000,-4300000,,,,,-4300000,,200000.0,,,1900000,2100000.0,,2100000,,3200000,-4800000,5.315,6.065,4.875,5.25,5.05,89800.0,0.0,0.0,5.05
1998,7800000,700000,7100000,0.9103,,6900000.0,,6900000,400000.0,7300000,8000000,,,400000,-200000,-0.0256,-200000,-0.0256,,,,,-600000.0,-0.0769,-0.28,-0.28,2169017,2169017,600000,,600000,100000.0,100000.0,600000,1400000,10200000,,3200000.0,3200000.0,,,100000.0,13500000,,14900000,1200000,700000.0,,,300000,2200000,6000000,,,100000.0,6100000,,,8300000,,,-2400000,-1200000.0,10200000,6600000,14900000,,14900000,-600000.0,400000,,,800000,,,,,-200000.0,400000,-1100000,,,,800000.0,-300000,,800000.0,,,-700000,100000.0,,100000,,400000,-700000,4.88,5.625,3.565,4.19,4.03,457800.0,0.0,0.0,4.03
1999,10400000,800000,9600000,0.9231,,8900000.0,,8900000,600000.0,9500000,10300000,,,600000,700000,0.0673,100000,0.0096,500000.0,,,,,,-0.01,-0.01,3355969,3571429,400000,,400000,200000.0,100000.0,300000,1000000,8600000,,2800000.0,2800000.0,,,200000.0,11600000,,12600000,500000,400000.0,,,100000,1000000,4300000,,,,4300000,,,5300000,,,-2400000,-1300000.0,11000000,7300000,12600000,,12600000,,600000,,,-133686,,-100000.0,,-133686.0,-966314.0,-500000,-1000000,,,,1300000.0,300000,,600000.0,,,100000,,,-200000,400000.0,600000,-1500000,2.5,3.47,2.155,2.72,2.62,426025.0,0.0,0.0,2.62
2000,12739316,1858632,10880684,0.8541,,10180285.0,,10180285,585797.0,10766082,12624714,,,585797,788384,0.0619,114602,0.009,502645.0,,,,202587.0,0.0159,0.05,0.05,4198735,4198735,374532,,374532,297761.0,200471.0,267661,1140425,8572182,,3412827.0,3412827.0,,,288223.0,12273232,,13413657,437083,456749.0,,,380279,1274111,3409767,,,,3409767,,,4683878,,43487.0,-2245567,-1296898.0,12164347,8665369,13349247,64410.0,13413657,202587.0,585797,,,634942,,-84698.0,,501256.0,-649249.0,774077,-552261,,,,240136.0,-312125,,175175.0,,,-640756,-465581.0,,-3629,374532.0,378161,221816,2.06,2.75,1.905,2.0,1.92,154200.0,0.0,0.0,1.92
2001,19659641,6586886,13072755,0.665,,11542897.0,,11542897,,11542897,18129783,,,849862,2164580,0.1101,1529858,0.0778,109319.0,,,,1314718.0,0.0669,0.3,0.3,4411178,4411178,704628,,704628,379653.0,196300.0,281477,1562058,8802914,,4415391.0,4415391.0,,,168137.0,13386442,,14948500,234591,327162.0,,,499049,1060802,3509914,,,,3509914,,,4570716,,45987.0,-930849,-1717214.0,12901044,10298968,14869684,78816.0,14948500,1314718.0,849862,,,-534253,,4171.0,,-32997.0,539163.0,2169490,-1736340,,,,,-1736340,,,-73619.0,,-29435,-103054.0,,330096,704628.0,374532,433150,2.4,3.2,2.0700000000000003,2.465,2.37,115350.0,0.0,0.0,2.37
2002,15557302,2970139,12587163,0.8091,,10983523.0,653884.0,11637407,325776.0,11963183,14933322,,,490021,-1781159,-0.1145,623980,0.0401,-340396.0,,,,-2271180.0,-0.146,-0.54,-0.54,4241483,4241483,733366,,733366,226637.0,210802.0,63897,1234702,9122253,,1883007.0,1883007.0,,,197358.0,11202618,,12437320,274659,459972.0,,,533068,1267699,4147381,,,,4147381,,,5415080,,46087.0,-3202029,-2094712.0,12192730,6942076,12357156,80164.0,12437320,-2271180.0,490021,,,85302,,-14502.0,,52305.0,2981402.0,1285545,-933472,,,,7900.0,-925572,,,-156211.0,,-175024,-331235.0,,28738,733366.0,704628,352073,2.64,2.86,2.255,2.495,2.4,67900.0,0.0,0.0,2.4
2003,15059569,2194940,12864629,0.8542,,9615287.0,817328.0,10432615,2074067.0,12506682,14701622,16875.0,,531561,969855,0.0644,357947,0.0238,413335.0,,,,438294.0,0.0291,0.12,0.12,3729167,3729167,604865,135000.0,739865,259205.0,230451.0,83647,1313168,8777057,,1962848.0,1962848.0,,,202439.0,10942344,,12255512,189208,449439.0,,,622216,1260863,3576896,,,,3576896,,,4837759,,46087.0,-2763735,-2423464.0,12522833,7381721,12219480,36032.0,12255512,438294.0,531561,,,411913,,-19649.0,,464218.0,-795442.0,586326,-162220,-150000.0,,,227718.0,-84502,,,-118649.0,,-511676,-630325.0,,-128501,604865.0,733366,424106,1.605,1.78,1.255,1.61,1.55,77900.0,0.0,0.0,1.55
2004,15959684,1983207,13976477,0.8757,,9022505.0,861280.0,9883785,3027123.0,12910908,14894115,,,544137,1319390,0.0827,1065569,0.0668,30000.0,,,,775253.0,0.0486,0.21,0.21,3700148,3700148,278185,122350.0,400535,276252.0,261486.0,1010416,1948689,8833018,,1982848.0,1982848.0,,,435204.0,11251070,,13199759,317278,516845.0,,,650348,1484471,3364765,,,163739.0,3528504,,,5012975,,46087.0,-1988482,-2798155.0,12886526,8145976,13158951,40808.0,13199759,775253.0,544137,,,-2511943,,-42942.0,,-2047725.0,1690494.0,497941,-423964,-265000.0,,21459.0,18844.0,-648661,,,,,-175960,-175960.0,,-326680,278185.0,604865,73977,2.56,2.9,2.15,2.465,2.375,324200.0,0.0,0.0,2.375
2005,14824407,1865630,12958777,0.8742,,9330376.0,752866.0,10083242,2576455.0,12659697,14525327,,,590466,375318,0.0253,299080,0.0202,-1149.0,,,,-215148.0,-0.0145,-0.05,-0.05,3937565,3938960,480330,28919.0,509249,429564.0,257626.0,87991,1284430,13416755,,9962822.0,9962822.0,,,365011.0,23744588,,25029018,1034508,1444782.0,,,852865,3332155,11896942,,,193648.0,12090590,,,15422745,,52207.0,-2203630,-3233468.0,14959827,9574936,24997681,31337.0,25029018,-215148.0,590466,,,-216376,,-24880.0,,-2264101.0,1552456.0,1711398,-4242368,-2650000.0,,,584860.0,-6307508,,928762.0,,,3872435,4801197.0,,205087,480330.0,275243,-2530970,3.125,3.7,2.85,3.19,3.07,310050.0,0.0,0.0,3.07
2006,24487215,2915312,21571903,0.8809,,13200580.0,1176277.0,14376857,4203665.0,18580522,21495834,,,1084799,2837513,0.1159,2991381,0.1222,-318621.0,,,,1752714.0,0.0716,0.38,0.35,4640499,5065962,854932,22245.0,877177,378939.0,291623.0,140428,1688167,17423843,10505452.0,525076.0,11030528.0,,,460337.0,28914708,,30602875,554979,2278315.0,,,1118974,3952268,11642418,,,1099701.0,12742119,,,16694387,,58053.0,-450916,-4234981.0,18536332,13908488,30602875,,30602875,1752714.0,1084799,,,1233629,,-3777.0,,-1030472.0,-1345372.0,2725770,-1641735,-1497641.0,,,28536.0,-3110840,,560694.0,,,198978,759672.0,,374602,854932.0,480330,1084035,6.66,7.439999999999999,5.37,6.675,6.42,1541950.0,0.0,0.0,6.42
2007,32013940,4035522,27978418,0.8739,,16881038.0,1325367.0,18206405,5668327.0,23874732,27910254,,,1632202,4923547,0.1538,4103686,0.1282,28809764.0,32913450.0,1.0281,236446.0,3054899.0,0.0954,0.54,0.5,5700548,6215285,2998758,33368.0,3032126,776041.0,368557.0,286883,4463607,21365415,20179610.0,698584.0,20878194.0,,,368544.0,42612153,,47075760,493499,3291154.0,,,1709426,5494079,11096185,,4391499.0,1870415.0,17358099,,,22852178,,69034.0,2603983,-5654202.0,27024039,24042854,46895032,180728.0,47075760,3054899.0,1632202,-200364.0,,1358272,,-40418.0,,327800.0,-1461888.0,4383121,-1210136,-5572245.0,,,-9413.0,-6791794,,6010971.0,,,-1458472,4552499.0,,2143826,2998758.0,854932,3172985,9.905,10.565,8.36,9.92,9.545,2259750.0,0.0,0.0,9.545
2008,59929478,6959889,52969589,0.8839,,21310236.0,2557770.0,23868006,15381563.0,39249569,46209458,136597.0,2712987.0,2541683,16355315,0.2729,13720020,0.2289,-2619375.0,11100645.0,0.1852,3439978.0,7660667.0,0.1278,0.97,0.91,7931121,8413183,5602645,,5602645,867333.0,1717237.0,568599,8755814,50038264,37159351.0,40633852.0,77793203.0,,,481525.0,128312992,,137068806,1203555,2644541.0,,,4579918,8428014,30912865,,16894256.0,14472987.0,62280108,,,70708122,,96893.0,10264650,-7932809.0,60573854,63002588,133710710,3358096.0,137068806,7660667.0,2541683,1448472.0,157080.0,6358247,116130.0,-832177.0,,6686047.0,-3346882.0,14819267,-3139391,-35672404.0,,,99991.0,-38711804,-3353776.0,27352500.0,,,2497700,26496424.0,,2603887,5602645.0,2998758,11679876,17.675,21.125,14.65,16.05,15.44,4884250.0,0.0,0.0,15.44
2009,75149596,8773312,66376284,0.8833,,32494868.0,8091745.0,40586613,12377689.0,52964302,61737614,16384.0,3416911.0,3205205,15244947,0.2029,13411982,0.1785,-3368647.0,10043335.0,0.1336,3414734.0,5208097.0,0.0693,0.56,0.55,9265784,9427397,12751423,,12751423,911456.0,1222041.0,3205490,18090410,47265556,36139690.0,42348310.0,78488000.0,,,1233392.0,126986948,,145077358,784575,6741327.0,,,3878461,11404363,31956855,,18303390.0,9968792.0,60229037,,,71633400,,88796.0,15472747,-10060013.0,64590332,70091862,141725262,3352096.0,145077358,5208097.0,3205205,853336.0,96171.0,-980047,-58296.0,470269.0,,5706000.0,543568.0,8926330,-2114654,-2433579.0,,,739636.0,-3808597,-2808377.0,,-1486208.0,,6499056,2204471.0,,7322204,12751423.0,5429219,6811676,6.529999999999999,7.77,5.855,6.865,6.605,2245750.0,0.0,0.0,6.605
2010,82987000,9927000,73060000,0.8804,,36072000.0,6740000.0,42812000,16110000.0,58922000,68849000,18000.0,4473000.0,3743000,-2963000,-0.0357,-6373000,-0.0768,-4489000.0,-10862000.0,-0.1309,-3221000.0,-7958000.0,-0.0959,-0.82,-0.82,9697000,9697000,19168000,,19168000,1092000.0,1264000.0,2603000,24127000,59559000,20931000.0,42342000.0,63273000.0,,,1412000.0,124244000,,148371000,731000,9159000.0,,,8531000,18421000,34803000,,15566000.0,6328000.0,56697000,,,75118000,,98000.0,7515000,-13877000.0,76203000,69939000,145057000,3314000.0,148371000,-7958000.0,3743000,-5506000.0,405000.0,-3738000,-179000.0,-10000.0,,1968000.0,30431000.0,17377000,-5956000,-5851000.0,-1009000.0,,,-12816000,-2478000.0,,-1599000.0,,5834000,1757000.0,,6318000,19168000.0,12850000,11421000,8.375,9.13,7.485,7.859999999999999,7.56,2742450.0,0.0,0.0,7.56
