,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1989,,,,,,,,,,,,,,,,,,,,,,,742721552,inf,0.36,0.36,2083302809,2083302809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1918,3.655,3.75,3.59,3.685,0.5700000000000001,3211720.5,0.55302,0.55302,1.12302
1990,,,,,,,,,,,,,,,,,,,,,,,774118800,inf,0.37,0.37,2113550400,2113550400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.367,3.3200000000000003,3.405,2.945,3.215,0.535,1349415.0,0.12141,0.67443,1.20943
1991,3058444207.0,,,,,899296307.0,,899296307.0,,,,5607284683.0,3637080902.0,96078346.0,4508360584.0,1.4741,,,,775201336.0,0.2535,180202932.0,594998404,0.1945,0.37,0.37,1586756729,1586756729,21932758848.0,,21932758848.0,877405984.0,,,,1569229844.0,,,,,,,,51498964699.0,51498964699.0,,,,,,,16529061640.0,,,,16529061640.0,65197077127.0,,48668015487.0,,,1758846362.0,,1072102850.0,2830949212.0,51498964699.0,,51498964699.0,594998404.0,96078346.0,,,4245228442.0,,,,,87411870.0,5023717062.0,-148450757.0,,-556522239.0,,-148450757.0,-704972996.0,-1735835374.0,,,-282332869.0,-131715493.0,-2149883736.0,,-2149883736.0,,19763898518.0,4875266305.0,1.3369,3.115,3.315,2.965,3.115,0.535,742133.0,0.12043,0.79486,1.32986
1992,3304903680.0,,,,,1258207020.0,,1258207020.0,,,,7422709725.0,5267521260.0,206639235.0,6239892510.0,1.8881,,,,765732015.0,0.2317,240320520.0,525411495,0.159,0.25,0.25,2081099797,2081099797,21805611480.0,,21805611480.0,,,,,1897323885.0,,,,,,,,72018697320.0,72018697320.0,,13339692225.0,,,,13339692225.0,961282080.0,,,,961282080.0,54915638715.0,,67294048860.0,,,3173571495.0,,1551076965.0,4724648460.0,72018697320.0,,72018697320.0,525411495.0,206639235.0,,,,,,,,711279225.0,1443329955.0,-202004955.0,,-2902052340.0,,-5853343905.0,-8755396245.0,-95582025.0,,,-275905170.0,8122899780.0,7751412585.0,,7751412585.0,,21366265185.0,1241325000.0,1.2047,2.915,2.98,2.68,2.81,0.525,1089019.5,0.51662,1.31148,1.83648
1993,3196781070.0,,,,,1210510847.0,,1210510847.0,,,,6873303353.0,4904150741.0,163199841.0,5696041897.0,1.7818,,,,628691315.0,0.1967,182737219.0,445954096,0.1395,0.28,0.28,1580082150,1580082150,22043718886.0,,22043718886.0,,,,,1702619758.0,,,,,,,,72321906475.0,72321906475.0,,12386428789.0,,,,12386428789.0,1068909667.0,,,,1068909667.0,56274818320.0,,67592337442.0,,,3006963792.0,,1722605241.0,4729569033.0,72321906475.0,,72321906475.0,445954096.0,163199841.0,,,-81913594.0,,,,,725033890.0,1252274233.0,-254165156.0,,-37753115113.0,29805793696.0,-2227798818.0,-10175120235.0,-42301112.0,,,-242245563.0,8934048627.0,8649501952.0,,8649501952.0,,1173766237.0,998109077.0,1.113,2.64,2.79,2.45,2.67,0.575,8178331.5,0.1412,1.45268,2.02768
1994,2844569118.0,,,,,1063522932.0,,1063522932.0,,,,5951227080.0,3969659280.0,172632882.0,4765140510.0,1.6752,,,,622848348.0,0.219,174753078.0,448095270,0.1575,0.21,0.21,2147551673,2147551673,23747744574.0,,23747744574.0,,,54807555876.0,78555300450.0,1657422450.0,,,155263584.0,,,,1812686034.0,,80367986484.0,,15258805974.0,,,,15258805974.0,1112776716.0,,,,1112776716.0,61469048616.0,,75615077874.0,,,3053897700.0,,1699010910.0,4752908610.0,80367986484.0,,80367986484.0,448095270.0,172632882.0,,,-61077954.0,,,,,-50966250.0,508683948.0,-172714428.0,,-40209761778.0,35059642602.0,-3822387204.0,-8972506380.0,-170594232.0,,,-239174418.0,9020944704.0,8611176054.0,,8611176054.0,,889096038.0,335969520.0,1.2269,2.545,2.665,2.4400000000000004,2.615,0.59,5457180.5,0.12721,1.57989,2.16989
1995,3449385948.0,,,,,1263844155.0,,1263844155.0,,,,7589304210.0,5490800373.0,209639808.0,6496260345.0,1.8833,,,,795820164.0,0.2307,257604273.0,538215891,0.156,0.26,0.26,2062445038,2062445038,23344266120.0,,23344266120.0,,,64272149127.0,87616415247.0,1914835032.0,,,254406642.0,,,,2169241674.0,,89785656921.0,,18178766208.0,,,,18178766208.0,1631025783.0,,,,1631025783.0,68163510072.0,,84711250497.0,,,3314071563.0,,1760334861.0,5074406424.0,89785656921.0,,89785656921.0,538215891.0,209639808.0,,,14506326.0,,,,,726798129.0,1489160154.0,-259554048.0,,-80938045917.0,81212808210.0,-2683904283.0,-2409141990.0,-301513206.0,,,-261581814.0,1657308750.0,1094213730.0,,1094213730.0,,1071752322.0,1229606106.0,1.2777,3.075,3.26,3.055,3.17,0.78,2911798.5,0.15388,1.73377,2.51377
1996,4177561918.0,,,,,1361640609.0,,1361640609.0,,,,7824833636.0,5450338745.0,272537024.0,6691940936.0,1.6019,,,,969065167.0,0.232,330627905.0,638437262,0.1528,0.31,0.31,2070305047,2070305047,24598555438.0,,24598555438.0,,,76902443763.0,101500999201.0,2319296502.0,,,694921203.0,,,,3014217705.0,,104515216906.0,,25176893144.0,,,,25176893144.0,2355774040.0,,,,2355774040.0,75463107605.0,,98284226709.0,,,3736537235.0,,2494452962.0,6230990197.0,104515216906.0,,104515216906.0,638437262.0,272537024.0,,,-6427760.0,,,,,587497264.0,1492043790.0,-389602603.0,,-142613434243.0,135113764916.0,-5400362911.0,-12900032238.0,-224569865.0,,,-283303522.0,12022562651.0,11514689264.0,,11514689264.0,,1190983581.0,1102441187.0,1.2538,4.28,4.484999999999999,4.165,4.385,1.285,2558869.5,1.02669,2.76046,4.04546
1997,6020993979.0,,,,,1894179924.0,,1894179924.0,,,,8768627595.0,5600539854.0,362636001.0,7363719909.0,1.223,,,,1400544054.0,0.2326,326817855.0,1073726199,0.1783,0.52,0.52,2069226109,2069226109,29685606678.0,,29685606678.0,,,,,2778997221.0,,,,,,,,126014692167.0,126014692167.0,,28148517306.0,,,,28148517306.0,3020996979.0,,,,3020996979.0,93140543223.0,,118268063550.0,,,3894359742.0,,3852268875.0,7746628617.0,126014692167.0,,126014692167.0,1073726199.0,362636001.0,,,478181340.0,,,,575453970.0,429545025.0,2344088565.0,-764908326.0,,-434920928715.0,431399114055.0,-13139441406.0,-16661256066.0,-308726964.0,,,-330908760.0,15586802595.0,14947166871.0,,629999370.0,1901998098.0,1271998728.0,1579180239.0,1.0991,7.95,8.940000000000001,7.465,8.559999999999999,2.82,1995913.5,0.2042,2.9646600000000003,5.784660000000001
1998,7126191216.0,,,,,2234736594.0,,2234736594.0,,,,10220153292.0,6296808834.0,870054264.0,8540498358.0,1.1985,,,,1373635260.0,0.1928,390603546.0,983031714,0.1379,0.47,0.47,2091957638,2091957638,38013202854.0,,38013202854.0,1840466610.0,,89246216880.0,129099886344.0,3373549290.0,,,1465381476.0,,,,4838930766.0,,133938817110.0,,31837983336.0,,,,31837983336.0,9618942726.0,,,,9618942726.0,102991181346.0,,125210221956.0,,,3693296790.0,,5035298364.0,8728595154.0,133938817110.0,,133938817110.0,983031714.0,870054264.0,,,-634379040.0,,,,,509975946.0,1728682884.0,-1336374018.0,,-2458474578.0,4029756426.0,-6769011942.0,-5197730094.0,-114256440.0,,,-412175844.0,3995479494.0,3469047210.0,,,3925305576.0,3925305576.0,392308866.0,1.1723,14.84,16.12,13.43,15.2,5.1,1928645.5,0.23871,3.2033700000000005,8.303370000000001
