,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2010,,,,,182486.0,2106253.0,108418.0,2214671.0,6940.0,2404097,2404097,,,6940.0,-2397157,-inf,-2404097,-inf,,,,,-2404097,-inf,-1.1,-1.1,2156767,2156767,1211525,,1211525,40877,,23592.0,1275994,32748,,,,,,,32748,,1308742,,,,,623295.0,623295,,,,,,,,623295,204.0,2312152.0,-2084184,-9391.0,139026.0,357807,981102,327640.0,1308742,-2404097,6940.0,,1176900.0,379385,,,,,,-840872,-20449.0,,,,1109664.0,1089215.0,,412500.0,,,-53225.0,359275,,607618,1211525,603907,-861321,1.0027,2.5,2.7,2.5,2.5,2.5,1095.0,0,0,2.5
2011,,,,,381759.0,2879169.0,464807.0,3343976.0,7591.0,3733326,3733326,,,7591.0,-3745622,-inf,-3693940,-inf,19887.0,,,,-3493960,-inf,-1.0,-1.0,3494224,3494224,565143,,565143,27045,,20644.0,612832,18587,,,,,,,18587,,631419,,,,,229969.0,229969,,,,,,,,229969,,,-6870221,-8112.0,,401450,631419,,631419,-3493960,7591.0,,947272.0,-376546,,,,,-199980.0,-3115623,-12929.0,,,,,-12929.0,,2482170.0,,,,2482170,,-646382,565143,1211525,-3128552,0.9807,23.5,26.25,21.75,23.5,23.5,3140.0,0,0,23.5
2012,,,,,735166.0,2967622.0,765099.0,3732721.0,6082.0,4473969,4473969,,,6082.0,-5578681,-inf,-4473969,-inf,1110794.0,-3363175.0,-inf,,-3363175,-inf,-0.8,-0.8,4268061,4268061,384286,,384286,47713,,51894.0,483893,21595,,,,,,,21595,,505488,,,,,416125.0,416125,,,,68205.0,68205.0,,,484330,,,-10233396,-14194.0,,21158,505488,,505488,-3363175,6082.0,,1381589.0,134238,,,,,-1116445.0,-2957711,-9090.0,,,,,-9090.0,,2821591.0,,,-35647.0,2785944,,-180857,384286,565143,-2966801,1.0067,9.25,11.25,7.3,8.35,8.35,13025.0,0,0,8.35
2013,4120400.0,,4120400.0,1.0,1561963.0,2175209.0,,2175209.0,,3737172,3737172,,,6125.0,389593,0.0946,383228,0.093,240.0,383468.0,0.0931,412040.0,-28572,-0.0069,-0.01,-0.01,4524693,4524693,1958005,,1958005,24504,,46568.0,2029077,23324,,,,,,,23324,,2052401,,,,,369355.0,369355,,,,208387.0,208387.0,,,577742,,,-10261968,-20319.0,,1474659,2052401,,2052401,-28572,6125.0,,395092.0,-18235,,,,,140182.0,494592,-7854.0,,,,,-7854.0,,1133651.0,,,-46670.0,1086981,,1573719,1958005,384286,486738,0.9413,5.1,6.1,4.05,4.9,4.9,7885.0,0,0,4.9
2014,,,,,1942877.0,3267739.0,,3267739.0,,5210616,5210616,16398.0,,7606.0,-5198817,-inf,-5210616,-inf,12205.0,-5198411.0,-inf,,-5198411,-inf,-1.0,-1.0,5090485,5090485,535114,1500000.0,2035114,29109,,51182.0,2115405,25883,,,,,,,25883,,2141288,,,,,331435.0,331435,,,,3633.0,3633.0,,,335068,,,-15460379,-27925.0,,1806220,2141288,,2141288,-5198411,7606.0,,784395.0,-47139,,,,,7695.0,-4445854,-10165.0,,-1500000.0,,,-1510165.0,,3990125.0,,,543003.0,4533128,,-1422891,535114,1958005,-4456019,0.8604,5.85,6.5,5.050000000000001,5.5,5.5,15505.0,0,0,5.5
2015,,,,,2319830.0,2727098.0,,2727098.0,,5046928,5046928,14733.0,,6975.0,-5028134,-inf,-5046928,-inf,2914.0,-5044014.0,-inf,,-5044014,-inf,-0.9,-0.9,5687544,5687544,175791,,175791,25816,,193213.0,394820,21100,,,,,,,21100,,415920,,,,,1017701.0,1017701,,,,,,,,1017701,,,-20504393,-34900.0,,-601781,415920,,415920,-5044014,6975.0,,131714.0,547528,,,,,-3633.0,-4361430,-2192.0,,,,1500000.0,1497808.0,,2645259.0,,,-140960.0,2504299,,-359323,175791,535114,-4363622,0.7224,3.17,3.39,2.58,3.1100000000000003,3.1100000000000003,17655.0,0,0,3.1100000000000003
2016,,,,,1115063.0,3172565.0,,3172565.0,,4287628,4287628,,,5780.0,-4298182,-inf,-4287628,-inf,16334.0,-4271294.0,-inf,,-4271294,-inf,-0.54,-0.54,7952312,7952312,60752,1450000.0,1510752,66060,,236055.0,1812867,15320,,,,,,,15320,,1828187,,,,,621737.0,621737,,,,,,,,621737,,,-24775687,-40680.0,,1206450,1828187,,1828187,-4271294,5780.0,,826307.0,-104979,,,,,,-3544186,,,,,-1450000.0,-1450000.0,,4848524.0,,,30623.0,4879147,,-115039,60752,175791,-3544186,0.7443,1.02,1.06,0.6415,0.8614999999999999,0.8614999999999999,49150.0,0,0,0.8614999999999999
2017,,,,,2541722.0,3450193.0,,3450193.0,,5991915,5991915,6775.0,,4155.0,-5958570,-inf,-5991915,-inf,-22415.0,-6014330.0,-inf,,-6014330,-inf,-0.32,-0.32,18680021,18680021,497093,,497093,48542,,289226.0,834861,11165,,,,,,,11165,,846026,,,,,1166023.0,1166023,,,,,,,,1166023,,26182073.0,-30790017,-44835.0,4332782.0,-319997,846026,,846026,-6014330,4155.0,,115800.0,508633,,,,,,-5385742,,,,1450000.0,,1450000.0,,4320497.0,,,51586.0,4372083,,436341,497093,60752,-5385742,0.7948,0.5515,0.554,0.379,0.4125,0.4125,399400.0,0,0,0.4125
2018,121114.0,,,,709260.0,2151154.0,,2151154.0,,2860414,2860414,37.0,,2998.0,-2766082,-22.8387,-2739300,-22.6175,-29780.0,-2769080.0,-22.8634,,-2769080,-22.8634,-0.12,-0.12,22661001,22661001,2418521,,2418521,74765,,510741.0,3004027,8167,,,,,,215237.0,223404,,3227431,,,,252609.0,1277642.0,1530251,,2152363.0,,,2152363.0,,,3682614,,28745992.0,-33559097,-47833.0,4405755.0,-455183,3227431,,3227431,-2769080,2998.0,,326367.0,2041505,,,,2404972.0,12111.0,-386099,,,,,,,,2563919.0,,,-256392.0,2307527,,1921428,2418521,497093,-386099,0.7332,0.3145,0.368,0.262,0.31,0.31,243800.0,0,0,0.31
2019,252609.0,,,,2196364.0,1074100.0,,1074100.0,,3270464,3270464,,141427.0,2168.0,-2810151,-11.1245,-3017855,-11.9467,64109.0,-2953746.0,-11.693,,-2953746,-11.693,-0.12,-0.12,24107122,24107122,23929,28750.0,52679,41785,,128670.0,223134,5999,,,,,,189976.0,195975,,419109,,,,252609.0,1196870.0,1449479,,1899754.0,,,1899754.0,,,3349233,,28960095.0,-36512843,,4622624.0,-2930124,419109,,419109,-2953746,2168.0,,26275.0,444917,,,,,-301454.0,-2781840,,,,,-28750.0,-28750.0,,,,,415998.0,415998,,-2394592,23929,2418521,-2781840,0.77,0.2315,0.297,0.206,0.2285,0.2285,217800.0,0,0,0.2285
